key,country_key,date_key,education_key,health_key,quality_of_life_key,event_key,avg_births,avg_deaths,HDI
0,1,1,16,16,16,53,4135332.000000001,2452624.0,0.9
1,1,1,16,16,16,54,4135332.000000001,2452624.0,0.9
2,1,1,16,16,16,55,4135332.000000001,2452624.0,0.9
3,1,1,16,16,16,56,4135332.000000001,2452624.0,0.9
4,2,1,32,32,32,458,2309140.0,509041.0,0.737
5,3,1,48,48,48,628,27656029.0,9268690.0,0.536
6,3,1,48,48,48,630,27656029.0,9268690.0,0.536
7,3,1,48,48,48,2227,27656029.0,9268690.0,0.536
8,3,1,48,48,48,2228,27656029.0,9268690.0,0.536
9,3,1,48,48,48,2229,27656029.0,9268690.0,0.536
10,4,1,64,64,64,1115,17089922.0,8961495.0,0.64
11,4,1,64,64,64,1117,17089922.0,8961495.0,0.64
12,4,1,64,64,64,1118,17089922.0,8961495.0,0.64
13,4,1,64,64,64,1121,17089922.0,8961495.0,0.64
14,4,1,64,64,64,2472,17089922.0,8961495.0,0.64
15,5,1,80,80,80,2497,1165194.0,283447.0,0.437
16,6,1,94,96,96,1928,3334617.0,860511.0000000001,0.514
17,6,1,94,96,96,1929,3334617.0,860511.0000000001,0.514
18,7,1,110,112,112,2075,3206294.0000000005,1122293.9999999998,0.7
19,7,1,110,112,112,2076,3206294.0000000005,1122293.9999999998,0.7
20,1,2,16,16,16,52,4135332.000000001,2452624.0,0.9
21,3,2,48,48,48,625,27656029.0,9268690.0,0.536
22,3,2,48,48,48,626,27656029.0,9268690.0,0.536
23,3,2,48,48,48,629,27656029.0,9268690.0,0.536
24,4,2,64,64,64,1115,17089922.0,8961495.0,0.64
25,4,2,64,64,64,1122,17089922.0,8961495.0,0.64
26,4,2,64,64,64,1127,17089922.0,8961495.0,0.64
27,4,2,64,64,64,1129,17089922.0,8961495.0,0.64
28,6,2,94,96,96,1927,3334617.0,860511.0000000001,0.514
29,7,2,110,112,112,2075,3206294.0000000005,1122293.9999999998,0.7
30,1,3,16,16,16,57,4135332.000000001,2452624.0,0.9
31,3,3,48,48,48,627,27656029.0,9268690.0,0.536
32,3,3,48,48,48,632,27656029.0,9268690.0,0.536
33,3,3,48,48,48,2230,27656029.0,9268690.0,0.536
34,4,3,64,64,64,1115,17089922.0,8961495.0,0.64
35,4,3,64,64,64,1116,17089922.0,8961495.0,0.64
36,4,3,64,64,64,1119,17089922.0,8961495.0,0.64
37,4,3,64,64,64,1120,17089922.0,8961495.0,0.64
38,4,3,64,64,64,1123,17089922.0,8961495.0,0.64
39,4,3,64,64,64,1124,17089922.0,8961495.0,0.64
40,4,3,64,64,64,1125,17089922.0,8961495.0,0.64
41,4,3,64,64,64,1126,17089922.0,8961495.0,0.64
42,4,3,64,64,64,1128,17089922.0,8961495.0,0.64
43,4,3,64,64,64,1160,17089922.0,8961495.0,0.64
44,4,3,64,64,64,1191,17089922.0,8961495.0,0.64
45,6,3,94,96,96,1926,3334617.0,860511.0000000001,0.514
46,6,3,94,96,96,1933,3334617.0,860511.0000000001,0.514
47,1,4,16,16,16,63,4135332.000000001,2452624.0,0.9
48,1,4,16,16,16,67,4135332.000000001,2452624.0,0.9
49,2,4,32,32,32,466,2309140.0,509041.0,0.737
50,3,4,48,48,48,643,27656029.0,9268690.0,0.536
51,3,4,48,48,48,656,27656029.0,9268690.0,0.536
52,3,4,48,48,48,671,27656029.0,9268690.0,0.536
53,3,4,48,48,48,682,27656029.0,9268690.0,0.536
54,4,4,64,64,64,1115,17089922.0,8961495.0,0.64
55,4,4,64,64,64,1132,17089922.0,8961495.0,0.64
56,4,4,64,64,64,1156,17089922.0,8961495.0,0.64
57,4,4,64,64,64,1159,17089922.0,8961495.0,0.64
58,4,4,64,64,64,1161,17089922.0,8961495.0,0.64
59,4,4,64,64,64,1162,17089922.0,8961495.0,0.64
60,4,4,64,64,64,1163,17089922.0,8961495.0,0.64
61,4,4,64,64,64,1197,17089922.0,8961495.0,0.64
62,4,4,64,64,64,1198,17089922.0,8961495.0,0.64
63,6,4,94,96,96,1936,3334617.0,860511.0000000001,0.514
64,6,4,94,96,96,1940,3334617.0,860511.0000000001,0.514
65,0,5,0,0,0,3,347838.0,231303.0,0.894
66,1,5,16,16,16,61,4135332.000000001,2452624.0,0.9
67,2,5,32,32,32,462,2309140.0,509041.0,0.737
68,3,5,48,48,48,635,27656029.0,9268690.0,0.536
69,3,5,48,48,48,652,27656029.0,9268690.0,0.536
70,3,5,48,48,48,657,27656029.0,9268690.0,0.536
71,3,5,48,48,48,683,27656029.0,9268690.0,0.536
72,3,5,48,48,48,684,27656029.0,9268690.0,0.536
73,4,5,64,64,64,1115,17089922.0,8961495.0,0.64
74,4,5,64,64,64,1141,17089922.0,8961495.0,0.64
75,4,5,64,64,64,1150,17089922.0,8961495.0,0.64
76,4,5,64,64,64,1157,17089922.0,8961495.0,0.64
77,4,5,64,64,64,1164,17089922.0,8961495.0,0.64
78,4,5,64,64,64,1165,17089922.0,8961495.0,0.64
79,4,5,64,64,64,1166,17089922.0,8961495.0,0.64
80,4,5,64,64,64,1167,17089922.0,8961495.0,0.64
81,4,5,64,64,64,1168,17089922.0,8961495.0,0.64
82,4,5,64,64,64,1188,17089922.0,8961495.0,0.64
83,4,5,64,64,64,1192,17089922.0,8961495.0,0.64
84,4,5,64,64,64,1206,17089922.0,8961495.0,0.64
85,4,5,64,64,64,1213,17089922.0,8961495.0,0.64
86,6,5,94,96,96,1930,3334617.0,860511.0000000001,0.514
87,6,5,94,96,96,1934,3334617.0,860511.0000000001,0.514
88,6,5,94,96,96,1935,3334617.0,860511.0000000001,0.514
89,6,5,94,96,96,1937,3334617.0,860511.0000000001,0.514
90,6,5,94,96,96,1941,3334617.0,860511.0000000001,0.514
91,6,5,94,96,96,1942,3334617.0,860511.0000000001,0.514
92,6,5,94,96,96,1943,3334617.0,860511.0000000001,0.514
93,7,5,110,112,112,2081,3206294.0000000005,1122293.9999999998,0.7
94,0,6,0,0,0,1,347838.0,231303.0,0.894
95,2,6,32,32,32,463,2309140.0,509041.0,0.737
96,3,6,48,48,48,639,27656029.0,9268690.0,0.536
97,3,6,48,48,48,644,27656029.0,9268690.0,0.536
98,3,6,48,48,48,652,27656029.0,9268690.0,0.536
99,3,6,48,48,48,658,27656029.0,9268690.0,0.536
100,3,6,48,48,48,679,27656029.0,9268690.0,0.536
101,4,6,64,64,64,1115,17089922.0,8961495.0,0.64
102,4,6,64,64,64,1135,17089922.0,8961495.0,0.64
103,4,6,64,64,64,1136,17089922.0,8961495.0,0.64
104,4,6,64,64,64,1138,17089922.0,8961495.0,0.64
105,4,6,64,64,64,1140,17089922.0,8961495.0,0.64
106,4,6,64,64,64,1142,17089922.0,8961495.0,0.64
107,4,6,64,64,64,1149,17089922.0,8961495.0,0.64
108,4,6,64,64,64,1155,17089922.0,8961495.0,0.64
109,4,6,64,64,64,1189,17089922.0,8961495.0,0.64
110,4,6,64,64,64,1193,17089922.0,8961495.0,0.64
111,4,6,64,64,64,1195,17089922.0,8961495.0,0.64
112,4,6,64,64,64,1209,17089922.0,8961495.0,0.64
113,4,6,64,64,64,1210,17089922.0,8961495.0,0.64
114,6,6,94,96,96,1944,3334617.0,860511.0000000001,0.514
115,7,6,110,112,112,2077,3206294.0000000005,1122293.9999999998,0.7
116,7,6,110,112,112,2078,3206294.0000000005,1122293.9999999998,0.7
117,0,7,0,0,0,1,347838.0,231303.0,0.894
118,1,7,16,16,16,68,4135332.000000001,2452624.0,0.9
119,1,7,16,16,16,69,4135332.000000001,2452624.0,0.9
120,2,7,32,32,32,465,2309140.0,509041.0,0.737
121,3,7,48,48,48,631,27656029.0,9268690.0,0.536
122,3,7,48,48,48,636,27656029.0,9268690.0,0.536
123,3,7,48,48,48,638,27656029.0,9268690.0,0.536
124,3,7,48,48,48,640,27656029.0,9268690.0,0.536
125,3,7,48,48,48,644,27656029.0,9268690.0,0.536
126,3,7,48,48,48,645,27656029.0,9268690.0,0.536
127,3,7,48,48,48,646,27656029.0,9268690.0,0.536
128,3,7,48,48,48,650,27656029.0,9268690.0,0.536
129,3,7,48,48,48,654,27656029.0,9268690.0,0.536
130,3,7,48,48,48,655,27656029.0,9268690.0,0.536
131,3,7,48,48,48,666,27656029.0,9268690.0,0.536
132,3,7,48,48,48,669,27656029.0,9268690.0,0.536
133,3,7,48,48,48,676,27656029.0,9268690.0,0.536
134,3,7,48,48,48,678,27656029.0,9268690.0,0.536
135,3,7,48,48,48,2231,27656029.0,9268690.0,0.536
136,4,7,64,64,64,1115,17089922.0,8961495.0,0.64
137,4,7,64,64,64,1130,17089922.0,8961495.0,0.64
138,4,7,64,64,64,1135,17089922.0,8961495.0,0.64
139,4,7,64,64,64,1139,17089922.0,8961495.0,0.64
140,4,7,64,64,64,1144,17089922.0,8961495.0,0.64
141,4,7,64,64,64,1146,17089922.0,8961495.0,0.64
142,4,7,64,64,64,1154,17089922.0,8961495.0,0.64
143,4,7,64,64,64,1155,17089922.0,8961495.0,0.64
144,4,7,64,64,64,1169,17089922.0,8961495.0,0.64
145,4,7,64,64,64,1170,17089922.0,8961495.0,0.64
146,4,7,64,64,64,1171,17089922.0,8961495.0,0.64
147,4,7,64,64,64,1172,17089922.0,8961495.0,0.64
148,4,7,64,64,64,1190,17089922.0,8961495.0,0.64
149,6,7,94,96,96,1932,3334617.0,860511.0000000001,0.514
150,1,8,16,16,16,58,4135332.000000001,2452624.0,0.9
151,1,8,16,16,16,65,4135332.000000001,2452624.0,0.9
152,2,8,32,32,32,459,2309140.0,509041.0,0.737
153,3,8,48,48,48,631,27656029.0,9268690.0,0.536
154,3,8,48,48,48,634,27656029.0,9268690.0,0.536
155,3,8,48,48,48,640,27656029.0,9268690.0,0.536
156,3,8,48,48,48,650,27656029.0,9268690.0,0.536
157,3,8,48,48,48,651,27656029.0,9268690.0,0.536
158,3,8,48,48,48,653,27656029.0,9268690.0,0.536
159,3,8,48,48,48,654,27656029.0,9268690.0,0.536
