key,country_key,date_key,education_key,health_key,quality_of_life_key,event_key,avg_births,avg_deaths,HDI
160,3,8,48,48,48,655,27656029.0,9268690.0,0.536
161,3,8,48,48,48,667,27656029.0,9268690.0,0.536
162,3,8,48,48,48,670,27656029.0,9268690.0,0.536
163,3,8,48,48,48,680,27656029.0,9268690.0,0.536
164,4,8,64,64,64,1115,17089922.0,8961495.0,0.64
165,4,8,64,64,64,1130,17089922.0,8961495.0,0.64
166,4,8,64,64,64,1137,17089922.0,8961495.0,0.64
167,4,8,64,64,64,1148,17089922.0,8961495.0,0.64
168,4,8,64,64,64,1151,17089922.0,8961495.0,0.64
169,4,8,64,64,64,1154,17089922.0,8961495.0,0.64
170,4,8,64,64,64,1155,17089922.0,8961495.0,0.64
171,4,8,64,64,64,1173,17089922.0,8961495.0,0.64
172,4,8,64,64,64,1174,17089922.0,8961495.0,0.64
173,4,8,64,64,64,1194,17089922.0,8961495.0,0.64
174,4,8,64,64,64,1199,17089922.0,8961495.0,0.64
175,4,8,64,64,64,1200,17089922.0,8961495.0,0.64
176,6,8,94,96,96,1938,3334617.0,860511.0000000001,0.514
177,6,8,94,96,96,1939,3334617.0,860511.0000000001,0.514
178,0,9,0,0,0,0,347838.0,231303.0,0.894
179,0,9,0,0,0,4,347838.0,231303.0,0.894
180,1,9,16,16,16,58,4135332.000000001,2452624.0,0.9
181,1,9,16,16,16,64,4135332.000000001,2452624.0,0.9
182,1,9,16,16,16,72,4135332.000000001,2452624.0,0.9
183,2,9,32,32,32,464,2309140.0,509041.0,0.737
184,2,9,32,32,32,467,2309140.0,509041.0,0.737
185,3,9,48,48,48,637,27656029.0,9268690.0,0.536
186,3,9,48,48,48,641,27656029.0,9268690.0,0.536
187,3,9,48,48,48,642,27656029.0,9268690.0,0.536
188,3,9,48,48,48,654,27656029.0,9268690.0,0.536
189,3,9,48,48,48,655,27656029.0,9268690.0,0.536
190,3,9,48,48,48,659,27656029.0,9268690.0,0.536
191,3,9,48,48,48,675,27656029.0,9268690.0,0.536
192,3,9,48,48,48,685,27656029.0,9268690.0,0.536
193,4,9,64,64,64,1115,17089922.0,8961495.0,0.64
194,4,9,64,64,64,1131,17089922.0,8961495.0,0.64
195,4,9,64,64,64,1133,17089922.0,8961495.0,0.64
196,4,9,64,64,64,1137,17089922.0,8961495.0,0.64
197,4,9,64,64,64,1143,17089922.0,8961495.0,0.64
198,4,9,64,64,64,1152,17089922.0,8961495.0,0.64
199,4,9,64,64,64,1175,17089922.0,8961495.0,0.64
200,4,9,64,64,64,1176,17089922.0,8961495.0,0.64
201,4,9,64,64,64,1177,17089922.0,8961495.0,0.64
202,4,9,64,64,64,1201,17089922.0,8961495.0,0.64
203,4,9,64,64,64,1208,17089922.0,8961495.0,0.64
204,6,9,94,96,96,1945,3334617.0,860511.0000000001,0.514
205,7,9,110,112,112,2079,3206294.0000000005,1122293.9999999998,0.7
206,7,9,110,112,112,2080,3206294.0000000005,1122293.9999999998,0.7
207,1,10,16,16,16,60,4135332.000000001,2452624.0,0.9
208,1,10,16,16,16,62,4135332.000000001,2452624.0,0.9
209,1,10,16,16,16,64,4135332.000000001,2452624.0,0.9
210,1,10,16,16,16,73,4135332.000000001,2452624.0,0.9
211,2,10,32,32,32,460,2309140.0,509041.0,0.737
212,2,10,32,32,32,461,2309140.0,509041.0,0.737
213,3,10,48,48,48,633,27656029.0,9268690.0,0.536
214,3,10,48,48,48,642,27656029.0,9268690.0,0.536
215,3,10,48,48,48,647,27656029.0,9268690.0,0.536
216,3,10,48,48,48,648,27656029.0,9268690.0,0.536
217,3,10,48,48,48,655,27656029.0,9268690.0,0.536
218,3,10,48,48,48,660,27656029.0,9268690.0,0.536
219,3,10,48,48,48,661,27656029.0,9268690.0,0.536
220,3,10,48,48,48,662,27656029.0,9268690.0,0.536
221,3,10,48,48,48,668,27656029.0,9268690.0,0.536
222,3,10,48,48,48,672,27656029.0,9268690.0,0.536
223,3,10,48,48,48,673,27656029.0,9268690.0,0.536
224,3,10,48,48,48,674,27656029.0,9268690.0,0.536
225,3,10,48,48,48,2232,27656029.0,9268690.0,0.536
226,3,10,48,48,48,2233,27656029.0,9268690.0,0.536
227,4,10,64,64,64,1115,17089922.0,8961495.0,0.64
228,4,10,64,64,64,1134,17089922.0,8961495.0,0.64
229,4,10,64,64,64,1152,17089922.0,8961495.0,0.64
230,4,10,64,64,64,1153,17089922.0,8961495.0,0.64
231,4,10,64,64,64,1178,17089922.0,8961495.0,0.64
232,4,10,64,64,64,1179,17089922.0,8961495.0,0.64
233,4,10,64,64,64,1180,17089922.0,8961495.0,0.64
234,4,10,64,64,64,1181,17089922.0,8961495.0,0.64
235,6,10,94,96,96,1931,3334617.0,860511.0000000001,0.514
236,6,10,94,96,96,2571,3334617.0,860511.0000000001,0.514
237,0,11,0,0,0,2,347838.0,231303.0,0.894
238,3,11,48,48,48,648,27656029.0,9268690.0,0.536
239,3,11,48,48,48,655,27656029.0,9268690.0,0.536
240,3,11,48,48,48,663,27656029.0,9268690.0,0.536
241,3,11,48,48,48,664,27656029.0,9268690.0,0.536
242,3,11,48,48,48,2234,27656029.0,9268690.0,0.536
243,4,11,64,64,64,1115,17089922.0,8961495.0,0.64
244,4,11,64,64,64,1145,17089922.0,8961495.0,0.64
245,4,11,64,64,64,1147,17089922.0,8961495.0,0.64
246,4,11,64,64,64,1158,17089922.0,8961495.0,0.64
247,4,11,64,64,64,1182,17089922.0,8961495.0,0.64
248,4,11,64,64,64,1183,17089922.0,8961495.0,0.64
249,4,11,64,64,64,1184,17089922.0,8961495.0,0.64
250,4,11,64,64,64,1202,17089922.0,8961495.0,0.64
251,4,11,64,64,64,1203,17089922.0,8961495.0,0.64
252,4,11,64,64,64,1207,17089922.0,8961495.0,0.64
253,1,12,17,17,17,59,4151205.0,2452720.0,0.903
254,1,12,17,17,17,70,4151205.0,2452720.0,0.903
255,4,12,65,65,65,1115,17144153.000000004,9068628.0,0.653
256,1,13,17,17,17,59,4151205.0,2452720.0,0.903
257,1,13,17,17,17,70,4151205.0,2452720.0,0.903
258,1,13,17,17,17,103,4151205.0,2452720.0,0.903
259,3,13,49,49,49,704,27466953.0,9274141.0,0.546
260,3,13,49,49,49,705,27466953.0,9274141.0,0.546
261,4,13,65,65,65,1115,17144153.000000004,9068628.0,0.653
262,4,13,65,65,65,1230,17144153.000000004,9068628.0,0.653
263,4,13,65,65,65,1233,17144153.000000004,9068628.0,0.653
264,4,13,65,65,65,1257,17144153.000000004,9068628.0,0.653
265,4,13,65,65,65,1286,17144153.000000004,9068628.0,0.653
266,6,13,95,97,97,1953,3287685.0,856718.9999999999,0.521
267,7,13,111,113,113,2082,3148993.0,1132072.0,0.702
268,7,13,111,113,113,2086,3148993.0,1132072.0,0.702
269,2,14,33,33,33,477,2299717.0,524807.0,0.745
270,3,14,49,49,49,716,27466953.0,9274141.0,0.546
271,3,14,49,49,49,2237,27466953.0,9274141.0,0.546
272,4,14,65,65,65,1115,17144153.000000004,9068628.0,0.653
273,4,14,65,65,65,1250,17144153.000000004,9068628.0,0.653
274,4,14,65,65,65,1255,17144153.000000004,9068628.0,0.653
275,4,14,65,65,65,1258,17144153.000000004,9068628.0,0.653
276,4,14,65,65,65,1259,17144153.000000004,9068628.0,0.653
277,6,14,95,97,97,1954,3287685.0,856718.9999999999,0.521
278,6,14,95,97,97,1958,3287685.0,856718.9999999999,0.521
279,6,14,95,97,97,1959,3287685.0,856718.9999999999,0.521
280,6,14,95,97,97,1960,3287685.0,856718.9999999999,0.521
281,1,15,17,17,17,75,4151205.0,2452720.0,0.903
282,1,15,17,17,17,84,4151205.0,2452720.0,0.903
283,3,15,49,49,49,703,27466953.0,9274141.0,0.546
284,3,15,49,49,49,2238,27466953.0,9274141.0,0.546
285,4,15,65,65,65,1115,17144153.000000004,9068628.0,0.653
286,4,15,65,65,65,1256,17144153.000000004,9068628.0,0.653
287,4,15,65,65,65,1260,17144153.000000004,9068628.0,0.653
288,4,15,65,65,65,1289,17144153.000000004,9068628.0,0.653
289,6,15,95,97,97,1949,3287685.0,856718.9999999999,0.521
290,7,15,111,113,113,2083,3148993.0,1132072.0,0.702
291,0,16,1,1,1,5,355440.0,233707.0,0.898
292,0,16,1,1,1,6,355440.0,233707.0,0.898
293,0,16,1,1,1,7,355440.0,233707.0,0.898
294,1,16,17,17,17,74,4151205.0,2452720.0,0.903
295,1,16,17,17,17,78,4151205.0,2452720.0,0.903
296,1,16,17,17,17,79,4151205.0,2452720.0,0.903
297,2,16,33,33,33,474,2299717.0,524807.0,0.745
298,3,16,49,49,49,691,27466953.0,9274141.0,0.546
299,3,16,49,49,49,706,27466953.0,9274141.0,0.546
300,3,16,49,49,49,707,27466953.0,9274141.0,0.546
301,3,16,49,49,49,719,27466953.0,9274141.0,0.546
302,3,16,49,49,49,720,27466953.0,9274141.0,0.546
303,3,16,49,49,49,2239,27466953.0,9274141.0,0.546
304,4,16,65,65,65,1115,17144153.000000004,9068628.0,0.653
305,4,16,65,65,65,1227,17144153.000000004,9068628.0,0.653
306,4,16,65,65,65,1229,17144153.000000004,9068628.0,0.653
307,4,16,65,65,65,1241,17144153.000000004,9068628.0,0.653
308,4,16,65,65,65,1261,17144153.000000004,9068628.0,0.653
309,4,16,65,65,65,1262,17144153.000000004,9068628.0,0.653
310,4,16,65,65,65,1263,17144153.000000004,9068628.0,0.653
311,4,16,65,65,65,1264,17144153.000000004,9068628.0,0.653
312,5,16,81,81,81,2498,1178972.0,283164.0,0.443
313,6,16,95,97,97,1946,3287685.0,856718.9999999999,0.521
314,6,16,95,97,97,1948,3287685.0,856718.9999999999,0.521
315,6,16,95,97,97,1952,3287685.0,856718.9999999999,0.521
316,6,16,95,97,97,1955,3287685.0,856718.9999999999,0.521
317,7,16,111,113,113,2083,3148993.0,1132072.0,0.702
318,7,16,111,113,113,2084,3148993.0,1132072.0,0.702
319,0,17,1,1,1,5,355440.0,233707.0,0.898
320,0,17,1,1,1,8,355440.0,233707.0,0.898
321,0,17,1,1,1,9,355440.0,233707.0,0.898
322,1,17,17,17,17,80,4151205.0,2452720.0,0.903
323,1,17,17,17,17,81,4151205.0,2452720.0,0.903
324,3,17,49,49,49,689,27466953.0,9274141.0,0.546
325,3,17,49,49,49,693,27466953.0,9274141.0,0.546
326,3,17,49,49,49,694,27466953.0,9274141.0,0.546
327,3,17,49,49,49,695,27466953.0,9274141.0,0.546
328,3,17,49,49,49,712,27466953.0,9274141.0,0.546
329,3,17,49,49,49,714,27466953.0,9274141.0,0.546
330,3,17,49,49,49,2240,27466953.0,9274141.0,0.546
331,3,17,49,49,49,2241,27466953.0,9274141.0,0.546
332,4,17,65,65,65,1115,17144153.000000004,9068628.0,0.653
333,4,17,65,65,65,1215,17144153.000000004,9068628.0,0.653
334,4,17,65,65,65,1224,17144153.000000004,9068628.0,0.653
335,4,17,65,65,65,1226,17144153.000000004,9068628.0,0.653
336,4,17,65,65,65,1229,17144153.000000004,9068628.0,0.653
337,4,17,65,65,65,1231,17144153.000000004,9068628.0,0.653
338,4,17,65,65,65,1241,17144153.000000004,9068628.0,0.653
339,4,17,65,65,65,1242,17144153.000000004,9068628.0,0.653
340,4,17,65,65,65,1265,17144153.000000004,9068628.0,0.653
341,4,17,65,65,65,1266,17144153.000000004,9068628.0,0.653
342,4,17,65,65,65,1290,17144153.000000004,9068628.0,0.653
343,6,17,95,97,97,1950,3287685.0,856718.9999999999,0.521
344,0,18,1,1,1,8,355440.0,233707.0,0.898
345,1,18,17,17,17,77,4151205.0,2452720.0,0.903
346,1,18,17,17,17,91,4151205.0,2452720.0,0.903
347,3,18,49,49,49,693,27466953.0,9274141.0,0.546
348,3,18,49,49,49,694,27466953.0,9274141.0,0.546
349,3,18,49,49,49,695,27466953.0,9274141.0,0.546
350,3,18,49,49,49,696,27466953.0,9274141.0,0.546
351,3,18,49,49,49,708,27466953.0,9274141.0,0.546
352,4,18,65,65,65,1115,17144153.000000004,9068628.0,0.653
353,4,18,65,65,65,1214,17144153.000000004,9068628.0,0.653
354,4,18,65,65,65,1217,17144153.000000004,9068628.0,0.653
355,4,18,65,65,65,1220,17144153.000000004,9068628.0,0.653
356,4,18,65,65,65,1221,17144153.000000004,9068628.0,0.653
357,4,18,65,65,65,1226,17144153.000000004,9068628.0,0.653
358,4,18,65,65,65,1228,17144153.000000004,9068628.0,0.653
359,4,18,65,65,65,1231,17144153.000000004,9068628.0,0.653
360,4,18,65,65,65,1235,17144153.000000004,9068628.0,0.653
361,4,18,65,65,65,1238,17144153.000000004,9068628.0,0.653
362,4,18,65,65,65,1243,17144153.000000004,9068628.0,0.653
363,4,18,65,65,65,1244,17144153.000000004,9068628.0,0.653
364,4,18,65,65,65,1245,17144153.000000004,9068628.0,0.653
365,4,18,65,65,65,1249,17144153.000000004,9068628.0,0.653
366,4,18,65,65,65,1267,17144153.000000004,9068628.0,0.653
367,4,18,65,65,65,1268,17144153.000000004,9068628.0,0.653
368,4,18,65,65,65,1269,17144153.000000004,9068628.0,0.653
369,4,18,65,65,65,1270,17144153.000000004,9068628.0,0.653
370,6,18,95,97,97,1950,3287685.0,856718.9999999999,0.521
371,1,19,17,17,17,77,4151205.0,2452720.0,0.903
372,1,19,17,17,17,92,4151205.0,2452720.0,0.903
373,1,19,17,17,17,93,4151205.0,2452720.0,0.903
374,1,19,17,17,17,97,4151205.0,2452720.0,0.903
375,1,19,17,17,17,98,4151205.0,2452720.0,0.903
376,1,19,17,17,17,102,4151205.0,2452720.0,0.903
377,1,19,17,17,17,105,4151205.0,2452720.0,0.903
378,2,19,33,33,33,471,2299717.0,524807.0,0.745
379,3,19,49,49,49,687,27466953.0,9274141.0,0.546
380,3,19,49,49,49,688,27466953.0,9274141.0,0.546
381,3,19,49,49,49,693,27466953.0,9274141.0,0.546
382,3,19,49,49,49,697,27466953.0,9274141.0,0.546
383,3,19,49,49,49,698,27466953.0,9274141.0,0.546
384,3,19,49,49,49,2242,27466953.0,9274141.0,0.546
385,3,19,49,49,49,2243,27466953.0,9274141.0,0.546
386,3,19,49,49,49,2244,27466953.0,9274141.0,0.546
387,3,19,49,49,49,2245,27466953.0,9274141.0,0.546
388,4,19,65,65,65,1115,17144153.000000004,9068628.0,0.653
389,4,19,65,65,65,1214,17144153.000000004,9068628.0,0.653
390,4,19,65,65,65,1216,17144153.000000004,9068628.0,0.653
391,4,19,65,65,65,1217,17144153.000000004,9068628.0,0.653
392,4,19,65,65,65,1218,17144153.000000004,9068628.0,0.653
393,4,19,65,65,65,1222,17144153.000000004,9068628.0,0.653
394,4,19,65,65,65,1231,17144153.000000004,9068628.0,0.653
395,4,19,65,65,65,1234,17144153.000000004,9068628.0,0.653
396,4,19,65,65,65,1239,17144153.000000004,9068628.0,0.653
397,4,19,65,65,65,1246,17144153.000000004,9068628.0,0.653
398,4,19,65,65,65,1247,17144153.000000004,9068628.0,0.653
399,4,19,65,65,65,1248,17144153.000000004,9068628.0,0.653
400,4,19,65,65,65,1271,17144153.000000004,9068628.0,0.653
401,4,19,65,65,65,1272,17144153.000000004,9068628.0,0.653
402,4,19,65,65,65,1273,17144153.000000004,9068628.0,0.653
403,4,19,65,65,65,1287,17144153.000000004,9068628.0,0.653
404,4,19,65,65,65,1291,17144153.000000004,9068628.0,0.653
405,6,19,95,97,97,1950,3287685.0,856718.9999999999,0.521
406,6,19,95,97,97,1956,3287685.0,856718.9999999999,0.521
407,1,20,17,17,17,87,4151205.0,2452720.0,0.903
408,1,20,17,17,17,92,4151205.0,2452720.0,0.903
409,1,20,17,17,17,94,4151205.0,2452720.0,0.903
410,1,20,17,17,17,97,4151205.0,2452720.0,0.903
411,1,20,17,17,17,98,4151205.0,2452720.0,0.903
412,1,20,17,17,17,101,4151205.0,2452720.0,0.903
413,2,20,33,33,33,471,2299717.0,524807.0,0.745
414,2,20,33,33,33,472,2299717.0,524807.0,0.745
415,3,20,49,49,49,686,27466953.0,9274141.0,0.546
416,3,20,49,49,49,688,27466953.0,9274141.0,0.546
417,3,20,49,49,49,698,27466953.0,9274141.0,0.546
418,3,20,49,49,49,699,27466953.0,9274141.0,0.546
419,3,20,49,49,49,700,27466953.0,9274141.0,0.546
420,3,20,49,49,49,702,27466953.0,9274141.0,0.546
421,3,20,49,49,49,709,27466953.0,9274141.0,0.546
422,3,20,49,49,49,713,27466953.0,9274141.0,0.546
423,3,20,49,49,49,717,27466953.0,9274141.0,0.546
424,3,20,49,49,49,2246,27466953.0,9274141.0,0.546
425,4,20,65,65,65,1115,17144153.000000004,9068628.0,0.653
426,4,20,65,65,65,1219,17144153.000000004,9068628.0,0.653
427,4,20,65,65,65,1225,17144153.000000004,9068628.0,0.653
428,4,20,65,65,65,1231,17144153.000000004,9068628.0,0.653
429,4,20,65,65,65,1232,17144153.000000004,9068628.0,0.653
430,4,20,65,65,65,1240,17144153.000000004,9068628.0,0.653
431,4,20,65,65,65,1251,17144153.000000004,9068628.0,0.653
432,4,20,65,65,65,1252,17144153.000000004,9068628.0,0.653
433,4,20,65,65,65,1274,17144153.000000004,9068628.0,0.653
434,6,20,95,97,97,1951,3287685.0,856718.9999999999,0.521
435,1,21,17,17,17,82,4151205.0,2452720.0,0.903
436,1,21,17,17,17,87,4151205.0,2452720.0,0.903
437,2,21,33,33,33,468,2299717.0,524807.0,0.745
438,2,21,33,33,33,469,2299717.0,524807.0,0.745
439,2,21,33,33,33,473,2299717.0,524807.0,0.745
440,3,21,49,49,49,686,27466953.0,9274141.0,0.546
441,3,21,49,49,49,688,27466953.0,9274141.0,0.546
442,3,21,49,49,49,690,27466953.0,9274141.0,0.546
443,3,21,49,49,49,699,27466953.0,9274141.0,0.546
444,3,21,49,49,49,700,27466953.0,9274141.0,0.546
445,3,21,49,49,49,702,27466953.0,9274141.0,0.546
446,3,21,49,49,49,715,27466953.0,9274141.0,0.546
447,3,21,49,49,49,2247,27466953.0,9274141.0,0.546
448,4,21,65,65,65,1115,17144153.000000004,9068628.0,0.653
449,4,21,65,65,65,1231,17144153.000000004,9068628.0,0.653
450,6,21,95,97,97,1947,3287685.0,856718.9999999999,0.521
451,6,21,95,97,97,1951,3287685.0,856718.9999999999,0.521
452,7,21,111,113,113,2085,3148993.0,1132072.0,0.702
453,1,22,17,17,17,76,4151205.0,2452720.0,0.903
454,1,22,17,17,17,86,4151205.0,2452720.0,0.903
455,1,22,17,17,17,95,4151205.0,2452720.0,0.903
456,1,22,17,17,17,99,4151205.0,2452720.0,0.903
457,2,22,33,33,33,470,2299717.0,524807.0,0.745
458,2,22,33,33,33,475,2299717.0,524807.0,0.745
459,3,22,49,49,49,690,27466953.0,9274141.0,0.546
460,3,22,49,49,49,692,27466953.0,9274141.0,0.546
461,3,22,49,49,49,701,27466953.0,9274141.0,0.546
462,3,22,49,49,49,710,27466953.0,9274141.0,0.546
463,4,22,65,65,65,1115,17144153.000000004,9068628.0,0.653
464,4,22,65,65,65,1223,17144153.000000004,9068628.0,0.653
465,4,22,65,65,65,1236,17144153.000000004,9068628.0,0.653
466,4,22,65,65,65,1253,17144153.000000004,9068628.0,0.653
467,4,22,65,65,65,1275,17144153.000000004,9068628.0,0.653
468,4,22,65,65,65,1276,17144153.000000004,9068628.0,0.653
469,4,22,65,65,65,1277,17144153.000000004,9068628.0,0.653
470,4,22,65,65,65,1278,17144153.000000004,9068628.0,0.653
471,4,22,65,65,65,1288,17144153.000000004,9068628.0,0.653
472,4,22,65,65,65,1292,17144153.000000004,9068628.0,0.653
473,5,22,81,81,81,2499,1178972.0,283164.0,0.443
474,6,22,95,97,97,1947,3287685.0,856718.9999999999,0.521
475,6,22,95,97,97,1957,3287685.0,856718.9999999999,0.521
476,1,23,17,17,17,83,4151205.0,2452720.0,0.903
477,1,23,17,17,17,85,4151205.0,2452720.0,0.903
478,1,23,17,17,17,96,4151205.0,2452720.0,0.903
479,1,23,17,17,17,104,4151205.0,2452720.0,0.903
480,3,23,49,49,49,701,27466953.0,9274141.0,0.546
481,3,23,49,49,49,711,27466953.0,9274141.0,0.546
482,3,23,49,49,49,2248,27466953.0,9274141.0,0.546
483,3,23,49,49,49,2249,27466953.0,9274141.0,0.546
484,3,23,49,49,49,2250,27466953.0,9274141.0,0.546
485,4,23,65,65,65,1115,17144153.000000004,9068628.0,0.653
486,4,23,65,65,65,1237,17144153.000000004,9068628.0,0.653
487,4,23,65,65,65,1279,17144153.000000004,9068628.0,0.653
488,4,23,65,65,65,1280,17144153.000000004,9068628.0,0.653
489,4,23,65,65,65,1281,17144153.000000004,9068628.0,0.653
490,4,23,65,65,65,1282,17144153.000000004,9068628.0,0.653
491,4,23,65,65,65,1283,17144153.000000004,9068628.0,0.653
492,4,23,65,65,65,1285,17144153.000000004,9068628.0,0.653
493,5,23,81,81,81,2500,1178972.0,283164.0,0.443
494,4,24,66,66,66,1115,17229510.0,9178059.000000002,0.667
495,1,25,18,18,18,107,4152330.0,2454780.0,0.906
496,1,25,18,18,18,110,4152330.0,2454780.0,0.906
497,2,25,34,34,34,478,2292791.0,542362.0,0.746
498,3,25,50,50,50,722,27199286.0,9270693.000000002,0.555
499,3,25,50,50,50,723,27199286.0,9270693.000000002,0.555
500,4,25,66,66,66,1115,17229510.0,9178059.000000002,0.667
501,4,25,66,66,66,1293,17229510.0,9178059.000000002,0.667
502,4,25,66,66,66,1294,17229510.0,9178059.000000002,0.667
503,4,25,66,66,66,1295,17229510.0,9178059.000000002,0.667
504,4,25,66,66,66,1339,17229510.0,9178059.000000002,0.667
505,5,25,82,82,82,2501,1192118.0,282711.0,0.45
506,6,25,96,98,98,1961,3241136.0,853135.0,0.528
507,7,25,112,114,114,2087,3098977.0000000005,1142819.0,0.706
508,7,25,112,114,114,2088,3098977.0000000005,1142819.0,0.706
509,0,26,2,2,2,10,362924.00000000006,236332.0,0.896
510,1,26,18,18,18,108,4152330.0,2454780.0,0.906
511,1,26,18,18,18,109,4152330.0,2454780.0,0.906
512,1,26,18,18,18,119,4152330.0,2454780.0,0.906
513,3,26,50,50,50,721,27199286.0,9270693.000000002,0.555
514,3,26,50,50,50,741,27199286.0,9270693.000000002,0.555
515,3,26,50,50,50,759,27199286.0,9270693.000000002,0.555
516,3,26,50,50,50,760,27199286.0,9270693.000000002,0.555
517,4,26,66,66,66,1115,17229510.0,9178059.000000002,0.667
518,4,26,66,66,66,1296,17229510.0,9178059.000000002,0.667
519,4,26,66,66,66,1343,17229510.0,9178059.000000002,0.667
520,1,27,18,18,18,124,4152330.0,2454780.0,0.906
521,1,27,18,18,18,131,4152330.0,2454780.0,0.906
522,3,27,50,50,50,724,27199286.0,9270693.000000002,0.555
523,3,27,50,50,50,742,27199286.0,9270693.000000002,0.555
524,4,27,66,66,66,1115,17229510.0,9178059.000000002,0.667
525,4,27,66,66,66,1319,17229510.0,9178059.000000002,0.667
526,4,27,66,66,66,1323,17229510.0,9178059.000000002,0.667
527,4,27,66,66,66,1324,17229510.0,9178059.000000002,0.667
528,4,27,66,66,66,1325,17229510.0,9178059.000000002,0.667
529,1,28,18,18,18,114,4152330.0,2454780.0,0.906
530,1,28,18,18,18,120,4152330.0,2454780.0,0.906
531,3,28,50,50,50,768,27199286.0,9270693.000000002,0.555
532,3,28,50,50,50,2251,27199286.0,9270693.000000002,0.555
533,4,28,66,66,66,1115,17229510.0,9178059.000000002,0.667
534,4,28,66,66,66,1305,17229510.0,9178059.000000002,0.667
535,4,28,66,66,66,1322,17229510.0,9178059.000000002,0.667
536,4,28,66,66,66,1326,17229510.0,9178059.000000002,0.667
537,4,28,66,66,66,1327,17229510.0,9178059.000000002,0.667
538,4,28,66,66,66,1328,17229510.0,9178059.000000002,0.667
539,4,28,66,66,66,1340,17229510.0,9178059.000000002,0.667
540,4,28,66,66,66,1344,17229510.0,9178059.000000002,0.667
541,1,29,18,18,18,113,4152330.0,2454780.0,0.906
542,1,29,18,18,18,116,4152330.0,2454780.0,0.906
543,1,29,18,18,18,125,4152330.0,2454780.0,0.906
544,3,29,50,50,50,743,27199286.0,9270693.000000002,0.555
545,3,29,50,50,50,744,27199286.0,9270693.000000002,0.555
546,3,29,50,50,50,765,27199286.0,9270693.000000002,0.555
547,4,29,66,66,66,1115,17229510.0,9178059.000000002,0.667
548,4,29,66,66,66,1299,17229510.0,9178059.000000002,0.667
549,4,29,66,66,66,1316,17229510.0,9178059.000000002,0.667
550,4,29,66,66,66,1317,17229510.0,9178059.000000002,0.667
551,4,29,66,66,66,1320,17229510.0,9178059.000000002,0.667
552,4,29,66,66,66,1329,17229510.0,9178059.000000002,0.667
553,4,29,66,66,66,1330,17229510.0,9178059.000000002,0.667
554,4,29,66,66,66,1351,17229510.0,9178059.000000002,0.667
555,6,29,96,98,98,1965,3241136.0,853135.0,0.528
556,0,30,2,2,2,11,362924.00000000006,236332.0,0.896
557,1,30,18,18,18,115,4152330.0,2454780.0,0.906
558,1,30,18,18,18,117,4152330.0,2454780.0,0.906
559,1,30,18,18,18,126,4152330.0,2454780.0,0.906
560,1,30,18,18,18,127,4152330.0,2454780.0,0.906
561,3,30,50,50,50,725,27199286.0,9270693.000000002,0.555
562,3,30,50,50,50,728,27199286.0,9270693.000000002,0.555
563,3,30,50,50,50,731,27199286.0,9270693.000000002,0.555
564,4,30,66,66,66,1115,17229510.0,9178059.000000002,0.667
565,4,30,66,66,66,1311,17229510.0,9178059.000000002,0.667
566,4,30,66,66,66,1312,17229510.0,9178059.000000002,0.667
567,4,30,66,66,66,1313,17229510.0,9178059.000000002,0.667
568,6,30,96,98,98,1962,3241136.0,853135.0,0.528
569,1,31,18,18,18,115,4152330.0,2454780.0,0.906
570,1,31,18,18,18,127,4152330.0,2454780.0,0.906
571,2,31,34,34,34,486,2292791.0,542362.0,0.746
572,3,31,50,50,50,725,27199286.0,9270693.000000002,0.555
573,3,31,50,50,50,729,27199286.0,9270693.000000002,0.555
574,3,31,50,50,50,730,27199286.0,9270693.000000002,0.555
575,3,31,50,50,50,731,27199286.0,9270693.000000002,0.555
576,3,31,50,50,50,732,27199286.0,9270693.000000002,0.555
577,3,31,50,50,50,733,27199286.0,9270693.000000002,0.555
578,3,31,50,50,50,738,27199286.0,9270693.000000002,0.555
579,3,31,50,50,50,739,27199286.0,9270693.000000002,0.555
580,3,31,50,50,50,763,27199286.0,9270693.000000002,0.555
581,3,31,50,50,50,2252,27199286.0,9270693.000000002,0.555
582,4,31,66,66,66,1297,17229510.0,9178059.000000002,0.667
583,4,31,66,66,66,1300,17229510.0,9178059.000000002,0.667
584,4,31,66,66,66,1301,17229510.0,9178059.000000002,0.667
585,4,31,66,66,66,1302,17229510.0,9178059.000000002,0.667
586,4,31,66,66,66,1306,17229510.0,9178059.000000002,0.667
587,4,31,66,66,66,1312,17229510.0,9178059.000000002,0.667
588,4,31,66,66,66,1331,17229510.0,9178059.000000002,0.667
589,4,31,66,66,66,1332,17229510.0,9178059.000000002,0.667
590,4,31,66,66,66,1345,17229510.0,9178059.000000002,0.667
591,6,31,96,98,98,1963,3241136.0,853135.0,0.528
592,6,31,96,98,98,1966,3241136.0,853135.0,0.528
593,6,31,96,98,98,1967,3241136.0,853135.0,0.528
594,7,31,112,114,114,2091,3098977.0000000005,1142819.0,0.706
595,1,32,18,18,18,111,4152330.0,2454780.0,0.906
596,1,32,18,18,18,121,4152330.0,2454780.0,0.906
597,1,32,18,18,18,130,4152330.0,2454780.0,0.906
598,2,32,34,34,34,482,2292791.0,542362.0,0.746
599,3,32,50,50,50,726,27199286.0,9270693.000000002,0.555
600,3,32,50,50,50,732,27199286.0,9270693.000000002,0.555
601,3,32,50,50,50,733,27199286.0,9270693.000000002,0.555
602,3,32,50,50,50,734,27199286.0,9270693.000000002,0.555
603,3,32,50,50,50,737,27199286.0,9270693.000000002,0.555
