key,population_key,country_key,date_key,education_key,health_key,quality_of_life_key,event_key,avg_births,avg_deaths,HDI
2643,62,3,174,62,62,62,1086,24116023.0,9925987.0,0.645
2644,62,3,174,62,62,62,1087,24116023.0,9925987.0,0.645
2645,62,3,174,62,62,62,1089,24116023.0,9925987.0,0.645
2646,62,3,174,62,62,62,1092,24116023.0,9925987.0,0.645
2647,62,3,174,62,62,62,2468,24116023.0,9925987.0,0.645
2648,78,4,174,78,78,78,1893,16539228.0,10440709.0,0.761
2649,78,4,174,78,78,78,1908,16539228.0,10440709.0,0.761
2650,110,6,174,108,110,110,2066,2913430.0,900691.0,0.632
2651,126,7,174,124,126,126,2189,2889924.0000000005,1377193.0,0.765
2652,126,7,174,124,126,126,2190,2889924.0000000005,1377193.0,0.765
2653,30,1,175,30,30,30,428,3932450.0,2908935.9999999995,0.926
2654,30,1,175,30,30,30,429,3932450.0,2908935.9999999995,0.926
2655,30,1,175,30,30,30,2218,3932450.0,2908935.9999999995,0.926
2656,62,3,175,62,62,62,1084,24116023.0,9925987.0,0.645
2657,62,3,175,62,62,62,1086,24116023.0,9925987.0,0.645
2658,62,3,175,62,62,62,1090,24116023.0,9925987.0,0.645
2659,62,3,175,62,62,62,1091,24116023.0,9925987.0,0.645
2660,78,4,175,78,78,78,1892,16539228.0,10440709.0,0.761
2661,78,4,175,78,78,78,1897,16539228.0,10440709.0,0.761
2662,78,4,175,78,78,78,1898,16539228.0,10440709.0,0.761
2663,78,4,175,78,78,78,1902,16539228.0,10440709.0,0.761
2664,78,4,175,78,78,78,1908,16539228.0,10440709.0,0.761
2665,78,4,175,78,78,78,1909,16539228.0,10440709.0,0.761
2666,110,6,175,108,110,110,2064,2913430.0,900691.0,0.632
2667,126,7,175,124,126,126,2186,2889924.0000000005,1377193.0,0.765
2668,30,1,176,30,30,30,425,3932450.0,2908935.9999999995,0.926
2669,30,1,176,30,30,30,2219,3932450.0,2908935.9999999995,0.926
2670,30,1,176,30,30,30,2220,3932450.0,2908935.9999999995,0.926
2671,62,3,176,62,62,62,1084,24116023.0,9925987.0,0.645
2672,62,3,176,62,62,62,1096,24116023.0,9925987.0,0.645
2673,78,4,176,78,78,78,1890,16539228.0,10440709.0,0.761
2674,78,4,176,78,78,78,1896,16539228.0,10440709.0,0.761
2675,78,4,176,78,78,78,1897,16539228.0,10440709.0,0.761
2676,78,4,176,78,78,78,1906,16539228.0,10440709.0,0.761
2677,110,6,176,108,110,110,2069,2913430.0,900691.0,0.632
2678,30,1,177,30,30,30,425,3932450.0,2908935.9999999995,0.926
2679,30,1,177,30,30,30,426,3932450.0,2908935.9999999995,0.926
2680,30,1,177,30,30,30,434,3932450.0,2908935.9999999995,0.926
2681,46,2,177,46,46,46,610,2206201.0,775383.0,0.779
2682,46,2,177,46,46,46,611,2206201.0,775383.0,0.779
2683,46,2,177,46,46,46,612,2206201.0,775383.0,0.779
2684,62,3,177,62,62,62,1084,24116023.0,9925987.0,0.645
2685,62,3,177,62,62,62,1093,24116023.0,9925987.0,0.645
2686,62,3,177,62,62,62,1094,24116023.0,9925987.0,0.645
2687,78,4,177,78,78,78,1894,16539228.0,10440709.0,0.761
2688,78,4,177,78,78,78,1895,16539228.0,10440709.0,0.761
2689,78,4,177,78,78,78,1899,16539228.0,10440709.0,0.761
2690,78,4,177,78,78,78,1901,16539228.0,10440709.0,0.761
2691,78,4,177,78,78,78,1905,16539228.0,10440709.0,0.761
2692,126,7,177,124,126,126,2192,2889924.0000000005,1377193.0,0.765
2693,14,0,178,14,14,14,49,386464.0,290851.0,0.929
2694,30,1,178,30,30,30,427,3932450.0,2908935.9999999995,0.926
2695,30,1,178,30,30,30,430,3932450.0,2908935.9999999995,0.926
2696,30,1,178,30,30,30,431,3932450.0,2908935.9999999995,0.926
2697,62,3,178,62,62,62,1085,24116023.0,9925987.0,0.645
2698,62,3,178,62,62,62,2469,24116023.0,9925987.0,0.645
2699,62,3,178,62,62,62,2470,24116023.0,9925987.0,0.645
2700,78,4,178,78,78,78,1891,16539228.0,10440709.0,0.761
2701,78,4,178,78,78,78,1900,16539228.0,10440709.0,0.761
2702,126,7,178,124,126,126,2191,2889924.0000000005,1377193.0,0.765
2703,14,0,179,14,14,14,49,386464.0,290851.0,0.929
2704,30,1,179,30,30,30,424,3932450.0,2908935.9999999995,0.926
2705,46,2,179,46,46,46,616,2206201.0,775383.0,0.779
2706,62,3,179,62,62,62,1088,24116023.0,9925987.0,0.645
2707,62,3,179,62,62,62,1097,24116023.0,9925987.0,0.645
2708,62,3,179,62,62,62,2471,24116023.0,9925987.0,0.645
2709,78,4,179,78,78,78,1903,16539228.0,10440709.0,0.761
2710,110,6,179,108,110,110,2065,2913430.0,900691.0,0.632
2711,110,6,179,108,110,110,2067,2913430.0,900691.0,0.632
2712,126,7,179,124,126,126,2187,2889924.0000000005,1377193.0,0.765
2713,126,7,179,124,126,126,2188,2889924.0000000005,1377193.0,0.765
2714,31,1,181,31,31,31,444,3957544.000000001,,0.926
2715,63,3,181,63,63,63,1101,24067825.0,,0.645
2716,63,3,181,63,63,63,1107,24067825.0,,0.645
2717,127,7,181,125,127,127,2194,2859135.0,,0.765
2718,31,1,182,31,31,31,454,3957544.000000001,,0.926
2719,111,6,182,109,111,111,2074,2889959.0000000005,,0.632
2720,127,7,182,125,127,127,2195,2859135.0,,0.765
2721,127,7,182,125,127,127,2196,2859135.0,,0.765
2722,127,7,182,125,127,127,2201,2859135.0,,0.765
2723,31,1,183,31,31,31,452,3957544.000000001,,0.926
2724,31,1,183,31,31,31,453,3957544.000000001,,0.926
2725,79,4,183,79,79,79,1917,16233446.000000002,,0.761
2726,79,4,183,79,79,79,1918,16233446.000000002,,0.761
2727,79,4,183,79,79,79,1922,16233446.000000002,,0.761
2728,127,7,183,125,127,127,2196,2859135.0,,0.765
2729,127,7,183,125,127,127,2197,2859135.0,,0.765
2730,15,0,184,15,15,15,51,386828.00000000006,,0.929
2731,31,1,184,31,31,31,440,3957544.000000001,,0.926
2732,31,1,184,31,31,31,442,3957544.000000001,,0.926
2733,31,1,184,31,31,31,443,3957544.000000001,,0.926
2734,31,1,185,31,31,31,436,3957544.000000001,,0.926
2735,31,1,185,31,31,31,439,3957544.000000001,,0.926
2736,31,1,185,31,31,31,441,3957544.000000001,,0.926
2737,31,1,185,31,31,31,451,3957544.000000001,,0.926
2738,63,3,185,63,63,63,1099,24067825.0,,0.645
2739,63,3,185,63,63,63,1102,24067825.0,,0.645
2740,63,3,185,63,63,63,1104,24067825.0,,0.645
2741,63,3,185,63,63,63,1108,24067825.0,,0.645
2742,63,3,185,63,63,63,1110,24067825.0,,0.645
2743,63,3,185,63,63,63,1112,24067825.0,,0.645
2744,79,4,185,79,79,79,1913,16233446.000000002,,0.761
2745,79,4,185,79,79,79,1914,16233446.000000002,,0.761
2746,79,4,185,79,79,79,1925,16233446.000000002,,0.761
2747,111,6,185,109,111,111,2071,2889959.0000000005,,0.632
2748,15,0,186,15,15,15,50,386828.00000000006,,0.929
2749,31,1,186,31,31,31,455,3957544.000000001,,0.926
2750,47,2,186,47,47,47,617,2192160.0,,0.779
2751,47,2,186,47,47,47,621,2192160.0,,0.779
2752,63,3,186,63,63,63,1102,24067825.0,,0.645
2753,63,3,186,63,63,63,1105,24067825.0,,0.645
2754,63,3,186,63,63,63,1113,24067825.0,,0.645
2755,79,4,186,79,79,79,1910,16233446.000000002,,0.761
2756,79,4,186,79,79,79,1919,16233446.000000002,,0.761
2757,79,4,186,79,79,79,1923,16233446.000000002,,0.761
2758,79,4,186,79,79,79,1924,16233446.000000002,,0.761
2759,79,4,186,79,79,79,1925,16233446.000000002,,0.761
2760,111,6,186,109,111,111,2070,2889959.0000000005,,0.632
2761,111,6,186,109,111,111,2072,2889959.0000000005,,0.632
2762,127,7,186,125,127,127,2193,2859135.0,,0.765
2763,31,1,187,31,31,31,445,3957544.000000001,,0.926
2764,31,1,187,31,31,31,456,3957544.000000001,,0.926
2765,47,2,187,47,47,47,620,2192160.0,,0.779
2766,79,4,187,79,79,79,1923,16233446.000000002,,0.761
2767,79,4,187,79,79,79,1925,16233446.000000002,,0.761
2768,111,6,187,109,111,111,2070,2889959.0000000005,,0.632
2769,127,7,187,125,127,127,2193,2859135.0,,0.765
2770,31,1,188,31,31,31,449,3957544.000000001,,0.926
2771,31,1,188,31,31,31,450,3957544.000000001,,0.926
2772,31,1,188,31,31,31,456,3957544.000000001,,0.926
2773,31,1,188,31,31,31,457,3957544.000000001,,0.926
2774,47,2,188,47,47,47,618,2192160.0,,0.779
2775,63,3,188,63,63,63,1103,24067825.0,,0.645
2776,63,3,188,63,63,63,1106,24067825.0,,0.645
2777,79,4,188,79,79,79,1915,16233446.000000002,,0.761
2778,79,4,188,79,79,79,1916,16233446.000000002,,0.761
2779,111,6,188,109,111,111,2070,2889959.0000000005,,0.632
2780,31,1,189,31,31,31,447,3957544.000000001,,0.926
2781,31,1,189,31,31,31,457,3957544.000000001,,0.926
2782,63,3,189,63,63,63,1111,24067825.0,,0.645
2783,79,4,189,79,79,79,1920,16233446.000000002,,0.761
2784,111,6,189,109,111,111,2070,2889959.0000000005,,0.632
2785,111,6,189,109,111,111,2073,2889959.0000000005,,0.632
2786,31,1,190,31,31,31,446,3957544.000000001,,0.926
2787,31,1,190,31,31,31,448,3957544.000000001,,0.926
2788,31,1,190,31,31,31,457,3957544.000000001,,0.926
2789,47,2,190,47,47,47,622,2192160.0,,0.779
2790,47,2,190,47,47,47,624,2192160.0,,0.779
2791,63,3,190,63,63,63,1114,24067825.0,,0.645
2792,79,4,190,79,79,79,1912,16233446.000000002,,0.761
2793,31,1,191,31,31,31,437,3957544.000000001,,0.926
2794,31,1,191,31,31,31,438,3957544.000000001,,0.926
2795,47,2,191,47,47,47,619,2192160.0,,0.779
2796,47,2,191,47,47,47,623,2192160.0,,0.779
2797,63,3,191,63,63,63,1100,24067825.0,,0.645
2798,63,3,191,63,63,63,1109,24067825.0,,0.645
2799,79,4,191,79,79,79,1911,16233446.000000002,,0.761
2800,127,7,191,125,127,127,2199,2859135.0,,0.765
