Event_key,country,start_year,start_month,start_day,end_year,end_month,end_day,event_type,total_affected,total_deaths
322,China,2012,10.0,28.0,2012,10.0,28.0,Storm,126000.0,1.0
323,China,2012,11.0,24.0,2012,11.0,24.0,Miscellaneous accident,57.0,14.0
324,China,2012,12.0,4.0,2012,12.0,4.0,Industrial accident,1.0,14.0
325,China,2013,1.0,11.0,2013,1.0,11.0,Mass movement (dry),2.0,46.0
326,China,2013,2.0,1.0,2013,2.0,1.0,Miscellaneous accident,26.0,26.0
327,China,2013,3.0,13.0,2013,3.0,13.0,Industrial accident,36.0,36.0
328,China,2013,4.0,22.0,2013,4.0,22.0,Landslide,2.0,11.0
329,China,2013,5.0,11.0,2013,5.0,11.0,Industrial accident,16.0,27.0
330,China,2013,6.0,3.0,2013,6.0,3.0,Industrial accident,77.0,119.0
331,China,2013,8.0,31.0,2013,8.0,31.0,Industrial accident,15.0,15.0
332,China,2013,9.0,30.0,2013,9.0,30.0,Storm,74.0,74.0
333,China,2013,10,28,2013,10,28,Armed Assault,40.0,5.0
334,China,2013,11,6,2013,11,6,Bombing/Explosion,8.0,1.0
335,China,2013,12.0,14.0,2013,12.0,16.0,Flood,90000.0,0.0
336,China,2014,1,24,2014,1,24,Bombing/Explosion,1.0,1.0
337,China,2014,2,14,2014,2,14,Bombing/Explosion,4.0,11.0
338,China,2014,3.0,12.0,2014,3.0,14.0,Storm,10000.0,1.0
339,China,2014,4.0,8.0,2014,4.0,8.0,Industrial accident,2.0,22.0
340,China,2014,5,22,2014,5,22,Bombing/Explosion,94.0,36.0
341,China,2014,6,21,2014,6,21,Bombing/Explosion,3.0,13.0
342,China,2014,7,28,2014,7,28,Armed Assault,6.0,48.0
343,China,2014,8,20,2014,8,20,Armed Assault,19.0,1.0
344,China,2014,9,21,2014,9,21,Bombing/Explosion,13.0,12.0
345,China,2014,10.0,7.0,2014,10.0,7.0,Earthquake,255324.0,1.0
346,China,2014,11,28,2014,11,28,Armed Assault,14.0,15.0
347,China,2014,12.0,31.0,2014,12.0,31.0,Miscellaneous accident,49.0,36.0
348,China,2015,1.0,16.0,2015,1.0,16.0,Transport accident,3.0,22.0
349,China,2015,2.0,5.0,2015,2.0,5.0,Miscellaneous accident,17.0,17.0
350,China,2015,3,12,2015,3,12,Armed Assault,10.0,4.0
351,China,2015,4.0,19.0,2015,4.0,19.0,Industrial accident,21.0,21.0
352,China,2015,6.0,16.0,2015,6.0,17.0,Flood,2400.0,15.0
353,China,2015,7.0,20.0,2015,7.0,29.0,Flood,128610.0,28.0
354,China,2015,8.0,2.0,2015,8.0,4.0,Flood,45000.0,19.0
355,China,2015,9.0,16.0,2015,9.0,16.0,Miscellaneous accident,104.0,0.0
356,China,2015,10.0,10.0,2015,10.0,10.0,Miscellaneous accident,17.0,17.0
357,China,2015,11.0,21.0,2015,11.0,21.0,Industrial accident,16.0,22.0
358,China,2015,12.0,20.0,2015,12.0,20.0,Industrial accident,77.0,77.0
359,China,2016,1.0,20.0,2016,1.0,26.0,Extreme temperature,5.0,5.0
360,China,2016,3.0,23.0,2016,3.0,23.0,Industrial accident,19.0,19.0
361,China,2016,4,28,2016,4,28,Hijacking,5.0,8.0
362,China,2016,5.0,18.0,2016,5.0,18.0,Earthquake,5000.0,2.0
363,China,2016,6.0,23.0,2016,6.0,30.0,Flood,150000.0,34.0
364,China,2016,7.0,18.0,2016,7.0,25.0,Flood,375000.0,289.0
365,China,2016,8.0,5.0,2016,8.0,10.0,Flood,36900.0,23.0
366,China,2016,9.0,18.0,2016,9.0,22.0,Flood,1500.0,23.0
367,China,2016,10.0,24.0,2016,10.0,24.0,Miscellaneous accident,147.0,14.0
368,China,2016,11.0,24.0,2016,11.0,24.0,Industrial accident,2.0,68.0
369,China,2016,12,28,2016,12,28,Bombing/Explosion,3.0,5.0
370,China,2017,1.0,20.0,2017,1.0,20.0,Landslide,12.0,12.0
371,China,2017,2.0,5.0,2017,2.0,5.0,Miscellaneous accident,18.0,18.0
372,China,2017,3.0,9.0,2017,3.0,9.0,Industrial accident,17.0,17.0
373,China,2017,4.0,26.0,2017,4.0,29.0,Flood,76800.0,8.0
374,China,2017,5.0,9.0,2017,5.0,9.0,Transport accident,12.0,12.0
375,China,2017,6,15,2017,6,15,Bombing/Explosion,65.0,8.0
376,China,2017,7.0,17.0,2017,7.0,20.0,Flood,9600.0,12.0
377,China,2017,8.0,11.0,2017,8.0,16.0,Flood,37800.0,18.0
378,China,2017,10.0,1.0,2017,10.0,10.0,Flood,15600.0,23.0
379,China,2017,11.0,19.0,2017,11.0,19.0,Miscellaneous accident,8.0,19.0
380,China,2017,12.0,1.0,2017,12.0,1.0,Miscellaneous accident,5.0,10.0
381,China,2018,1.0,2.0,2018,1.0,5.0,Storm,2503700.0,21.0
382,China,2018,3.0,3.0,2018,3.0,3.0,Storm,177000.0,14.0
383,China,2018,4.0,21.0,2018,4.0,21.0,Transport accident,17.0,17.0
384,China,2018,5.0,7.0,2018,5.0,14.0,Flood,6000.0,2.0
385,China,2018,6.0,5.0,2018,6.0,5.0,Industrial accident,9.0,13.0
386,China,2018,7.0,10.0,2018,7.0,11.0,Flood,1519000.0,16.0
387,China,2018,9.0,10.0,2018,9.0,18.0,Storm,0.0,0.0
388,China,2018,10.0,20.0,2018,10.0,20.0,Industrial accident,22.0,21.0
389,China,2018,11.0,28.0,2018,11.0,28.0,Industrial accident,22.0,22.0
390,China,2018,12.0,27.0,2018,12.0,31.0,Storm,1800000.0,0.0
391,China,2019,1.0,12.0,2019,1.0,12.0,Industrial accident,66.0,19.0
392,China,2019,2.0,23.0,2019,2.0,23.0,Industrial accident,30.0,20.0
393,China,2019,3.0,22.0,2019,3.0,22.0,Transport accident,30.0,26.0
394,China,2019,4.0,11.0,2019,4.0,12.0,Flood,11.0,11.0
395,China,2019,5.0,16.0,2019,5.0,16.0,Industrial accident,15.0,10.0
396,China,2019,7.0,15.0,2019,7.0,15.0,Flood,360000.0,17.0
397,China,2019,8.0,19.0,2019,8.0,20.0,Landslide,6606.0,38.0
398,China,2019,9.0,29.0,2019,9.0,29.0,Industrial accident,3.0,19.0
399,China,2019,10.0,2.0,2019,10.0,2.0,Storm,3.0,3.0
400,China,2019,11.0,18.0,2019,11.0,18.0,Industrial accident,9.0,15.0
401,China,2020,3.0,7.0,2020,3.0,7.0,Miscellaneous accident,29.0,29.0
402,China,2020,6.0,22.0,2020,6.0,24.0,Flood,74000.0,3.0
403,China,2020,5.0,21.0,2020,7.0,30.0,Flood,4200000.0,280.0
404,China,2020,8.0,10.0,2020,8.0,11.0,Storm,12235.0,0.0
405,China,2020,9.0,27.0,2020,9.0,27.0,Industrial accident,1.0,16.0
406,China,2020,10.0,13.0,2020,10.0,14.0,Storm,6.0,6.0
407,China,2020,11.0,11.0,2020,11.0,12.0,Flood,120.0,13.0
408,China,2020,12.0,4.0,2020,12.0,4.0,Industrial accident,18.0,18.0
409,India,2005,1,19,2005,1,19,Bombing/Explosion,9.0,1.0
410,India,2005,2.0,3.0,2005,2.0,3.0,Transport accident,10.0,52.0
411,India,2005,3,1,2005,3,1,Armed Assault,3.0,5.0
412,India,2005,4.0,11.0,2005,4.0,11.0,Miscellaneous accident,19.0,21.0
413,India,2005,5.0,4.0,2005,5.0,4.0,Storm,20.0,11.0
414,India,2005,6.0,15.0,2005,6.0,15.0,Industrial accident,14.0,14.0
415,India,2005,7,2,2005,7,2,Bombing/Explosion,12.0,1.0
416,India,2005,8.0,22.0,2005,8.0,23.0,Miscellaneous accident,30.0,30.0
417,India,2005,9.0,20.0,2005,9.0,20.0,Storm,61000.0,33.0
418,India,2005,10,26,2005,10,26,Bombing/Explosion,15.0,1.0
419,India,2005,11,16,2005,11,16,Bombing/Explosion,45.0,2.0
420,India,2005,12,25,2005,12,25,Armed Assault,6.0,4.0
421,India,2006,1.0,20.0,2006,1.0,20.0,Transport accident,6.0,52.0
422,India,2006,2,28,2006,2,28,Bombing/Explosion,20.0,55.0
423,India,2006,3,25,2006,3,25,Bombing/Explosion,4.0,13.0
424,India,2006,4,16,2006,4,16,Armed Assault,4.0,10.0
425,India,2006,5,25,2006,5,25,Bombing/Explosion,6.0,4.0
426,India,2006,6.0,18.0,2006,6.0,18.0,Transport accident,23.0,23.0
427,India,2006,7,13,2006,7,13,Armed Assault,2.0,6.0
428,India,2006,8,19,2006,8,19,Armed Assault,1.0,3.0
429,India,2006,9,25,2006,9,25,Bombing/Explosion,6.0,1.0
430,India,2006,10.0,19.0,2006,10.0,19.0,Transport accident,4.0,56.0
431,India,2006,11,15,2006,11,15,Bombing/Explosion,5.0,2.0
432,India,2006,12.0,2.0,2006,12.0,2.0,Miscellaneous accident,18.0,33.0
433,India,2007,1.0,10.0,2007,1.0,10.0,Miscellaneous accident,24.0,11.0
434,India,2007,2.0,20.0,2007,2.0,20.0,Transport accident,10.0,38.0
435,India,2007,3.0,12.0,2007,3.0,12.0,Transport accident,28.0,18.0
436,India,2007,4,11,2007,4,11,Bombing/Explosion,11.0,1.0
437,India,2007,5.0,23.0,2007,5.0,23.0,Miscellaneous accident,5.0,27.0
438,India,2007,7,1,2007,7,1,Bombing/Explosion,6.0,9.0
439,India,2007,8,25,2007,8,25,Bombing/Explosion,100.0,40.0
440,India,2007,9,1,2007,9,1,Bombing/Explosion,12.0,1.0
441,India,2007,10,14,2007,10,14,Bombing/Explosion,37.0,6.0
442,India,2007,11.0,1.0,2007,11.0,1.0,Industrial accident,11.0,11.0
443,India,2007,12,13,2007,12,13,Bombing/Explosion,5.0,5.0
444,India,2008,1,2,2008,1,2,Armed Assault,5.0,1.0
445,India,2008,2.0,28.0,2008,2.0,28.0,Transport accident,14.0,14.0
446,India,2008,3,11,2008,3,11,Bombing/Explosion,15.0,2.0
447,India,2008,4.0,16.0,2008,4.0,16.0,Transport accident,44.0,44.0
448,India,2008,5,21,2008,5,21,Armed Assault,1.0,3.0
449,India,2008,7,12,2008,7,12,Armed Assault,2.0,2.0
450,India,2008,8.0,3.0,2008,8.0,3.0,Miscellaneous accident,48.0,148.0
451,India,2008,9.0,30.0,2008,9.0,30.0,Miscellaneous accident,150.0,224.0
452,India,2008,10.0,23.0,2008,10.0,23.0,Miscellaneous accident,18.0,23.0
453,India,2008,11,25,2008,11,25,Bombing/Explosion,2.0,1.0
454,India,2008,12,2,2008,12,2,Bombing/Explosion,30.0,3.0
455,India,2009,1,1,2009,1,1,Bombing/Explosion,16.0,1.0
456,India,2009,2.0,14.0,2009,2.0,14.0,Transport accident,200.0,16.0
457,India,2009,3.0,31.0,2009,3.0,31.0,Storm,9050.0,15.0
458,India,2009,4,23,2009,4,23,Bombing/Explosion,1.0,5.0
459,India,2009,5,29,2009,5,29,Armed Assault,1.0,1.0
460,India,2009,6,23,2009,6,23,Bombing/Explosion,1.0,1.0
461,India,2009,7,16,2009,7,16,Armed Assault,1.0,1.0
462,India,2009,8,25,2009,8,25,Armed Assault,2.0,1.0
463,India,2009,9.0,23.0,2009,9.0,23.0,Industrial accident,39.0,39.0
464,India,2009,10,25,2009,10,25,Bombing/Explosion,2.0,4.0
465,India,2009,11,26,2009,11,26,Bombing/Explosion,4.0,1.0
466,India,2010,1,23,2010,1,23,Bombing/Explosion,8.0,4.0
467,India,2010,2,18,2010,2,18,Armed Assault,10.0,11.0
468,India,2010,3.0,4.0,2010,3.0,4.0,Miscellaneous accident,125.0,63.0
469,India,2010,4,5,2010,4,5,Bombing/Explosion,8.0,9.0
470,India,2010,5,17,2010,5,17,Bombing/Explosion,6.0,36.0
471,India,2010,6.0,14.0,2010,6.0,14.0,Transport accident,17.0,47.0
472,India,2010,7,30,2010,7,30,Bombing/Explosion,33.0,5.0
473,India,2010,8.0,18.0,2010,8.0,18.0,Miscellaneous accident,17.0,17.0
474,India,2010,9,18,2010,9,18,Armed Assault,1.0,2.0
475,India,2010,10.0,17.0,2010,10.0,17.0,Miscellaneous accident,15.0,10.0
476,India,2010,11,20,2010,11,20,Bombing/Explosion,9.0,2.0
477,India,2010,12,24,2010,12,24,Bombing/Explosion,3.0,1.0
478,India,2011,1,31,2011,1,31,Armed Assault,1.0,1.0
479,India,2011,2,28,2011,2,28,Bombing/Explosion,4.0,3.0
480,India,2011,3.0,19.0,2011,3.0,19.0,Miscellaneous accident,10.0,15.0
481,India,2011,4,20,2011,4,20,Armed Assault,2.0,2.0
482,India,2011,5,17,2011,5,17,Bombing/Explosion,2.0,7.0
483,India,2011,6,30,2011,6,30,Bombing/Explosion,3.0,1.0
484,India,2011,7,20,2011,7,20,Armed Assault,4.0,7.0
485,India,2011,8,13,2011,8,13,Armed Assault,11.0,1.0
486,India,2011,9,7,2011,9,7,Bombing/Explosion,45.0,15.0
487,India,2011,10,16,2011,10,16,Armed Assault,3.0,1.0
488,India,2011,11.0,20.0,2011,11.0,20.0,Miscellaneous accident,40.0,14.0
489,India,2011,12.0,9.0,2011,12.0,9.0,Miscellaneous accident,90.0,89.0
490,India,2012,1,7,2012,1,7,Armed Assault,5.0,1.0
491,India,2012,2,10,2012,2,10,Bombing/Explosion,2.0,4.0
492,India,2012,3,27,2012,3,27,Bombing/Explosion,28.0,12.0
493,India,2012,4,20,2012,4,20,Bombing/Explosion,1.0,3.0
494,India,2012,5,16,2012,5,16,Bombing/Explosion,8.0,1.0
495,India,2012,6,27,2012,6,27,Armed Assault,15.0,1.0
496,India,2012,7,23,2012,7,23,Bombing/Explosion,7.0,2.0
497,India,2012,8,29,2012,8,29,Armed Assault,2.0,1.0
498,India,2012,9,26,2012,9,26,Bombing/Explosion,1.0,1.0
499,India,2012,10,30,2012,10,30,Armed Assault,14.0,7.0
500,India,2012,11.0,4.0,2012,11.0,8.0,Storm,70000.0,40.0
501,India,2012,12.0,22.0,2013,1.0,20.0,Extreme temperature,249.0,249.0
502,India,2013,2.0,27.0,2013,2.0,27.0,Miscellaneous accident,19.0,19.0
503,India,2013,3,24,2013,3,24,Armed Assault,1.0,1.0
504,India,2013,5,12,2013,5,12,Armed Assault,1.0,3.0
505,India,2013,6,25,2013,6,25,Bombing/Explosion,11.0,1.0
506,India,2013,7,29,2013,7,29,Bombing/Explosion,6.0,1.0
507,India,2013,8,27,2013,8,27,Bombing/Explosion,2.0,4.0
508,India,2013,9,26,2013,9,26,Armed Assault,4.0,2.0
509,India,2013,10,27,2013,10,27,Bombing/Explosion,13.0,1.0
510,India,2013,11,30,2013,11,30,Hostage Taking (Kidnapping),2.0,3.0
511,India,2013,12,11,2013,12,11,Armed Assault,1.0,1.0
512,India,2014,1,28,2014,1,28,Armed Assault,6.0,2.0
513,India,2014,2,28,2014,2,28,Bombing/Explosion,2.0,7.0
514,India,2014,3,28,2014,3,28,Hijacking,3.0,2.0
515,India,2014,4,24,2014,4,24,Armed Assault,5.0,1.0
516,India,2014,5,29,2014,5,29,Bombing/Explosion,6.0,2.0
517,India,2014,6.0,28.0,2014,6.0,28.0,Miscellaneous accident,10.0,10.0
518,India,2014,7,12,2014,7,12,Armed Assault,2.0,1.0
519,India,2014,8.0,25.0,2014,8.0,25.0,Miscellaneous accident,60.0,10.0
520,India,2014,9,13,2014,9,13,Bombing/Explosion,2.0,1.0
521,India,2014,10.0,3.0,2014,10.0,3.0,Miscellaneous accident,29.0,33.0
522,India,2014,11,23,2014,11,23,Bombing/Explosion,26.0,2.0
523,India,2014,12,23,2014,12,23,Armed Assault,4.0,3.0
524,India,2015,1,23,2015,1,23,Bombing/Explosion,16.0,2.0
525,India,2015,2,13,2015,2,13,Bombing/Explosion,3.0,2.0
526,India,2015,3,13,2015,3,13,Hostage Taking (Kidnapping),9.0,1.0
527,India,2015,4,25,2015,4,25,Bombing/Explosion,4.0,1.0
528,India,2015,5,26,2015,5,26,Bombing/Explosion,1.0,1.0
529,India,2015,6,20,2015,6,20,Bombing/Explosion,6.0,1.0
530,India,2015,7,24,2015,7,24,Hostage Taking (Kidnapping),2.0,1.0
531,India,2015,8,22,2015,8,22,Armed Assault,1.0,1.0
532,India,2015,9.0,13.0,2015,9.0,13.0,Miscellaneous accident,60.0,104.0
533,India,2015,10.0,26.0,2015,10.0,26.0,Earthquake,10.0,0.0
534,India,2015,12.0,22.0,2015,12.0,22.0,Transport accident,10.0,10.0
535,India,2016,1,27,2016,1,27,Bombing/Explosion,6.0,7.0
536,India,2016,2,20,2016,2,20,Armed Assault,18.0,9.0
537,India,2016,3,25,2016,3,25,Bombing/Explosion,4.0,1.0
538,India,2016,4.0,9.0,2016,4.0,10.0,Miscellaneous accident,280.0,102.0
539,India,2016,5,30,2016,5,30,Bombing/Explosion,2.0,1.0
540,India,2016,6,3,2016,6,3,Armed Assault,7.0,3.0
541,India,2016,7,15,2016,7,15,Armed Assault,4.0,1.0
542,India,2016,8.0,1.0,2016,8.0,3.0,Flood,3000.0,37.0
543,India,2016,9.0,21.0,2016,9.0,29.0,Flood,3000.0,28.0
544,India,2016,10,10,2016,10,10,Armed Assault,2.0,2.0
545,India,2016,11,16,2016,11,16,Armed Assault,2.0,1.0
546,India,2016,12.0,29.0,2016,12.0,29.0,Industrial accident,22.0,22.0
547,India,2017,1,31,2017,1,31,Bombing/Explosion,11.0,7.0
548,India,2017,2,1,2017,2,1,Bombing/Explosion,5.0,8.0
549,India,2017,3,3,2017,3,3,Bombing/Explosion,1.0,1.0
550,India,2017,4,3,2017,4,3,Armed Assault,7.0,1.0
551,India,2017,5,29,2017,5,29,Bombing/Explosion,4.0,1.0
552,India,2017,6,24,2017,6,24,Armed Assault,2.0,3.0
553,India,2017,7,10,2017,7,10,Armed Assault,18.0,8.0
554,India,2017,8,19,2017,8,19,Bombing/Explosion,2.0,1.0
555,India,2017,9,20,2017,9,20,Armed Assault,1.0,1.0
556,India,2017,10,14,2017,10,14,Armed Assault,2.0,1.0
557,India,2017,11.0,1.0,2017,11.0,1.0,Industrial accident,100.0,32.0
558,India,2017,12,11,2017,12,11,Armed Assault,1.0,2.0
559,India,2018,1,24,2018,1,24,Bombing/Explosion,1.0,1.0
560,India,2018,2,18,2018,2,18,Assassination,3.0,4.0
561,India,2018,3,13,2018,3,13,Bombing/Explosion,7.0,10.0
562,India,2018,4,25,2018,4,25,Assassination,2.0,1.0
563,India,2018,5,15,2018,5,15,Armed Assault,1.0,1.0
564,India,2018,6,26,2018,6,26,Bombing/Explosion,3.0,7.0
565,India,2018,7.0,20.0,2018,7.0,23.0,Flood,41430.0,20.0
566,India,2018,8.0,2.0,2018,8.0,6.0,Flood,25000.0,3.0
567,India,2018,10,27,2018,10,27,Bombing/Explosion,1.0,5.0
568,India,2018,11,8,2018,11,8,Bombing/Explosion,2.0,5.0
569,India,2018,12.0,17.0,2018,12.0,17.0,Miscellaneous accident,150.0,8.0
570,India,2019,2.0,12.0,2019,2.0,12.0,Miscellaneous accident,17.0,17.0
571,India,2019,3,7,2019,3,7,Bombing/Explosion,31.0,2.0
572,India,2019,4.0,16.0,2019,4.0,17.0,Storm,50.0,50.0
573,India,2019,5,25,2019,5,25,Bombing/Explosion,4.0,2.0
574,India,2019,6,28,2019,6,28,Armed Assault,1.0,4.0
575,India,2019,7.0,1.0,2019,7.0,1.0,Transport accident,17.0,35.0
576,India,2019,8.0,12.0,2019,8.0,15.0,Flood,17500.0,32.0
577,India,2019,9.0,4.0,2019,9.0,4.0,Industrial accident,15.0,18.0
578,India,2019,10,24,2019,10,24,Armed Assault,1.0,2.0
579,India,2019,11,17,2019,11,17,Bombing/Explosion,2.0,1.0
580,India,2019,12.0,8.0,2019,12.0,8.0,Industrial accident,16.0,43.0
581,India,2020,1.0,28.0,2020,1.0,29.0,Transport accident,32.0,26.0
582,India,2020,5.0,10.0,2020,5.0,13.0,Flood,29.0,29.0
583,India,2020,6.0,1.0,2020,6.0,9.0,Flood,5000.0,0.0
584,India,2020,8.0,7.0,2020,8.0,7.0,Transport accident,120.0,18.0
585,India,2020,9.0,21.0,2020,9.0,21.0,Miscellaneous accident,44.0,44.0
586,India,2020,10.0,1.0,2020,10.0,26.0,Flood,150000.0,152.0
587,India,2020,11.0,3.0,2020,11.0,3.0,Industrial accident,9.0,12.0
588,Mexico,2005,1.0,5.0,2005,1.0,5.0,Transport accident,13.0,12.0
589,Mexico,2005,4.0,6.0,2005,4.0,6.0,Transport accident,15.0,20.0
590,Mexico,2005,5.0,5.0,2005,5.0,5.0,Flood,1000.0,8.0
591,Mexico,2005,6.0,29.0,2005,6.0,30.0,Storm,15000.0,2.0
592,Mexico,2005,7.0,18.0,2005,7.0,18.0,Storm,2.0,2.0
593,Mexico,2005,8.0,21.0,2005,8.0,30.0,Flood,10000.0,30.0
594,Mexico,2005,9.0,15.0,2005,9.0,15.0,Miscellaneous accident,104.0,0.0
595,Mexico,2005,10.0,19.0,2005,10.0,24.0,Storm,1000000.0,7.0
596,Mexico,2006,2.0,19.0,2006,2.0,19.0,Industrial accident,8.0,65.0
597,Mexico,2006,4.0,17.0,2006,4.0,17.0,Transport accident,3.0,57.0
598,Mexico,2006,8.0,2.0,2006,8.0,2.0,Landslide,11.0,11.0
599,Mexico,2006,9.0,6.0,2006,9.0,6.0,Landslide,10.0,10.0
600,Mexico,2006,10.0,16.0,2006,10.0,16.0,Transport accident,14.0,14.0
601,Mexico,2006,12.0,28.0,2006,12.0,28.0,Transport accident,9.0,22.0
602,Mexico,2007,1.0,24.0,2007,1.0,24.0,Transport accident,25.0,29.0
603,Mexico,2007,7.0,4.0,2007,7.0,4.0,Transport accident,32.0,32.0
604,Mexico,2007,8.0,21.0,2007,8.0,24.0,Storm,140000.0,9.0
605,Mexico,2007,9.0,15.0,2007,9.0,15.0,Transport accident,12.0,15.0
606,Mexico,2007,10.0,23.0,2007,10.0,24.0,Industrial accident,63.0,23.0
607,Mexico,2007,11.0,6.0,2007,11.0,6.0,Landslide,16.0,16.0
608,Mexico,2008,4.0,18.0,2008,4.0,18.0,Transport accident,11.0,11.0
609,Mexico,2008,5.0,19.0,2008,5.0,19.0,Transport accident,24.0,24.0
610,Mexico,2008,6.0,20.0,2008,6.0,20.0,Miscellaneous accident,20.0,12.0
611,Mexico,2008,7.0,7.0,2008,7.0,7.0,Transport accident,11.0,11.0
612,Mexico,2008,9.0,17.0,2008,9.0,18.0,Landslide,22.0,22.0
613,Mexico,2008,10.0,18.0,2008,10.0,18.0,Transport accident,20.0,11.0
614,Mexico,2008,11.0,7.0,2008,11.0,7.0,Transport accident,5.0,17.0
615,Mexico,2009,3.0,21.0,2009,3.0,21.0,Industrial accident,1.0,11.0
616,Mexico,2009,4.0,16.0,2009,4.0,16.0,Transport accident,66.0,18.0
617,Mexico,2009,6.0,5.0,2009,6.0,5.0,Miscellaneous accident,30.0,49.0
618,Mexico,2009,7.0,14.0,2009,7.0,16.0,Flood,11.0,11.0
619,Mexico,2009,9.0,1.0,2009,9.0,10.0,Flood,1500.0,4.0
620,Mexico,2009,10.0,2.0,2009,10.0,2.0,Flood,13014.0,10.0
621,Mexico,2009,11.0,8.0,2009,11.0,8.0,Storm,40000.0,0.0
622,Mexico,2010,1.0,26.0,2010,2.0,13.0,Flood,20000.0,41.0
623,Mexico,2010,4.0,4.0,2010,4.0,4.0,Earthquake,25232.0,2.0
624,Mexico,2010,6.0,15.0,2010,6.0,15.0,Transport accident,4.0,11.0
625,Mexico,2010,8.0,23.0,2010,8.0,24.0,Storm,154000.0,6.0
626,Mexico,2010,9.0,3.0,2010,9.0,3.0,Transport accident,11.0,13.0
627,Mexico,2010,10.0,18.0,2010,10.0,18.0,Transport accident,18.0,18.0
628,Mexico,2010,11.0,6.0,2010,11.0,6.0,Transport accident,21.0,21.0
629,Mexico,2010,12.0,19.0,2010,12.0,19.0,Industrial accident,52.0,27.0
630,Mexico,2011,2.0,1.0,2011,2.0,8.0,Extreme temperature,120000.0,3.0
631,Mexico,2011,5.0,20.0,2011,5.0,20.0,Miscellaneous accident,14.0,14.0
632,Mexico,2011,7.0,18.0,2011,7.0,18.0,Flood,190000.0,3.0
633,Mexico,2011,9.0,9.0,2011,9.0,9.0,Storm,10.0,10.0
634,Mexico,2011,10.0,20.0,2011,10.0,20.0,Flood,250000.0,0.0
635,Mexico,2011,12.0,11.0,2011,12.0,11.0,Earthquake,152.0,2.0
636,Mexico,2012,3.0,20.0,2012,3.0,20.0,Earthquake,49011.0,2.0
637,Mexico,2012,4.0,20.0,2012,4.0,20.0,Transport accident,20.0,43.0
638,Mexico,2012,6.0,24.0,2012,6.0,24.0,Transport accident,22.0,28.0
639,Mexico,2012,8.0,10.0,2012,8.0,10.0,Storm,12.0,12.0
640,Mexico,2012,9.0,19.0,2012,9.0,19.0,Industrial accident,26.0,32.0
641,Mexico,2013,1.0,31.0,2013,1.0,31.0,Industrial accident,100.0,37.0
642,Mexico,2013,3,15,2013,3,15,Armed Assault,4.0,7.0
643,Mexico,2013,5.0,7.0,2013,5.0,7.0,Transport accident,14.0,25.0
644,Mexico,2013,8.0,22.0,2013,8.0,22.0,Industrial accident,1540.0,9.0
645,Mexico,2013,9.0,5.0,2013,9.0,8.0,Flood,13.0,13.0
646,Mexico,2013,10.0,4.0,2013,10.0,4.0,Transport accident,25.0,12.0
647,Mexico,2014,4.0,18.0,2014,4.0,18.0,Earthquake,381.0,0.0
648,Mexico,2014,5.0,30.0,2014,6.0,6.0,Storm,0.0,0.0
649,Mexico,2014,7.0,7.0,2014,7.0,7.0,Earthquake,27000.0,3.0
650,Mexico,2014,9.0,2.0,2014,9.0,11.0,Storm,7500.0,3.0
651,Mexico,2014,10.0,18.0,2014,10.0,20.0,Storm,30000.0,6.0
652,Mexico,2015,1.0,27.0,2015,1.0,27.0,Transport accident,20.0,16.0
653,Mexico,2015,2.0,13.0,2015,2.0,13.0,Transport accident,31.0,20.0
654,Mexico,2015,3.0,26.0,2015,3.0,26.0,Transport accident,3.0,18.0
655,Mexico,2015,5.0,25.0,2015,5.0,26.0,Storm,2320.0,14.0
656,Mexico,2015,7.0,29.0,2015,7.0,29.0,Transport accident,100.0,27.0
657,Mexico,2015,10.0,22.0,2015,10.0,28.0,Storm,15000.0,14.0
658,Mexico,2015,11.0,22.0,2015,11.0,22.0,Transport accident,10.0,23.0
659,Mexico,2015,12.0,19.0,2015,12.0,19.0,Transport accident,30.0,15.0
660,Mexico,2016,1.0,11.0,2016,1.0,11.0,Transport accident,21.0,21.0
661,Mexico,2016,2.0,3.0,2016,2.0,6.0,Flood,3000.0,2.0
662,Mexico,2016,4.0,21.0,2016,4.0,21.0,Industrial accident,100.0,32.0
663,Mexico,2016,8.0,6.0,2016,8.0,7.0,Storm,11000.0,54.0
664,Mexico,2016,9.0,14.0,2016,9.0,22.0,Flood,6000.0,13.0
665,Mexico,2016,11.0,3.0,2016,11.0,10.0,Flood,35000.0,2.0
666,Mexico,2016,12.0,20.0,2016,12.0,20.0,Miscellaneous accident,72.0,42.0
667,Mexico,2017,4.0,13.0,2017,4.0,13.0,Transport accident,9.0,24.0
668,Mexico,2017,5.0,8.0,2017,5.0,9.0,Miscellaneous accident,22.0,14.0
669,Mexico,2017,6,10,2017,6,10,Armed Assault,2.0,7.0
670,Mexico,2017,8.0,30.0,2017,9.0,2.0,Storm,1000.0,20.0
671,Mexico,2017,9.0,26.0,2017,10.0,7.0,Flood,800.0,2.0
672,Mexico,2017,12.0,19.0,2017,12.0,19.0,Transport accident,2.0,12.0
673,Mexico,2018,2.0,16.0,2018,2.0,16.0,Transport accident,14.0,14.0
674,Mexico,2018,7.0,5.0,2018,7.0,5.0,Miscellaneous accident,12.0,12.0
675,Mexico,2018,9.0,20.0,2018,9.0,23.0,Flood,120.0,20.0
676,Mexico,2018,10.0,23.0,2018,10.0,23.0,Storm,10000.0,6.0
677,Mexico,2019,1,27,2019,1,27,Assassination,1.0,2.0
