disaster_key,country,start_year,start_month,start_day,end_year,end_month,end_day,disaster_group,disaster_subgroup,disaster_type,disaster_subtype,total_affected,total_disaster_deaths
2017-0062-USA,United States of America (the),2017,2.0,8.0,2017,2.0,21.0,Natural,Meteorological,Storm,Convective storm,200000.0,5.0
2017-0234-USA,United States of America (the),2017,6.0,25.0,2017,6.0,29.0,Natural,Meteorological,Storm,Convective storm,0.0,0.0
2017-0564-USA,United States of America (the),2017,3.0,25.0,2017,3.0,28.0,Natural,Meteorological,Storm,Convective storm,1.0,1.0
2017-0362-USA,United States of America (the),2017,8.0,25.0,2017,8.0,29.0,Natural,Meteorological,Storm,Tropical cyclone,582024.0,88.0
2017-0070-USA,United States of America (the),2017,2.0,27.0,2017,3.0,2.0,Natural,Meteorological,Storm,Convective storm,612.0,4.0
2017-0203-USA,United States of America (the),2017,5.0,9.0,2017,5.0,11.0,Natural,Meteorological,Storm,Convective storm,0.0,0.0
2017-0563-USA,United States of America (the),2017,3.0,6.0,2017,3.0,9.0,Natural,Meteorological,Storm,Convective storm,615.0,2.0
2017-0253-USA,United States of America (the),2017,6.0,9.0,2017,6.0,12.0,Natural,Meteorological,Storm,Convective storm,2.0,0.0
2017-0512-USA,United States of America (the),2017,11.0,5.0,2017,11.0,6.0,Natural,Meteorological,Storm,Convective storm,8.0,0.0
2017-0381-USA,United States of America (the),2017,9.0,10.0,2017,9.0,28.0,Natural,Meteorological,Storm,Tropical cyclone,70000.0,97.0
2017-0108-USA,United States of America (the),2017,3.0,13.0,2017,3.0,15.0,Natural,Meteorological,Storm,Convective storm,12.0,11.0
2017-0022-USA,United States of America (the),2017,1.0,18.0,2017,1.0,23.0,Natural,Meteorological,Storm,Convective storm,200.0,24.0
2017-0282-USA,United States of America (the),2017,7.0,15.0,2017,7.0,15.0,Natural,Hydrological,Flood,Flash flood,10.0,10.0
2017-0058-USA,United States of America (the),2017,2.0,22.0,2017,2.0,22.0,Natural,Hydrological,Flood,Riverine flood,300.0,0.0
2017-0383-USA,United States of America (the),2017,9.0,26.0,2017,9.0,27.0,Natural,Meteorological,Storm,Tropical cyclone,4.0,4.0
2017-0410-USA,United States of America (the),2017,10.0,7.0,2017,10.0,8.0,Natural,Meteorological,Storm,Tropical cyclone,60.0,0.0
2017-0252-USA,United States of America (the),2017,7.0,6.0,2017,7.0,10.0,Natural,Climatological,Wildfire,Forest fire,156.0,0.0
2017-0434-USA,United States of America (the),2017,6.0,1.0,2017,12.0,31.0,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",9185.0,43.0
2017-0309-USA,United States of America (the),2017,7.0,10.0,2017,7.0,10.0,Technological,Technological,Transport accident,Air,16.0,16.0
2017-0004-USA,United States of America (the),2017,1.0,4.0,2017,1.0,4.0,Technological,Technological,Transport accident,Rail,103.0,0.0
2017-0572-USA,United States of America (the),2017,11.0,20.0,2017,11.0,20.0,Technological,Technological,Industrial accident,Explosion,125.0,1.0
2017-9550-USA,United States of America (the),2017,3.0,1.0,2017,12.0,31.0,Natural,Climatological,Drought,Drought,0.0,0.0
2017-0534-USA,United States of America (the),2017,12.0,28.0,2017,12.0,28.0,Technological,Technological,Miscellaneous accident,Fire,3.0,13.0
2017-0511-USA,United States of America (the),2017,12.0,4.0,2017,12.0,31.0,Natural,Climatological,Wildfire,None,2963.0,2.0
2018-0111-USA,United States of America (the),2018,3.0,1.0,2018,3.0,3.0,Natural,Meteorological,Storm,Convective storm,9.0,9.0
2018-0130-USA,United States of America (the),2018,4.0,14.0,2018,4.0,15.0,Natural,Hydrological,Flood,None,1596.0,0.0
2018-0146-USA,United States of America (the),2018,5.0,3.0,2018,5.0,30.0,Natural,Geophysical,Volcanic activity,Lava flow,2500.0,0.0
2018-0258-USA,United States of America (the),2018,7.0,27.0,2018,8.0,31.0,Natural,Climatological,Wildfire,Forest fire,3237.0,14.0
2018-0344-USA,United States of America (the),2018,8.0,6.0,2018,8.0,7.0,Natural,Meteorological,Storm,Convective storm,18.0,0.0
2018-0129-USA,United States of America (the),2018,4.0,13.0,2018,4.0,15.0,Natural,Meteorological,Storm,None,3.0,3.0
2018-0419-USA,United States of America (the),2018,10.0,15.0,2018,10.0,20.0,Natural,Hydrological,Flood,Riverine flood,5.0,5.0
2018-0045-USA,United States of America (the),2018,1.0,3.0,2018,1.0,5.0,Natural,Meteorological,Storm,Convective storm,22.0,22.0
2018-0457-USA,United States of America (the),2018,12.0,26.0,2018,12.0,28.0,Natural,Meteorological,Storm,Convective storm,2.0,2.0
2018-0342-USA,United States of America (the),2018,9.0,12.0,2018,9.0,18.0,Natural,Meteorological,Storm,Tropical cyclone,1500000.0,53.0
2018-0010-USA,United States of America (the),2018,1.0,8.0,2018,1.0,14.0,Natural,Hydrological,Landslide,Mudslide,1366.0,21.0
2018-0373-USA,United States of America (the),2018,10.0,10.0,2018,10.0,11.0,Natural,Meteorological,Storm,Tropical cyclone,5000.0,49.0
2018-0279-USA,United States of America (the),2018,7.0,19.0,2018,7.0,22.0,Natural,Meteorological,Storm,Convective storm,0.0,0.0
2018-0046-USA,United States of America (the),2018,1.0,21.0,2018,1.0,24.0,Natural,Meteorological,Storm,Convective storm,10.0,10.0
2018-0331-USA,United States of America (the),2018,9.0,3.0,2018,9.0,11.0,Natural,Hydrological,Flood,Flash flood,2.0,2.0
2018-0206-USA,United States of America (the),2018,5.0,13.0,2018,5.0,15.0,Natural,Meteorological,Storm,Convective storm,75.0,5.0
2018-0170-USA,United States of America (the),2018,5.0,27.0,2018,5.0,30.0,Natural,Meteorological,Storm,Tropical cyclone,5.0,5.0
2018-0409-USA,United States of America (the),2018,6.0,1.0,2018,12.0,31.0,Natural,Climatological,Wildfire,Forest fire,250000.0,88.0
2018-0359-USA,United States of America (the),2018,10.0,6.0,2018,10.0,6.0,Technological,Technological,Transport accident,Road,20.0,20.0
2018-0229-USA,United States of America (the),2018,7.0,19.0,2018,7.0,19.0,Technological,Technological,Transport accident,Water,17.0,17.0
2018-0468-USA,United States of America (the),2018,11.0,8.0,2018,11.0,21.0,Natural,Climatological,Wildfire,None,3.0,2.0
2019-0086-USA,United States of America (the),2019,2.0,25.0,2019,3.0,1.0,Natural,Hydrological,Flood,None,6000.0,1.0
2019-0089-USA,United States of America (the),2019,2.0,23.0,2019,2.0,25.0,Natural,Meteorological,Storm,Convective storm,12.0,2.0
2019-0045-USA,United States of America (the),2019,1.0,18.0,2019,1.0,21.0,Natural,Meteorological,Storm,Convective storm,10.0,10.0
2019-0090-USA,United States of America (the),2019,2.0,26.0,2019,3.0,4.0,Natural,Hydrological,Flood,None,8000.0,1.0
2019-0160-USA,United States of America (the),2019,4.0,13.0,2019,4.0,14.0,Natural,Meteorological,Storm,Convective storm,177.0,8.0
2019-0116-USA,United States of America (the),2019,3.0,14.0,2019,3.0,31.0,Natural,Hydrological,Flood,Riverine flood,2000.0,5.0
2019-0046-USA,United States of America (the),2019,1.0,29.0,2019,1.0,31.0,Natural,Meteorological,Storm,Convective storm,22.0,22.0
2019-0184-USA,United States of America (the),2019,4.0,24.0,2019,4.0,26.0,Natural,Meteorological,Storm,Convective storm,5.0,5.0
2019-0007-USA,United States of America (the),2019,1.0,11.0,2019,1.0,15.0,Natural,Meteorological,Storm,Convective storm,57.0,13.0
2019-0081-USA,United States of America (the),2019,3.0,3.0,2019,3.0,4.0,Natural,Meteorological,Storm,Convective storm,90.0,28.0
2019-0250-USA,United States of America (the),2019,5.0,23.0,2019,5.0,31.0,Natural,Meteorological,Storm,Convective storm,150.0,3.0
2019-0624-USA,United States of America (the),2019,12.0,16.0,2019,12.0,18.0,Natural,Meteorological,Storm,Convective storm,18.0,18.0
2019-0593-USA,United States of America (the),2019,11.0,27.0,2019,12.0,3.0,Natural,Meteorological,Storm,Convective storm,10.0,10.0
2019-0412-USA,United States of America (the),2019,8.0,28.0,2019,9.0,6.0,Natural,Meteorological,Storm,Tropical cyclone,10.0,10.0
2019-0417-USA,United States of America (the),2019,9.0,17.0,2019,9.0,21.0,Natural,Meteorological,Storm,Tropical cyclone,1000.0,5.0
2019-0484-USA,United States of America (the),2019,10.0,20.0,2019,10.0,21.0,Natural,Meteorological,Storm,Convective storm,4.0,4.0
2019-0306-USA,United States of America (the),2019,7.0,5.0,2019,7.0,5.0,Natural,Geophysical,Earthquake,Ground movement,150.0,0.0
2019-0335-USA,United States of America (the),2019,7.0,13.0,2019,7.0,15.0,Natural,Meteorological,Storm,Tropical cyclone,1.0,1.0
2019-0513-USA,United States of America (the),2019,10.0,10.0,2019,10.0,17.0,Natural,Climatological,Wildfire,Forest fire,603.0,3.0
2019-0517-USA,United States of America (the),2019,10.0,26.0,2019,10.0,31.0,Natural,Climatological,Wildfire,Forest fire,662.0,0.0
2019-0278-USA,United States of America (the),2019,6.0,21.0,2019,6.0,21.0,Technological,Technological,Transport accident,Air,11.0,11.0
2019-0341-USA,United States of America (the),2019,6.0,30.0,2019,6.0,30.0,Technological,Technological,Transport accident,Air,10.0,10.0
2019-0447-USA,United States of America (the),2019,9.0,2.0,2019,9.0,2.0,Technological,Technological,Transport accident,Water,67.0,67.0
2019-0307-USA,United States of America (the),2019,6.0,6.0,2019,6.0,9.0,Natural,Hydrological,Flood,None,600.0,3.0
2020-0583-USA,United States of America (the),2020,5.0,20.0,2020,5.0,23.0,Natural,Meteorological,Storm,Convective storm,2.0,2.0
2020-0538-USA,United States of America (the),2020,11.0,10.0,2020,11.0,10.0,Natural,Meteorological,Storm,Convective storm,11.0,11.0
2020-0474-USA,United States of America (the),2020,11.0,8.0,2020,11.0,12.0,Natural,Meteorological,Storm,Tropical cyclone,12.0,12.0
2020-0212-USA,United States of America (the),2020,5.0,17.0,2020,5.0,20.0,Natural,Hydrological,Flood,None,10000.0,1.0
2020-0190-USA,United States of America (the),2020,4.0,6.0,2020,4.0,9.0,Natural,Meteorological,Storm,Convective storm,0.0,0.0
2020-0238-USA,United States of America (the),2020,5.0,2.0,2020,5.0,3.0,Natural,Meteorological,Storm,Convective storm,2.0,2.0
2020-0148-USA,United States of America (the),2020,4.0,10.0,2020,4.0,14.0,Natural,Meteorological,Storm,Convective storm,200.0,38.0
2020-0167-USA,United States of America (the),2020,4.0,21.0,2020,4.0,24.0,Natural,Meteorological,Storm,Convective storm,31.0,3.0
2020-0011-USA,United States of America (the),2020,1.0,10.0,2020,1.0,12.0,Natural,Meteorological,Storm,Convective storm,10.0,10.0
2020-0316-USA,United States of America (the),2020,7.0,25.0,2020,7.0,25.0,Natural,Meteorological,Storm,Tropical cyclone,0.0,0.0
2020-0412-USA,United States of America (the),2020,10.0,7.0,2020,10.0,11.0,Natural,Meteorological,Storm,Tropical cyclone,9400.0,4.0
2020-0438-USA,United States of America (the),2020,9.0,11.0,2020,9.0,18.0,Natural,Meteorological,Storm,Tropical cyclone,8.0,8.0
2020-0483-USA,United States of America (the),2020,10.0,24.0,2020,10.0,30.0,Natural,Meteorological,Storm,Tropical cyclone,6.0,6.0
2020-0376-USA,United States of America (the),2020,8.0,27.0,2020,8.0,28.0,Natural,Meteorological,Storm,Tropical cyclone,6500.0,33.0
2020-0580-USA,United States of America (the),2020,8.0,8.0,2020,8.0,12.0,Natural,Meteorological,Storm,Convective storm,4.0,4.0
2020-0584-USA,United States of America (the),2020,5.0,27.0,2020,5.0,27.0,Natural,Meteorological,Storm,Convective storm,0.0,0.0
2020-0082-USA,United States of America (the),2020,3.0,2.0,2020,3.0,5.0,Natural,Meteorological,Storm,Convective storm,12300.0,25.0
2020-0582-USA,United States of America (the),2020,3.0,27.0,2020,3.0,28.0,Natural,Meteorological,Storm,Convective storm,0.0,0.0
2020-0089-USA,United States of America (the),2020,2.0,10.0,2020,2.0,17.0,Natural,Hydrological,Flood,Riverine flood,3000.0,0.0
2020-0219-USA,United States of America (the),2020,6.0,7.0,2020,6.0,7.0,Natural,Meteorological,Storm,Tropical cyclone,1.0,1.0
2020-0312-USA,United States of America (the),2020,7.0,31.0,2020,8.0,2.0,Natural,Meteorological,Storm,Tropical cyclone,16.0,16.0
2020-0441-USA,United States of America (the),2020,8.0,16.0,2020,10.0,1.0,Natural,Climatological,Wildfire,Forest fire,32.0,32.0
2005-0006-MEX,Mexico,2005,1.0,5.0,2005,1.0,5.0,Technological,Technological,Transport accident,Road,13.0,12.0
2005-0470-MEX,Mexico,2005,8.0,21.0,2005,8.0,30.0,Natural,Hydrological,Flood,Riverine flood,10000.0,30.0
2005-0567-MEX,Mexico,2005,10.0,1.0,2005,10.0,13.0,Natural,Meteorological,Storm,Tropical cyclone,1954571.0,36.0
2005-0585-MEX,Mexico,2005,10.0,19.0,2005,10.0,24.0,Natural,Meteorological,Storm,Tropical cyclone,1000000.0,7.0
2005-0283-MEX,Mexico,2005,5.0,5.0,2005,5.0,5.0,Natural,Hydrological,Flood,None,1000.0,8.0
2005-0524-MEX,Mexico,2005,6.0,29.0,2005,6.0,30.0,Natural,Meteorological,Storm,Tropical cyclone,15000.0,2.0
2005-0601-MEX,Mexico,2005,9.0,26.0,2005,9.0,29.0,Natural,Hydrological,Flood,Riverine flood,3000.0,3.0
2005-0382-MEX,Mexico,2005,7.0,18.0,2005,7.0,18.0,Natural,Meteorological,Storm,Tropical cyclone,2.0,2.0
2005-0184-MEX,Mexico,2005,4.0,6.0,2005,4.0,6.0,Technological,Technological,Transport accident,Road,15.0,20.0
2005-0532-MEX,Mexico,2005,9.0,15.0,2005,9.0,15.0,Technological,Technological,Miscellaneous accident,Explosion,104.0,0.0
2006-0483-MEX,Mexico,2006,9.0,2.0,2006,9.0,4.0,Natural,Meteorological,Storm,Tropical cyclone,10000.0,7.0
2006-0505-MEX,Mexico,2006,9.0,16.0,2006,9.0,18.0,Natural,Meteorological,Storm,Tropical cyclone,240700.0,4.0
2006-0604-MEX,Mexico,2006,10.0,25.0,2006,10.0,28.0,Natural,Meteorological,Storm,Tropical cyclone,20000.0,4.0
2006-0413-MEX,Mexico,2006,7.0,27.0,2006,8.0,7.0,Natural,Hydrological,Flood,Riverine flood,0.0,0.0
2006-0407-MEX,Mexico,2006,8.0,2.0,2006,8.0,2.0,Natural,Hydrological,Landslide,Landslide,11.0,11.0
2006-0498-MEX,Mexico,2006,9.0,6.0,2006,9.0,6.0,Natural,Hydrological,Landslide,Landslide,10.0,10.0
2006-0193-MEX,Mexico,2006,4.0,17.0,2006,4.0,17.0,Technological,Technological,Transport accident,Road,3.0,57.0
2006-0561-MEX,Mexico,2006,10.0,16.0,2006,10.0,16.0,Technological,Technological,Transport accident,Road,14.0,14.0
2006-0691-MEX,Mexico,2006,12.0,28.0,2006,12.0,28.0,Technological,Technological,Transport accident,Road,9.0,22.0
2006-0101-MEX,Mexico,2006,2.0,19.0,2006,2.0,19.0,Technological,Technological,Industrial accident,Explosion,8.0,65.0
2007-0038-MEX,Mexico,2007,1.0,24.0,2007,1.0,24.0,Technological,Technological,Transport accident,Road,25.0,29.0
2007-0521-MEX,Mexico,2007,10.0,28.0,2007,11.0,16.0,Natural,Hydrological,Flood,Riverine flood,1600000.0,22.0
2007-0464-MEX,Mexico,2007,9.0,28.0,2007,10.0,1.0,Natural,Meteorological,Storm,Tropical cyclone,33000.0,5.0
2007-0537-MEX,Mexico,2007,11.0,6.0,2007,11.0,6.0,Natural,Hydrological,Landslide,Landslide,16.0,16.0
2007-0360-MEX,Mexico,2007,8.0,21.0,2007,8.0,24.0,Natural,Meteorological,Storm,Tropical cyclone,140000.0,9.0
2007-0439-MEX,Mexico,2007,9.0,4.0,2007,9.0,6.0,Natural,Meteorological,Storm,Tropical cyclone,30000.0,0.0
2007-0435-MEX,Mexico,2007,9.0,4.0,2007,9.0,12.0,Natural,Hydrological,Flood,Coastal flood,55000.0,0.0
2007-0671-MEX,Mexico,2007,9.0,1.0,2007,9.0,1.0,Natural,Meteorological,Storm,Tropical cyclone,6.0,6.0
2007-0266-MEX,Mexico,2007,7.0,4.0,2007,7.0,4.0,Technological,Technological,Transport accident,Road,32.0,32.0
2007-0434-MEX,Mexico,2007,9.0,9.0,2007,9.0,9.0,Technological,Technological,Transport accident,Road,120.0,29.0
2007-0445-MEX,Mexico,2007,9.0,15.0,2007,9.0,15.0,Technological,Technological,Transport accident,Road,12.0,15.0
2007-0517-MEX,Mexico,2007,10.0,19.0,2007,10.0,19.0,Technological,Technological,Transport accident,Water,24.0,24.0
2007-0549-MEX,Mexico,2007,10.0,23.0,2007,10.0,24.0,Technological,Technological,Industrial accident,Gas leak,63.0,23.0
2008-0304-MEX,Mexico,2008,7.0,20.0,2008,7.0,21.0,Natural,Meteorological,Storm,Tropical cyclone,500000.0,2.0
2008-0288-MEX,Mexico,2008,7.0,6.0,2008,7.0,11.0,Natural,Hydrological,Flood,Flash flood,20000.0,12.0
2008-0433-MEX,Mexico,2008,9.0,17.0,2008,9.0,18.0,Natural,Hydrological,Landslide,Landslide,22.0,22.0
2008-0158-MEX,Mexico,2008,4.0,18.0,2008,4.0,18.0,Technological,Technological,Transport accident,Air,11.0,11.0
2008-0531-MEX,Mexico,2008,11.0,4.0,2008,11.0,4.0,Technological,Technological,Transport accident,Air,7.0,15.0
2008-0198-MEX,Mexico,2008,5.0,19.0,2008,5.0,19.0,Technological,Technological,Transport accident,Road,24.0,24.0
2008-0255-MEX,Mexico,2008,6.0,29.0,2008,6.0,29.0,Technological,Technological,Transport accident,Road,28.0,14.0
2008-0287-MEX,Mexico,2008,7.0,7.0,2008,7.0,7.0,Technological,Technological,Transport accident,Road,11.0,11.0
2008-0494-MEX,Mexico,2008,10.0,18.0,2008,10.0,18.0,Technological,Technological,Transport accident,Road,20.0,11.0
2008-0512-MEX,Mexico,2008,11.0,7.0,2008,11.0,7.0,Technological,Technological,Transport accident,Road,5.0,17.0
2008-0248-MEX,Mexico,2008,6.0,20.0,2008,6.0,20.0,Technological,Technological,Miscellaneous accident,Other,20.0,12.0
2009-0113-MEX,Mexico,2009,3.0,16.0,2009,3.0,16.0,Technological,Technological,Transport accident,Road,18.0,11.0
2009-0151-MEX,Mexico,2009,4.0,16.0,2009,4.0,16.0,Technological,Technological,Transport accident,Road,66.0,18.0
2009-0115-MEX,Mexico,2009,3.0,21.0,2009,3.0,21.0,Technological,Technological,Industrial accident,Other,1.0,11.0
2009-0384-MEX,Mexico,2009,9.0,2.0,2009,9.0,3.0,Natural,Meteorological,Storm,Tropical cyclone,72000.0,4.0
2009-0377-MEX,Mexico,2009,9.0,10.0,2009,9.0,19.0,Natural,Hydrological,Flood,Riverine flood,18000.0,3.0
2009-0367-MEX,Mexico,2009,9.0,1.0,2009,9.0,10.0,Natural,Hydrological,Flood,Riverine flood,1500.0,4.0
2009-0515-MEX,Mexico,2009,11.0,1.0,2009,11.0,12.0,Natural,Hydrological,Flood,Riverine flood,107670.0,0.0
2009-0561-MEX,Mexico,2009,10.0,2.0,2009,10.0,2.0,Natural,Hydrological,Flood,Riverine flood,13014.0,10.0
2009-0614-MEX,Mexico,2009,7.0,14.0,2009,7.0,16.0,Natural,Hydrological,Flood,Riverine flood,11.0,11.0
2009-0477-MEX,Mexico,2009,11.0,8.0,2009,11.0,8.0,Natural,Meteorological,Storm,Tropical cyclone,40000.0,0.0
2009-0216-MEX,Mexico,2009,6.0,5.0,2009,6.0,5.0,Technological,Technological,Miscellaneous accident,Fire,30.0,49.0
2010-0503-MEX,Mexico,2010,9.0,25.0,2010,9.0,25.0,Natural,Meteorological,Storm,Tropical cyclone,1075.0,3.0
2010-0058-MEX,Mexico,2010,1.0,26.0,2010,2.0,13.0,Natural,Hydrological,Flood,Riverine flood,20000.0,41.0
2010-0426-MEX,Mexico,2010,8.0,23.0,2010,8.0,24.0,Natural,Meteorological,Storm,Tropical cyclone,154000.0,6.0
2010-0467-MEX,Mexico,2010,9.0,20.0,2010,9.0,20.0,Natural,Hydrological,Flood,Riverine flood,1000000.0,25.0
2010-0260-MEX,Mexico,2010,6.0,30.0,2010,7.0,7.0,Natural,Meteorological,Storm,Tropical cyclone,170000.0,22.0
2010-0494-MEX,Mexico,2010,9.0,15.0,2010,9.0,17.0,Natural,Meteorological,Storm,Tropical cyclone,230000.0,12.0
2010-0158-MEX,Mexico,2010,4.0,4.0,2010,4.0,4.0,Natural,Geophysical,Earthquake,Ground movement,25232.0,2.0
2010-0496-MEX,Mexico,2010,9.0,21.0,2010,9.0,21.0,Natural,Hydrological,Landslide,Landslide,27.0,27.0
2010-0510-MEX,Mexico,2010,9.0,28.0,2010,9.0,29.0,Natural,Hydrological,Landslide,Landslide,44.0,44.0
2010-0244-MEX,Mexico,2010,6.0,17.0,2010,6.0,18.0,Technological,Technological,Transport accident,Air,11.0,11.0
2010-0638-MEX,Mexico,2010,12.0,8.0,2010,12.0,8.0,Technological,Technological,Transport accident,Air,11.0,11.0
2010-0462-MEX,Mexico,2010,9.0,3.0,2010,9.0,3.0,Technological,Technological,Transport accident,Road,11.0,13.0
2010-0540-MEX,Mexico,2010,10.0,18.0,2010,10.0,18.0,Technological,Technological,Transport accident,Road,18.0,18.0
2010-0603-MEX,Mexico,2010,11.0,6.0,2010,11.0,6.0,Technological,Technological,Transport accident,Road,21.0,21.0
2010-0237-MEX,Mexico,2010,6.0,15.0,2010,6.0,15.0,Technological,Technological,Transport accident,Rail,4.0,11.0
2010-0634-MEX,Mexico,2010,12.0,19.0,2010,12.0,19.0,Technological,Technological,Industrial accident,Explosion,52.0,27.0
2011-0228-MEX,Mexico,2011,6.0,20.0,2011,6.0,20.0,Natural,Meteorological,Storm,Tropical cyclone,450.0,3.0
2011-0241-MEX,Mexico,2011,6.0,30.0,2011,7.0,1.0,Natural,Meteorological,Storm,Tropical cyclone,300000.0,22.0
2011-0267-MEX,Mexico,2011,7.0,20.0,2011,7.0,20.0,Natural,Meteorological,Storm,Tropical cyclone,200000.0,3.0
2011-0105-MEX,Mexico,2011,2.0,1.0,2011,2.0,8.0,Natural,Meteorological,Extreme temperature,Cold wave,120000.0,3.0
2011-0163-MEX,Mexico,2011,5.0,3.0,2011,5.0,3.0,Technological,Technological,Industrial accident,Explosion,14.0,14.0
2011-0174-MEX,Mexico,2011,5.0,20.0,2011,5.0,20.0,Technological,Technological,Miscellaneous accident,Fire,14.0,14.0
2011-0385-MEX,Mexico,2011,10.0,10.0,2011,11.0,1.0,Natural,Meteorological,Storm,Tropical cyclone,50000.0,5.0
2011-0460-MEX,Mexico,2011,9.0,9.0,2011,9.0,9.0,Natural,Meteorological,Storm,Tropical cyclone,10.0,10.0
2011-0512-MEX,Mexico,2011,12.0,11.0,2011,12.0,11.0,Natural,Geophysical,Earthquake,Ground movement,152.0,2.0
2011-0392-MEX,Mexico,2011,10.0,20.0,2011,10.0,20.0,Natural,Hydrological,Flood,Riverine flood,250000.0,0.0
2011-0589-MEX,Mexico,2011,7.0,18.0,2011,7.0,18.0,Natural,Hydrological,Flood,Riverine flood,190000.0,3.0
2011-0633-MEX,Mexico,2011,8.0,23.0,2011,9.0,7.0,Natural,Hydrological,Flood,Riverine flood,40000.0,74.0
2012-0124-MEX,Mexico,2012,3.0,20.0,2012,3.0,20.0,Natural,Geophysical,Earthquake,Ground movement,49011.0,2.0
2012-0276-MEX,Mexico,2012,8.0,10.0,2012,8.0,10.0,Natural,Meteorological,Storm,Tropical cyclone,12.0,12.0
2012-0401-MEX,Mexico,2012,6.0,15.0,2012,6.0,15.0,Natural,Meteorological,Storm,Tropical cyclone,87000.0,7.0
2012-0099-MEX,Mexico,2012,4.0,20.0,2012,4.0,20.0,Technological,Technological,Transport accident,Road,20.0,43.0
2012-0229-MEX,Mexico,2012,6.0,24.0,2012,6.0,24.0,Technological,Technological,Transport accident,Road,22.0,28.0
2012-0381-MEX,Mexico,2012,9.0,19.0,2012,9.0,19.0,Technological,Technological,Industrial accident,Explosion,26.0,32.0
2013-0335-MEX,Mexico,2013,8.0,25.0,2013,8.0,26.0,Natural,Meteorological,Storm,Tropical cyclone,5000.0,14.0
2013-0358-MEX,Mexico,2013,9.0,13.0,2013,9.0,20.0,Natural,Meteorological,Storm,Tropical cyclone,105000.0,169.0
2013-0406-MEX,Mexico,2013,9.0,12.0,2013,9.0,17.0,Natural,Meteorological,Storm,Tropical cyclone,50000.0,23.0
2013-0348-MEX,Mexico,2013,9.0,5.0,2013,9.0,8.0,Natural,Hydrological,Flood,Riverine flood,13.0,13.0
2013-0188-MEX,Mexico,2013,5.0,29.0,2013,5.0,29.0,Natural,Meteorological,Storm,Tropical cyclone,12000.0,4.0
2013-0394-MEX,Mexico,2013,10.0,14.0,2013,10.0,14.0,Technological,Technological,Transport accident,Air,14.0,14.0
2013-0129-MEX,Mexico,2013,5.0,7.0,2013,5.0,7.0,Technological,Technological,Transport accident,Road,14.0,25.0
2013-0479-MEX,Mexico,2013,10.0,4.0,2013,10.0,4.0,Technological,Technological,Transport accident,Road,25.0,12.0
2013-0052-MEX,Mexico,2013,1.0,31.0,2013,1.0,31.0,Technological,Technological,Industrial accident,Explosion,100.0,37.0
2013-0103-MEX,Mexico,2013,3.0,15.0,2013,3.0,15.0,Technological,Technological,Miscellaneous accident,Explosion,80.0,17.0
2013-0382-MEX,Mexico,2013,8.0,22.0,2013,8.0,22.0,Technological,Technological,Industrial accident,Chemical spill,1540.0,9.0
2014-0183-MEX,Mexico,2014,5.0,30.0,2014,6.0,6.0,Natural,Meteorological,Storm,Tropical cyclone,0.0,0.0
2014-0333-MEX,Mexico,2014,9.0,10.0,2014,9.0,17.0,Natural,Meteorological,Storm,Tropical cyclone,75135.0,6.0
2014-0417-MEX,Mexico,2014,10.0,18.0,2014,10.0,20.0,Natural,Meteorological,Storm,Tropical cyclone,30000.0,6.0
2014-0385-MEX,Mexico,2014,9.0,4.0,2014,9.0,8.0,Natural,Meteorological,Storm,Tropical cyclone,1500.0,1.0
2014-0325-MEX,Mexico,2014,8.0,22.0,2014,9.0,2.0,Natural,Meteorological,Storm,Tropical cyclone,30000.0,3.0
2014-0386-MEX,Mexico,2014,9.0,2.0,2014,9.0,11.0,Natural,Meteorological,Storm,Tropical cyclone,7500.0,3.0
2014-0127-MEX,Mexico,2014,4.0,18.0,2014,4.0,18.0,Natural,Geophysical,Earthquake,Ground movement,381.0,0.0
2014-0234-MEX,Mexico,2014,7.0,7.0,2014,7.0,7.0,Natural,Geophysical,Earthquake,Ground movement,27000.0,3.0
2015-0121-MEX,Mexico,2015,3.0,26.0,2015,3.0,28.0,Natural,Meteorological,Storm,Convective storm,1471.0,14.0
2015-0470-MEX,Mexico,2015,10.0,22.0,2015,10.0,28.0,Natural,Meteorological,Storm,Tropical cyclone,15000.0,14.0
2015-0187-MEX,Mexico,2015,5.0,25.0,2015,5.0,26.0,Natural,Meteorological,Storm,Convective storm,2320.0,14.0
2015-0382-MEX,Mexico,2015,3.0,13.0,2015,3.0,23.0,Natural,Hydrological,Flood,Riverine flood,3000.0,0.0
2015-0018-MEX,Mexico,2015,1.0,27.0,2015,1.0,27.0,Technological,Technological,Transport accident,Road,20.0,16.0
2015-0115-MEX,Mexico,2015,3.0,26.0,2015,3.0,26.0,Technological,Technological,Transport accident,Road,3.0,18.0
2015-0305-MEX,Mexico,2015,7.0,29.0,2015,7.0,29.0,Technological,Technological,Transport accident,Road,100.0,27.0
2015-0517-MEX,Mexico,2015,11.0,22.0,2015,11.0,22.0,Technological,Technological,Transport accident,Road,10.0,23.0
2015-0553-MEX,Mexico,2015,12.0,19.0,2015,12.0,19.0,Technological,Technological,Transport accident,Road,30.0,15.0
2015-0041-MEX,Mexico,2015,2.0,13.0,2015,2.0,13.0,Technological,Technological,Transport accident,Rail,31.0,20.0
2016-0015-MEX,Mexico,2016,1.0,11.0,2016,1.0,11.0,Technological,Technological,Transport accident,Road,21.0,21.0
