Dis No,Year,Seq,Glide,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damages ('000 US$),"Insured Damages, Adjusted ('000 US$)",Total Damages ('000 US$),"Total Damages, Adjusted ('000 US$)",CPI,Adm Level,Admin1 Code,Admin2 Code,Geo Locations
2011-0422-IND,2011,422,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,"Dhemaji district (Assam province), East Garo Hills, South Garo Hills, West Garo Hills districts (Meghalaya province)",Monsoonal rain,,,,,,,50117.0,Km2,26.59,92.18,,,2011,8.0,15.0,2011,9.0,8.0,7.0,,11000.0,,11000.0,,,,,,,86.91246502,2,,17793;17796;70087;70198,"Dhemaji, East Garo Hills, South Garo Hills, West Garo Hills (Adm2)."
2011-0424-IND,2011,424,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,"Barpeta, Bongaigaon, Darrang, Dhemaji, Dhuburi, Golaghat, Jorhat, Karbi Anglong, Sibsagar, Lakhimpur, Nagaon, Sonitpur districts, (Assam province), Begusarai, Bhagalpur, Bhojpur, Buxar, Gopalganj, Katihar, Khagaria, Kishanganj, Lakhisarai, Madhubani, Madhepura, Muzaffarpur, Patna, Purnia, Samastipur, Saran, Saharsa, Sitamarhi, Supaul, Vaishali, Pashchim Champaran districts (Bihar province), Azamgarh, Aligarh, Ambedkar Nagar, Badaun, Ballia, Bara Banki, Bahraich, Bareilly, Bijnor, Faizabad, Farrukhabad, Ghazipur, Gonda, Gorakhpur, Hardoi, Jyotiba Phule Nagar, Kannauj, Kanpur, Kushinagar, Lakhimpur Kheri, Meerut, Muzaffarnagar, Moradabad, Pilibhit, Rampur, Shahjahanpur, Sitapur, Unnao districts (Uttar Pradesh province)",Monsoonal rain,,,,,,,40941.0,Km2,26.376,86.24,,"Bagmati, Burgi, Dhansiri, Gandak, Ganges, Ghanghra, Kosi, Pupun rivers",2011,8.0,15.0,2011,10.0,2.0,204.0,,5549080.0,,5549080.0,,,,,,,86.91246502,2,,17576;17578;17579;17582;17584;17589;17592;17593;17595;17596;17604;17608;17609;17611;17612;17613;17618;17619;17621;17624;17626;17628;17630;17632;17889;17892;17893;17894;17896;17920;17921;17926;17928;17929;17931;17935;17937;17938;17941;70086;70087;70089;70091;70097;70098;70100;70101;70104;70257;70259;70267;70268;70271,"Aligarh, Ambedkar Nagar, Azamgarh, Badaun, Bahraich, Ballia, Bara Banki, Barpeta, Begusarai, Bhagalpur, Bhojpur, Bongaigaon, Buxar, Darrang, Dhemaji, Dhuburi, Golaghat, Gopalganj, Jorhat, Jyotiba Phule Nagar, Kannauj, Kanpur, Karbi Anglong, Katihar, Khagaria, Kishanganj, Kushinagar, Lakhimpur, Lakhimpur Kheri, Lakhisarai, Madhepura, Madhubani, Meerut, Moradabad, Muzaffarnagar, Muzaffarpur, Nagaon, Pashchim Champaran, Patna, Pilibhit, Purnia, Rampur, Saharsa, Samastipur, Saran, Shahjahanpur, Sibsagar, Sitamarhi, Sitapur, Sonitpur, Supaul, Unnao, Vaishali (Adm2)."
2011-0428-IND,2011,428,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,"Gonda, Balrampur, Faizabad, Bara Banki districts (Uttar Pradesh province), Rajasthan province","Monsoonal rains, dam releases",,,,,,,85509.0,Km2,28.524,80.93,,,2011,7.0,23.0,2011,8.0,9.0,19.0,,200000.0,,200000.0,,,,,,,86.91246502,1;2,1506,17896;17907;17913;70261,"Rajasthan (Adm1). Balrampur, Bara Banki, Faizabad, Gonda (Adm2)."
2011-0647-IND,2011,647,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,"Uttar Pradesh, Uttarakhand province",Heavy monsoonal rains,,,,,,,,Km2,,,,,2011,6.0,15.0,2011,7.0,16.0,50.0,,,,,,,,,20000.0,23012.0,86.91246502,1,70081;70082,,"Uttar Pradesh, Uttarakhand (Adm1)."
2012-0179-IND,2012,179,FL-2012-000110,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,"Anjaw (70044), Lohit, Changlang, 70045, 70050, Lower Dibang Valley, East Siang, Upper Siang (70051) districts (Arunachal Pradesh province), Assam province",Monsoonal rain,"Slide (land, mud, snow, rock)",,,,,2700.0,254935.0,Km2,26.5659,92.44,,Brahmaputra,2012,6.0,26.0,2012,7.0,13.0,120.0,,2200000.0,,2200000.0,,,,,,,88.71096898,1;2,1487,17571;17572;70044;70045;70050;70051;70083;70084,"Assam (Adm1). Administrative unit not available, Changlang, East Siang, Lohit, Lower Dibang Valley (Adm2)."
2012-0538-IND,2012,538,,Natural,Meteorological,Extreme temperature,Cold wave,,,India,IND,Southern Asia,Asia,"Bihar, Haryana, Himachal Pradesh, Jammu and Kashmir, Punjab, Rajasthan, Uttar Pradesh provinces",,,,,,,,,°C,,,,,2012,12.0,22.0,2013,1.0,20.0,249.0,,,,,,,,,,,88.71096898,1,1492;1493;1505;1506;40408;40409;40422;40423;40424;40425;40426;40427;40428;40429;40430;40431;70073;70081,,"Bihar, Haryana, Himachal Pradesh, Jammu and Kashmir (Administrative unit not available), Punjab, Rajasthan, Uttar Pradesh (Adm1)."
2013-0208-IND,2013,208,,Natural,Meteorological,Extreme temperature,Heat wave,,,India,IND,Southern Asia,Asia,"Adilabad, East Godavari, Guntur, Karimnagar, Khammam, Krishna, Nalgonda, Nizamabad, Prakasam, Vishakhapatnam, Warangal, West Godavari districts (Andhra Pradesh province)",,,,,,,,46.0,°C,,,,,2013,4.0,1.0,2013,5.0,30.0,557.0,,,,,,,,,,,90.01044002,2,,17547;17551;17552;17554;17555;17556;17560;17562;17563;17566;17568;17569,"Adilabad, East Godavari, Guntur, Karimnagar, Khammam, Krishna, Nalgonda, Nizamabad, Prakasam, Vishakhapatnam, Warangal, West Godavari (Adm2)."
2013-0282-IND,2013,282,,Natural,Hydrological,Flood,,,,India,IND,Southern Asia,Asia,"Dhemaji, Tinsukia, Nagaon, Golaghat, Jorhat, Kamrup, Karimganj, Lakhimpur, Morigaon, Sibsaga, Bongaigaon, Kokrajhar districts (Assam province)",Monsoonal rain,,,,,,,38019.0,Km2,27.387,94.92,,,2013,6.0,23.0,2013,7.0,15.0,80.0,,2000000.0,,2000000.0,,,,,,,90.01044002,2,,17582;17583;17585;17589;17592;70086;70087;70089;70090;70091;70092;70093,"Bongaigaon, Dhemaji, Golaghat, Jorhat, Kamrup, Karimganj, Kokrajhar, Lakhimpur, Marigaon, Nagaon, Sibsagar, Tinsukia (Adm2)."
2014-0408-IND,2014,408,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,"Shravasti, Balrampur, Sitapur, Lakhimpur Kheri, Gonda, Bara Banki, Faizabad, Azamgarh districts (Uttar Pradesh province), Uttarakhand, Bihar, Assam provinces","Heavy rains, overflowing rivers after dam opening in Nepal","Slide (land, mud, snow, rock)",Transport accident,,,,,,Km2,,,,"Ghagra, Rapti, Saryu rivers",2014,8.0,16.0,2014,9.0,1.0,94.0,,500000.0,,500000.0,,,,,,,91.47061409,1;2,1487;70073;70082,17892;17896;17907;17913;17921;17938;70261;70277,"Assam, Bihar, Uttarakhand (Adm1). Azamgarh, Balrampur, Bara Banki, Faizabad, Gonda, Lakhimpur Kheri, Shravasti, Sitapur (Adm2)."
2014-0391-IND,2014,391,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,"Tura village (West Garo Hills district, Meghalaya province), Goalpara, Kamrup districts (Assam province)",Torrential monsoonal rains; Typhoon Kalmaegi,"Slide (land, mud, snow, rock)",,,,,,61895.0,Km2,,,,,2014,9.0,24.0,2014,10.0,11.0,95.0,,,650000.0,650000.0,,,,,163000.0,178199.0,91.47061409,2,,17581;17583;17796,"Goalpara, Kamrup, West Garo Hills (Adm2)."
2015-0317-IND,2015,317,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,"Kachchh, Patan, Banas Kantha districts (Gujarat province), Malda, Jalpaiguri districts (West Bengal province), Jorhat, Dhemaji, Lakhimpur, Dhuburi, Darrang, Goalpara, Karbi Anglong, Marigaon districts (Assam province), Manipur, Orissa, Rajasthan, Madhya Pradesh provinces","Monsoon rains, exacerbated by tail end of Cyclone Komen","Slide (land, mud, snow, rock)",,,,,,629962.0,Km2,26.2074,82.62,,,2015,7.0,15.0,2015,8.0,19.0,293.0,,13709887.0,,13709887.0,,,,,,,91.57911703,1;2,1500;1504;1506;70079,17578;17579;17581;17584;17637;17643;17951;17953;70087;70089;70091;70092;70129,"Madhya Pradesh, Manipur, Orissa, Rajasthan (Adm1). Banas Kantha, Darrang, Dhemaji, Dhuburi, Goalpara, Jalpaiguri, Jorhat, Kachchh, Karbi Anglong, Lakhimpur, Maldah, Marigaon, Patan (Adm2)."
2015-9618-IND,2015,9618,,Natural,Climatological,Drought,Drought,,,India,IND,Southern Asia,Asia,"Tamil Nadu, Rajasthan, Jharkhand, Assam, Andhra Pradesh, Himachal Pradesh, Nagaland; Maharashtra, Bihar, Madhya Pradesh, Chhattisgarh, Telangana, Jharkand, Odisha states",Erratic rainfall,,,,,,,,Km2,,,,,2015,1.0,,2016,12.0,,,,330000000.0,,330000000.0,,,400000.0,436781.0,3000000.0,3275856.0,91.57911703,1,1485;1487;1493;1498;1503;1506;1508;70073;70075;70078;70079,,"Andhra Pradesh, Assam, Bihar, Chhattisgarh, Himachal Pradesh, Jharkhand, Madhya Pradesh, Maharashtra, Nagaland, Rajasthan, Tamil Nadu (Adm1)."
2015-0504-IND,2015,504,TC-2015-000163,Natural,Hydrological,Flood,,,,India,IND,Southern Asia,Asia,"Chittoor, Cuddapah, Prakasam, Nellore districts (Andhra Pradesh province), Chennai, Cuddalore, Nagapattinam, Kancheepuram, Thiruvallur, Villupuram districts (Tamil Nadu province), Puducherry province",Tropical depression 'Rovan',,,,,Yes,,93202.0,Km2,118.278,788.55,,,2015,11.0,8.0,2015,12.0,4.0,325.0,1000.0,1800000.0,,1801000.0,,,755000.0,824424.0,2200000.0,2402294.0,91.57911703,1;2,70080,17549;17550;17561;17563;70242;70243;70244;70247;70251;70255,"Puducherry (Adm1). Chennai, Chittoor, Cuddalore, Cuddapah, Kancheepuram, Nagapattinam, Nellore, Prakasam, Thiruvallur, Villupuram (Adm2)."
2016-0133-IND,2016,133,,Natural,Meteorological,Extreme temperature,Heat wave,,,India,IND,Southern Asia,Asia,"Andhra Pradesh, Rajasthan, Orissa, Bihar, Jharkhand, Tamil Nadu, Uttar Pradesh provinces",,,,,,,,51.0,°C,,,,,2016,4.0,1.0,2016,5.0,20.0,300.0,,,,,,,,,,,92.73447917,1,1485;1504;1506;1508;70073;70078;70081,,"Andhra Pradesh, Bihar, Jharkhand, Orissa, Rajasthan, Tamil Nadu, Uttar Pradesh (Adm1)."
2016-0187-IND,2016,187,,Natural,Climatological,Wildfire,Forest fire,,,India,IND,Southern Asia,Asia,"Uttarakhand province (including Almora, Pauri Garhwal, Chamoli districts)",Combination of well above normal tempertaure and lack of rainfall,,,,,,,,Km2,,,,,2016,2.0,1.0,2016,5.0,2.0,7.0,,,,,,,,,,,92.73447917,1,70082,,Uttarakhand (Adm1).
2016-0239-IND,2016,239,,Natural,Hydrological,Flood,Flash flood,,,India,IND,Southern Asia,Asia,"Chamoli, Pithoragahr districts (Uttarakhand province), Assam, Arunachal Pradesh provinces",Torrential rains,,,,,,,135742.0,Km2,27.068,93.95,,Alaknanda and Mandakini rivers,2016,6.0,25.0,2016,7.0,1.0,61.0,,,,,,,,,100000.0,107835.0,92.73447917,1;2,1487;70072,17932;70282,"Arunachal Pradesh, Assam (Adm1). Chamoli, Pithoragarh (Adm2)."
2016-0271-IND,2016,271,,Natural,Hydrological,Flood,,,,India,IND,Southern Asia,Asia,"Biha, Uttar Pradeshr province (Varanasi, Allahabad, Ghazipur, Ballia, Banda, Jalaun, Ghaziabad, Patna, Bhagalpur, Vaishali, Buxar, Bhojpur, Sonepur, Saran, Begusarai, Samastipur, Lakhisarai, Khagaria, Munger, Nalanda, Katihar, Purnea, Katihar, Supual, Kisanganj, Madhepura, Gopalganj, Saharsa, Araria, East Champaran, Muzafferpur, Kishanganj, Purnea, Araria, Supaul, Bhagalpur, Darbhanga)",Monsoonal rains,,,,,,,,Km2,,,,,2016,7.0,15.0,2016,9.0,12.0,254.0,,1600000.0,,1600000.0,,,,,350000.0,377422.0,92.73447917,1,70073;70081,,"Bihar, Uttar Pradesh (Adm1)."
2016-0276-IND,2016,276,,Natural,Hydrological,Flood,,,,India,IND,Southern Asia,Asia,"Bhopal, Hoshangabad, Rewa, Sagar, Shajapur, Jabalpur, Satna, Harda, Panna, Vidisha, Raisen, Mandla, Tikamgarh, Seoni, Damoh, Sehore, Agar-Malwa districts (Madhya Pradesh province)",Monsoonal rains,,,,,,,,Km2,,,,,2016,7.0,9.0,2016,8.0,22.0,184.0,,100000.0,,100000.0,,,,,160000.0,172536.0,92.73447917,2,,17716;17720;17728;17730;17732;17736;17739;17743;17744;17745;17746;17747;17749;17753;17755;70173,"Bhopal, Damoh, Harda, Hoshangabad, Jabalpur, Mandla, Panna, Raisen, Rewa, Sagar, Satna, Sehore, Seoni, Shajapur, Tikamgarh, Vidisha (Adm2)."
2017-0495-IND,2017,495,,Natural,Hydrological,Flood,Flash flood,,,India,IND,Southern Asia,Asia,Chenai (Tamil Nadu),Heavy rains,,,,,,,50536.0,Km2,10.489,79.004,,,2017,10.0,30.0,2017,11.0,8.0,21.0,,4000.0,,4000.0,,,,,,,94.70984073,2,,70242,Chennai (Adm2).
2017-0289-IND,2017,289,FL-2017-000064,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,"Lakhimpur, Bangaigaon, Jorhat, Golaghat, Cachar, Dhemjai, Biswanath, Karimganj, Barpeta, Karbi Anglong, Sonitpur, Darrang, Hojai (Sub Division), Bhuragaon (Sub Division), Majuli, Nagaon, Nalbari, Sivasagar, Morigaon, Chirang, Dibrugarh, Dhubri, Kokrajhar, South Salmara, Charaideo, Goalpara districts (Assam)",Monsoon rainfall,,,,,,,,Km2,,,,Brahmaputra and Barak,2017,6.0,25.0,2017,7.0,24.0,75.0,,1735000.0,,1735000.0,,,,,,,94.70984073,2,,17576;17577;17578;17579;17580;17581;17582;17584;17585;17589;17590;17592;17593;70086;70087;70089;70090;70091;70092,"Barpeta, Bongaigaon, Cachar, Darrang, Dhemaji, Dhuburi, Dibrugarh, Goalpara, Golaghat, Jorhat, Karbi Anglong, Karimganj, Kokrajhar, Lakhimpur, Marigaon, Nagaon, Nalbari, Sibsagar, Sonitpur (Adm2)."
2017-0144-IND,2017,144,,Natural,Meteorological,Extreme temperature,Heat wave,,,India,IND,Southern Asia,Asia,"Andhra Pradesh, Telangana, Maharashtra, Odisha (Orissa)",,,,,,,,48.0,°C,,,,,2017,4.0,12.0,2017,6.0,15.0,264.0,,,,,,,,,,,94.70984073,1,1485;1498;1504,,"Andhra Pradesh, Maharashtra, Orissa (Adm1)."
2017-0294-IND,2017,294,,Natural,Hydrological,Flood,,,,India,IND,Southern Asia,Asia,"Banaskantha, Valsad, Navsari, Surat, Sabarkantha, Patan (Gujarat), Barmer, Jalore, Udaipur, Sirohi, Pali (Rajasthan), Kolkata (West Bengal)",Monsoon,,,,,,78000000.0,,Km2,,,,Banas river,2017,6.0,,2017,8.0,,284.0,,520000.0,,520000.0,,,,,250000.0,263964.0,94.70984073,2,,17637;17648;17649;17653;17837;17849;17855;17858;17860;70127;70129;70292,"Banas Kantha, Barmer, Jalor, Kolkata, Navsari, Pali, Patan, Sabar Kantha, Sirohi, Surat, Udaipur, Valsad (Adm2)."
2018-0049-IND,2018,49,,Natural,Meteorological,Extreme temperature,Cold wave,,,India,IND,Southern Asia,Asia,New Delhi,,Fog,,,,,,4.0,°C,,,,,2018,1.0,1.0,2018,2.0,7.0,44.0,,,,,,,,,,,97.02312922,2,,17633,Delhi (Adm2).
2018-9372-IND,2018,9372,,Natural,Climatological,Drought,Drought,,,India,IND,Southern Asia,Asia,"Karnataka, Maharashtra states",Por rainfall,,,,,,,,Km2,,,,,2018,9.0,,2019,6.0,,,,8200000.0,,8200000.0,,,,,1100000.0,1133750.0,97.02312922,1,1494;1498,,"Karnataka, Maharashtra (Adm1)."
2018-0205-IND,2018,205,,Natural,Hydrological,Flood,,,,India,IND,Southern Asia,Asia,"Assam, Maharashtra, Gujarat",Monsoonal rain,,,,,,,,Km2,,,,,2018,6.0,22.0,2018,7.0,3.0,52.0,,,,,,,,,,,97.02312922,1,1487;1491;1498,,"Assam, Gujarat, Maharashtra (Adm1)."
2018-0370-IND,2018,370,,Natural,Hydrological,Flood,,,,India,IND,Southern Asia,Asia,Uttar Pradesh,,,,,,,,,Km2,,,,,2018,9.0,1.0,2018,10.0,6.0,46.0,,,3050.0,3050.0,,,,,,,97.02312922,1,70081,,Uttar Pradesh (Adm1).
2019-0331-IND,2019,331,,Natural,Hydrological,Flood,,,,India,IND,Southern Asia,Asia,"Sitamarhi, Sheohar, East Champaran, Muzaffarpur, Madhubani, Darbhanga, Supaul, Araria, Sahersa , Katihar, Purnia, Kishanganj districts (Bihar); Dhemaji, Lakhimpur, Biswanath, Barpeta, Chirang, Golaghat Jorhat, Sonitpur, Darrang, Nalbari, Bongaigaon, Morigaon, Nagaon, Majuli, Baksa, Kokrajhar, Dhubri, South Salmara, Goalpara, Kamrup, Hojai, Sivsagar, Tinsukia, Cachar, KarbiAnglrng, West Karbi-Anglong, Hailakandi, Dibrugarh districts (Assam); Maharashtra, Kerala, Rajasthan, West Bengal, Karnataka, Uttarakand, Himachal Pradesh, Punjab, Uttar Pradesh, Odisha",Monsoon rain,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2019,7.0,14.0,2019,9.0,30.0,1900.0,,3000000.0,,3000000.0,,,200000.0,202467.0,10000000.0,10123358.0,98.78144827,1;2,1493;1494;1495;1498;1504;1505;1506;1511;70081;70082,17576;17577;17578;17579;17580;17581;17582;17583;17584;17589;17590;17592;17593;17598;17608;17611;17613;17620;17621;17624;17630;70086;70087;70088;70089;70090;70091;70092;70093;70094;70100;70103;70104,"Himachal Pradesh, Karnataka, Kerala, Maharashtra, Orissa, Punjab, Rajasthan, Uttar Pradesh, Uttarakhand, West Bengal (Adm1). Araria, Barpeta, Bongaigaon, Cachar, Darbhanga, Darrang, Dhemaji, Dhuburi, Dibrugarh, Goalpara, Golaghat, Hailakandi, Jorhat, Kamrup, Karbi Anglong, Katihar, Kishanganj, Kokrajhar, Lakhimpur, Madhubani, Marigaon, Muzaffarpur, Nagaon, Nalbari, Purba Champaran, Purnia, Saharsa, Sheohar, Sibsagar, Sitamarhi, Sonitpur, Supaul, Tinsukia (Adm2)."
2019-0288-IND,2019,288,,Natural,Hydrological,Flood,,,,India,IND,Southern Asia,Asia,"Mumbai, Pune, Ratnagiri Districts (Maharashtra State)",Monsoon,Broken Dam/Burst bank,,,,,,,Km2,,,,,2019,6.0,28.0,2019,7.0,4.0,52.0,60.0,,,60.0,,,,,,,98.78144827,2,,17776;17778;70184,"Mumbai city, Pune, Ratnagiri (Adm2)."
2019-0218-IND,2019,218,,Natural,Biological,Epidemic,Viral disease,,Acute Encephalitis Syndrome (AES),India,IND,Southern Asia,Asia,"Muzaffarpur, Vaishali, Sheohar, East Champaran districts (Bihar)",,,,,,,,,Vaccinated,,,,,2019,1.0,1.0,2019,6.0,17.0,121.0,418.0,,,418.0,,,,,,,98.78144827,,,,
2019-0574-IND,2019,574,,Natural,Hydrological,Flood,,,,India,IND,Southern Asia,Asia,"Coimbatore, Cuddalore, Nagapattinam, Thoothukkudi Districts (Tamil Nadu); Pudducherry",Heavy rains,,,,,,,,Km2,,,,,2019,11.0,29.0,2019,12.0,4.0,27.0,,25000.0,,25000.0,,,,,,,98.78144827,1;2,70080,17866;17867;70243;70247,"Puducherry (Adm1). Coimbatore, Cuddalore, Nagapattinam, Thoothukudi (Adm2)."
2020-0304-IND,2020,304,,Natural,Hydrological,Flood,,,,India,IND,Southern Asia,Asia,"Assam, Bihar, Gujarat, Chhattisgarh, Kerala, Karnataka, Madhya Pradesh, Odisha, Uttar Pradesh, West Bengal, Arunachal Pradesh, Maharashtraa.",Monsoon rain,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2020,6.0,,2020,8.0,16.0,1922.0,,1300000.0,,1300000.0,,,800000.0,800000.0,7500000.0,7500000.0,100.0,1,1487;1491;1494;1495;1498;1504;1511;70072;70073;70075;70079;70081,,"Arunachal Pradesh, Assam, Bihar, Chhattisgarh, Gujarat, Karnataka, Kerala, Madhya Pradesh, Maharashtra, Orissa, Uttar Pradesh, West Bengal (Adm1)."
2020-0220-IND,2020,220,,Natural,Hydrological,Landslide,Landslide,,,India,IND,Southern Asia,Asia,"Barak Valley Region (southern Assam State, north-east India); Hailakandi ; Cachar; Karimganj Districts",Heavy ran,,,,,,,,,,,,,2020,5.0,27.0,2020,6.0,2.0,21.0,,155850.0,,155850.0,,,,,,,100.0,2,,17577;17585;70088,"Cachar, Hailakandi, Karimganj (Adm2)."
