key,country_name,alpha_code,Year,public_education_spending,primary_school_enrollment,primary_school_enrollment_female,primary_school_enrollment_male,secondary_school_enrollment,secondary_school_enrollment_female,secondary_school_enrollment_male,primary_completion_rate_female,primary_completion_rate_male,primary_completion_rate_total,female_literacy_rate,male_literacy_rate,adult_literacy_rate
65,China,CHN,2016,3.79362010955811,97.9619216918945,98.2296600341797,97.7319030761719,80.69075164794923,80.92393493652341,80.48189849853516,95.2203426361084,96.00882530212402,95.63797187805174,93.9352798461914,97.9729995727539,95.98268508911136
66,China,CHN,2017,3.66744995117188,99.4048080444336,99.9099273681641,98.9712600708008,80.69075164794923,80.92393493652341,80.48189849853516,95.2203426361084,96.00882530212402,95.63797187805174,93.9352798461914,97.9729995727539,95.98268508911136
67,China,CHN,2018,3.54249000549316,100.222747802734,100.831581115723,99.699951171875,80.69075164794923,80.92393493652342,80.48189849853517,95.2203426361084,96.00882530212402,95.63797187805174,95.1593322753906,98.4665374755859,96.8408889770508
68,China,CHN,2019,3.732367944717408,101.925720214844,102.564613342285,101.376022338867,80.69075164794923,80.92393493652342,80.48189849853517,95.2203426361084,96.00882530212402,95.63797187805176,93.9352798461914,97.9729995727539,95.98268508911136
69,China,CHN,2020,3.732367944717408,103.173957824707,103.712577819824,102.708961486816,80.69075164794923,80.92393493652342,80.48189849853517,95.2203426361084,96.00882530212402,95.63797187805176,93.9352798461914,97.9729995727539,95.98268508911136
70,Sudan,SDN,2005,1.56307005882263,63.3387184143066,59.1302680969238,67.4369583129883,38.7527389526367,37.3261184692383,40.1461296081543,54.95891189575197,62.64993438720704,58.8510139465332,51.3814296722412,62.61669921875,57.1072807312012
71,Sudan,SDN,2006,1.96301996707916,67.7927474975586,62.8237609863281,72.6366500854492,36.8582992553711,36.0279083251953,37.669490814209,54.95891189575197,62.64993438720704,58.8510139465332,51.3814296722412,62.61669921875,57.1072807312012
72,Sudan,SDN,2007,1.986550003290175,67.2932510375977,61.3889389038086,73.0463790893555,36.1699905395508,34.5264205932617,37.7747611999512,54.95891189575197,62.64993438720704,58.8510139465332,51.3814296722412,62.61669921875,57.1072807312012
73,Sudan,SDN,2008,2.20143008232117,72.8198013305664,67.6281890869141,77.879768371582,38.2803382873535,36.2404594421387,40.2712707519531,55.26823043823244,62.5827102661133,58.96981964111328,46.6996307373047,59.7982482910156,53.5173797607422
74,Sudan,SDN,2009,2.21867990493774,72.3495178222656,68.093147277832,76.5001525878906,42.3209915161133,39.2946395874023,45.2738494873047,54.95891189575197,62.64993438720704,58.8510139465332,51.3814296722412,62.61669921875,57.1072807312012
75,Sudan,SDN,2010,1.986550003290175,71.7259826660156,67.76904296875,75.5855331420898,42.5222396850586,39.4494209289551,45.5195693969727,54.7226409912109,67.362907409668,61.1194801330566,51.3814296722412,62.61669921875,57.1072807312012
76,Sudan,SDN,2011,1.986550003290175,69.47705078125,65.1722183227539,73.6742782592773,37.5591316223145,35.8817405700684,39.1945381164551,54.95891189575197,62.64993438720704,58.8510139465332,51.3814296722412,62.61669921875,57.1072807312012
77,Sudan,SDN,2012,1.986550003290175,70.8831634521484,66.677131652832,74.9868774414063,41.232738494873,39.3108215332031,43.1094093322754,53.4099807739258,61.5918884277344,57.5498313903809,51.3814296722412,62.61669921875,57.1072807312012
78,Sudan,SDN,2013,1.986550003290175,72.0149383544922,68.0566635131836,75.8766021728516,43.6093711853027,42.3202514648438,44.8688087463379,55.3493804931641,60.7732582092285,58.0936698913574,51.3814296722412,62.61669921875,57.1072807312012
79,Sudan,SDN,2014,1.986550003290175,72.2675628662109,69.3306503295898,75.1311569213867,44.8509101867676,42.6881904602051,46.9635581970215,55.0744781494141,61.3474388122559,58.2490386962891,51.3814296722412,62.61669921875,57.1072807312012
80,Sudan,SDN,2015,1.986550003290175,73.1459732055664,69.7847137451172,76.421142578125,45.6237106323242,45.2723693847656,45.9667701721191,56.2380790710449,62.1741790771484,59.243049621582,51.3814296722412,62.61669921875,57.1072807312012
81,Sudan,SDN,2016,1.986550003290175,75.9073715209961,73.2209396362305,78.5237808227539,44.1319389343262,43.6823883056641,44.570671081543,57.7846717834473,61.8380584716797,59.8370780944824,51.3814296722412,62.61669921875,57.1072807312012
82,Sudan,SDN,2017,1.986550003290175,76.8160629272461,74.4110870361328,79.1574478149414,46.6217384338379,46.9573783874512,46.2942314147949,60.4136390686035,62.9293403625488,61.6876411437988,51.3814296722412,62.61669921875,57.1072807312012
83,Sudan,SDN,2018,1.986550003290175,78.9529037475586,76.1225814819336,81.7076416015625,45.8641891479492,46.3308792114258,45.4088706970215,61.9831581115723,66.1339416503906,64.0855026245117,56.0632286071777,65.4351501464844,60.6971817016602
84,Bangladesh,BGD,2005,2.0920399665832496,101.647811889648,103.954536437988,99.430549621582,46.9628295898438,48.4769515991211,45.5096092224121,68.8696670532227,63.8693199157715,66.3205490112305,54.627663421630885,61.225476837158226,57.88927993774416
85,Bangladesh,BGD,2006,2.13128995895386,102.416152954102,105.258392333984,99.6859512329102,47.5297813415527,48.8530082702637,46.2574310302734,67.78083515167236,61.65665721893313,64.65844249725342,56.19420547485352,62.75487747192384,59.440407562255885
86,Bangladesh,BGD,2007,2.20221996307373,101.620246887207,105.24104309082,98.1419219970703,48.3010597229004,49.5662803649902,47.0835113525391,67.78083515167236,61.65665721893313,64.65844249725342,43.7408485412598,49.8323287963867,46.6636009216309
87,Bangladesh,BGD,2008,2.0545699596405,99.5429306030273,102.592628479004,96.6122894287109,46.2411193847656,49.0108909606934,43.5757598876953,61.9892082214355,56.1707000732422,59.0229911804199,54.627663421630885,61.225476837158226,57.88927993774416
88,Bangladesh,BGD,2009,1.9394199848175,102.92756652832,105.38208770752,100.56884765625,49.9982414245605,51.9128303527832,48.1570014953613,68.4999465942383,62.5326614379883,65.4580383300781,54.627663421630885,61.225476837158226,57.88927993774416
89,Bangladesh,BGD,2010,2.116225957870482,105.974548339844,109.253448486328,102.825469970703,51.6376991271973,54.6750907897949,48.7195587158203,71.764518737793,64.0539474487305,67.8321914672852,54.627663421630885,61.225476837158226,57.88927993774416
90,Bangladesh,BGD,2011,2.13269996643066,102.50180206298826,105.2882186889648,99.82462158203123,52.4313697814941,56.1982116699219,48.8114814758301,67.78083515167238,61.65665721893312,64.65844249725342,55.1194381713867,62.4830589294434,58.7691802978516
91,Bangladesh,BGD,2012,2.17549991607666,102.50180206298826,105.2882186889648,99.82462158203123,55.2099685668945,58.8246116638184,51.7394218444824,67.78083515167238,61.65665721893312,64.65844249725342,54.2360382080078,61.5428695678711,57.8607482910156
92,Bangladesh,BGD,2013,1.96616005897522,105.16997222900406,108.308903503418,102.15587310791021,60.1687393188477,62.5847282409668,57.8526191711426,67.78083515167238,61.65665721893312,64.65844249725342,57.7890014648438,64.2137680053711,61.0155410766602
93,Bangladesh,BGD,2014,1.827243995666502,110.8559020996094,114.798533630371,107.07335052490245,60.971021270751955,64.45448455810548,57.63129653930664,67.78083515167238,61.65665721893313,64.65844249725342,57.8609313964844,64.3650894165039,61.0932998657227
94,Bangladesh,BGD,2015,1.827243995666502,111.9827133178712,115.886524963379,108.23771972656259,65.6291885375977,69.6540603637695,61.7781982421875,67.78083515167236,61.65665721893312,64.65844249725342,62.2529907226563,68.0553588867188,65.1373291015625
95,Bangladesh,BGD,2016,1.53553998470306,111.9827133178712,115.886524963379,108.23771972656259,71.4158401489258,75.0108108520508,67.9747619628906,67.78083515167238,61.65665721893312,64.65844249725342,69.8972091674805,75.6188507080078,72.7587203979492
96,Bangladesh,BGD,2017,1.827243995666502,114.988662719727,119.057960510254,111.086807250977,69.6631698608398,75.2174911499023,64.3477401733398,67.78083515167236,61.65665721893312,64.65844249725342,70.0857009887695,75.7023620605469,72.8929672241211
97,Bangladesh,BGD,2018,1.827243995666502,116.466339111328,120.751747131348,112.357452392578,72.6905975341797,78.2707290649414,67.3534774780273,67.78083515167236,61.65665721893312,64.65844249725342,71.1819381713867,76.6692581176758,73.9122009277344
98,Bangladesh,BGD,2019,1.32632005214691,111.9827133178712,115.886524963379,108.23771972656259,72.5581283569336,78.2772674560547,67.0911026000977,67.78083515167238,61.65665721893312,64.65844249725342,71.9483871459961,77.4414901733398,74.6844635009766
99,Bangladesh,BGD,2020,1.827243995666502,119.556449890137,124.987380981445,114.350021362305,74.3600769042969,81.4880523681641,67.5480575561523,67.78083515167236,61.65665721893312,64.65844249725342,72.0047836303711,77.8167114257813,74.9088973999023
100,Brazil,BRA,2005,4.47908020019531,133.262161254883,129.164566040039,137.215225219727,101.2919921875,106.214538574219,96.5186996459961,,,,90.27921447753906,89.83885498046877,90.06772155761719
101,Brazil,BRA,2006,4.87060022354126,126.69626922607422,123.1468948364258,130.0697891235354,96.65357666015625,101.84791107177726,91.67811126708985,,,,89.8555908203125,89.3532409667969,89.6152267456055
102,Brazil,BRA,2007,4.97425985336304,128.179794311523,124.878288269043,131.283599853516,95.1699981689453,100.838150024414,89.7616500854492,,,,90.2280120849609,89.7721405029297,90.0093688964844
103,Brazil,BRA,2008,5.26883983612061,132.055206298828,127.313117980957,136.599533081055,96.7201232910156,102.601608276367,91.1272964477539,,,,90.2195510864258,89.8378677368164,90.03662109375
104,Brazil,BRA,2009,5.46355009078979,131.165161132813,128.188034057617,133.946136474609,96.6654815673828,102.123626708984,91.4506530761719,,,,90.4112167358398,90.1748428344727,90.298210144043
105,Brazil,BRA,2010,5.64879989624023,121.44084930419922,117.8882919311524,124.82137603759779,95.4478546142578,100.57585144042955,90.54466857910157,,,,90.6817016601563,90.0561828613281,90.3791809082031
106,Brazil,BRA,2011,5.73741006851196,106.985061645508,102.871551513672,110.973159790039,95.2633819580078,99.8542404174805,90.8514862060547,,,,91.6331481933594,91.1689834594727,91.4112396240234
107,Brazil,BRA,2012,5.85510015487671,108.819023132324,106.190467834473,111.30445098877,93.4202880859375,97.4616317749023,89.5322570800781,,,,91.6249008178711,91.0256729125977,91.3378524780273
108,Brazil,BRA,2013,5.8388500213623,114.502769470215,112.04061126709,116.850639343262,102.603576660156,106.384941101074,98.9810180664063,,,,91.7649612426758,91.1779632568359,91.4842376708984
109,Brazil,BRA,2014,5.94848012924194,114.858200073242,112.307510375977,117.306190490723,101.388526916504,105.737396240234,97.3040924072266,,,,92.0605163574219,91.3667678833008,91.7294311523438
110,Brazil,BRA,2015,6.24105978012085,113.369972229004,110.974006652832,115.668258666992,100.608169555664,103.402717590332,97.9347991943359,,,,92.3437881469727,91.7251586914063,92.0478973388672
111,Brazil,BRA,2016,6.314040184021,114.520278930664,112.983421325684,115.973098754883,102.063262939453,104.502006530762,99.7387619018555,,,,93.0212020874023,92.5751571655273,92.8084411621094
112,Brazil,BRA,2017,6.32047986984253,115.971778869629,113.925239562988,117.919921875,101.313789367676,102.906318664551,99.7859802246094,,,,93.2437133789063,92.8915328979492,93.0758209228516
113,Brazil,BRA,2018,6.08851003646851,114.476531982422,112.914527893066,115.960510253906,105.00910949707,106.66332244873,103.419006347656,,,,93.4250717163086,93.0090408325195,93.2275009155273
114,Brazil,BRA,2019,6.08618803024292,111.965782165527,109.36792755127,114.489227294922,103.952377319336,106.760986328125,101.303596496582,,,,92.52310791015626,91.97081756591795,92.25950164794922
115,Niger,NER,2005,3.015824031829836,48.3564910888672,40.2011909484863,56.2087287902832,9.63148975372314,7.44829988479614,11.8619298934937,22.9840106964111,35.6036186218262,29.3977508544922,15.0841398239136,42.9273681640625,28.672420501709
116,Niger,NER,2006,2.55852007865906,48.9872589111328,41.0329284667969,56.6317901611328,11.0480899810791,8.51543045043945,13.61266040802,25.4898204803467,38.6540489196777,32.2007598876953,21.42847665150963,41.8600387573242,31.4276034037272
117,Niger,NER,2007,3.01462006568909,51.3799705505371,43.4788398742676,58.9798011779785,10.5987901687622,8.12429046630859,13.0614099502563,30.9366397857666,46.5057792663574,38.8818588256836,21.42847665150963,41.8600387573242,31.4276034037272
118,Niger,NER,2008,2.72311997413635,55.2114295959473,48.0248794555664,62.1320991516113,10.913610458374,8.34941005706787,13.4334297180176,30.9651908874512,43.5963287353516,37.4085502624512,21.42847665150963,41.8600387573242,31.4276034037272
119,Niger,NER,2009,3.33588004112244,59.0119018554688,51.869930267334,65.896858215332,11.4319896697998,8.74631977081299,14.0488395690918,32.8603782653809,46.1874198913574,39.6554412841797,21.42847665150963,41.8600387573242,31.4276034037272
120,Niger,NER,2010,2.7219500541687,62.7083587646484,55.9331092834473,69.2452774047852,13.0424699783325,10.694580078125,15.3169097900391,34.008129119873,45.1541900634766,39.6868209838867,21.42847665150963,41.8600387573242,31.4276034037272
121,Niger,NER,2011,3.07762002944946,66.5189437866211,59.8071098327637,72.9984512329102,13.8832702636719,11.0664796829224,16.6010799407959,37.6172103881836,50.8667602539063,44.3625907897949,21.42847665150963,41.8600387573242,31.4276034037272
122,Niger,NER,2012,3.1868200302124,68.3943710327148,62.064998626709,74.5083999633789,15.0593395233154,12.2966403961182,17.7190208435059,41.5736083984375,53.7963485717773,47.7938117980957,22.551290512085,39.0586891174316,30.5603904724121
123,Niger,NER,2013,3.68952989578247,69.1492233276367,62.9155082702637,75.1734619140625,16.2538204193115,13.4053297042847,18.9945507049561,42.2436218261719,53.0043716430664,47.719310760498,21.42847665150963,41.8600387573242,31.4276034037272
124,Niger,NER,2014,5.10368013381958,69.5759735107422,63.750358581543,75.2080230712891,18.2043590545654,15.3373699188232,20.9640407562256,50.741039276123,64.2391967773438,57.6081390380859,21.42847665150963,41.8600387573242,31.4276034037272
125,Niger,NER,2015,4.48589992523193,71.5959091186523,65.5629272460938,77.4306716918945,20.0932197570801,16.9862804412842,23.0863494873047,61.3893203735352,74.5840530395508,68.1001663208008,21.42847665150963,41.8600387573242,31.4276034037272
126,Niger,NER,2016,2.97095990180969,73.4323272705078,67.5259704589844,79.1469802856445,23.1249694824219,19.8168697357178,26.3146896362305,65.0442199707031,77.9905776977539,71.6269378662109,21.42847665150963,41.8600387573242,31.4276034037272
