Dis No,Year,Seq,Glide,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damages ('000 US$),"Insured Damages, Adjusted ('000 US$)",Total Damages ('000 US$),"Total Damages, Adjusted ('000 US$)",CPI,Adm Level,Admin1 Code,Admin2 Code,Geo Locations
2014-0110-CHN,2014,110,,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,China,CHN,Eastern Asia,Asia,"Fujian Sheng, Jiangxi Sheng, Hunan Sheng, Guangdong Sheng, Guangxi Zhuangzu Zizhiqu, Chongqing Shi, Guizhou Sheng provinces",,Flood,Hail,,,,,,Kph,,,,,2014,3.0,27.0,2014,4.0,4.0,21.0,,400000.0,,400000.0,,,,,155000.0,169453.0,91.47061409,1,900;901;903;904;905;912;914,,"Chongqing Shi, Fujian Sheng, Guangdong Sheng, Guangxi Zhuangzu Zizhiqu, Guizhou Sheng, Hunan Sheng, Jiangxi Sheng (Adm1)."
2014-0180-CHN,2014,180,,Natural,Hydrological,Flood,Riverine flood,,,China,CHN,Eastern Asia,Asia,"Guizhou Sheng, Guangdong Sheng, Chongqing Shi, Sichuan Sheng, Guangxi Zhuangzu Zizhiqu, Jiangxi Sheng, Hunan Sheng provinces",Heavy rainfall,,,,,,,,Km2,,,,,2014,5.0,24.0,2014,6.0,3.0,37.0,,5500000.0,,5500000.0,,,,,1000000.0,1093247.0,91.47061409,1,900;903;904;905;912;914;924,,"Chongqing Shi, Guangdong Sheng, Guangxi Zhuangzu Zizhiqu, Guizhou Sheng, Hunan Sheng, Jiangxi Sheng, Sichuan Sheng (Adm1)."
2014-9265-CHN,2014,9265,,Natural,Climatological,Drought,Drought,,,China,CHN,Eastern Asia,Asia,"Shandong Sheng, Shaanxi Sheng, Henan Sheng provinces, Nanbu-Nanchong city (Nanchong district, Sichuan Sheng ptovince)",,,,,,,,,Km2,,,,,2014,6.0,,2014,7.0,,,,226000.0,,226000.0,,,,,1180000.0,1290032.0,91.47061409,1,909;920;921;924,,"Henan Sheng, Shaanxi Sheng, Shandong Sheng, Sichuan Sheng (Adm1)."
2014-9408-CHN,2014,9408,,Natural,Climatological,Drought,Drought,,,China,CHN,Eastern Asia,Asia,"Liaoning Sheng, Jilin Sheng, Nei Mongol Zizhiqu provinces",,,,,,,,,Km2,,,,,2014,8.0,,2014,10.0,,,,27500000.0,,27500000.0,,,110000.0,120257.0,2500000.0,2733118.0,91.47061409,1,915;916;917,,"Jilin Sheng, Liaoning Sheng, Nei Mongol Zizhiqu (Adm1)."
2015-0185-CHN,2015,185,FL-2015-000057,Natural,Hydrological,Flood,Riverine flood,,,China,CHN,Eastern Asia,Asia,"Hukengzhen village (Anfu area, Ji'an district, Jiangxi Sheng province), Leishan Xian area (Qiandongnan Miao and Dong district, Guizhou Sheng province), Ganzhou Shi area (Ganzhou district, Jiangxi Sheng province), Guiyang district (Guizhou Sheng province), Fujian Sheng, Guangxi Zhuangzu Zizhiqu, Hunan Sheng, Guangdong Sheng, Jiangsu Sheng, Sichuan Sheng, Yunnan Sheng, Hubei Sheng, Anhui Sheng, Chongqing Shi, Zhejiang Sheng provinces",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,27.0326,114.98,,,2015,5.0,13.0,2015,6.0,1.0,58.0,,82000.0,,82000.0,,,,,800000.0,873562.0,91.57911703,1;2,898;900;901;903;904;911;912;913;924;929;930,13063;13070;13163;13166,"Anhui Sheng, Chongqing Shi, Fujian Sheng, Guangdong Sheng, Guangxi Zhuangzu Zizhiqu, Hubei Sheng, Hunan Sheng, Jiangsu Sheng, Sichuan Sheng, Yunnan Sheng, Zhejiang Sheng (Adm1). Ganzhou, Guiyang, Ji'an, Qiandongnan Miao and Dong (Adm2)."
2015-0255-CHN,2015,255,,Natural,Hydrological,Flood,Riverine flood,,,China,CHN,Eastern Asia,Asia,"Anhui Sheng, Jiangsu Sheng, Sichuan Sheng provinces",Mei-Yu rains,,,,,,,,Km2,,,,,2015,6.0,26.0,2015,7.0,2.0,35.0,,128700.0,16200.0,144900.0,,,,,645000.0,704309.0,91.57911703,1,898;913;924,,"Anhui Sheng, Jiangsu Sheng, Sichuan Sheng (Adm1)."
2015-9328-CHN,2015,9328,,Natural,Climatological,Drought,Drought,,,China,CHN,Eastern Asia,Asia,"Hebei Sheng, Shanxi Sheng, Nei Mongol Zizhiqu, Liaoning Sheng, Jilin Sheng, Heilongjiang Sheng, Shandong Sheng, Yunnan Sheng, Shaanxi, Ningxia Huizu Zizhiqu provinces",,,,,,,,,Km2,,,,,2015,5.0,,2015,10.0,,,,,,,,,444000.0,484827.0,2464000.0,2690570.0,91.57911703,1,907;908;915;916;917;918;920;921;923;929,,"Hebei Sheng, Heilongjiang Sheng, Jilin Sheng, Liaoning Sheng, Nei Mongol Zizhiqu, Ningxia Huizu Zizhiqu, Shaanxi Sheng, Shandong Sheng, Shanxi Sheng, Yunnan Sheng (Adm1)."
2015-0220-CHN,2015,220,,Natural,Hydrological,Flood,,,,China,CHN,Eastern Asia,Asia,"Guizhou Sheng, Chongqing Shi, Jiangsu Sheng, Fujian Sheng provinces",Mei-Yu rains,,,,,,,,Km2,,,,,2015,5.0,28.0,2015,6.0,1.0,17.0,,60000.0,,60000.0,,,,,500000.0,545976.0,91.57911703,1,900;901;905;913,,"Chongqing Shi, Fujian Sheng, Guizhou Sheng, Jiangsu Sheng (Adm1)."
2016-9369-CHN,2016,9369,,Natural,Climatological,Drought,Drought,,,China,CHN,Eastern Asia,Asia,"Jilin Sheng, Heilongjiang Sheng, Shanxi Sheng, Gansu Sheng, Ningxia Huizu Zizhiqu, Nei Mongol Zizhiqu provinces",High temperature and reduced rainfall,Water shortage,Heat wave,,,,,,Km2,,,,,2016,6.0,,2016,8.0,,,,10000000.0,,10000000.0,,,1100000.0,1186182.0,3000000.0,3235043.0,92.73447917,1,902;908;915;917;918;923,,"Gansu Sheng, Heilongjiang Sheng, Jilin Sheng, Nei Mongol Zizhiqu, Ningxia Huizu Zizhiqu, Shanxi Sheng (Adm1)."
2016-0241-CHN,2016,241,,Natural,Hydrological,Flood,,,,China,CHN,Eastern Asia,Asia,"Jiangsu, Anhui, Jiangxi, Henan, Hubei, Hunan, Guangxi, Chogqing, Sichuan, Guizhou, Yunnan",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,720844.0,Km2,27.976,114.24,,Yangtze river,2016,6.0,28.0,2016,7.0,13.0,289.0,,60000000.0,,60000000.0,,,432000.0,465846.0,22000000.0,23723646.0,92.73447917,1,898;900;904;905;909;911;912;913;914;924;929,,"Anhui Sheng, Chongqing Shi, Guangxi Zhuangzu Zizhiqu, Guizhou Sheng, Henan Sheng, Hubei Sheng, Hunan Sheng, Jiangsu Sheng, Jiangxi Sheng, Sichuan Sheng, Yunnan Sheng (Adm1)."
2017-0169-CHN,2017,169,,Natural,Hydrological,Flood,Riverine flood,,,China,CHN,Eastern Asia,Asia,"Fujian, Jiangxi, Hunan, Guangdong, Guizhou, Hubei, Sichuan, Chongqing, Guangxi",,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2017,5.0,31.0,2017,6.0,5.0,1.0,,25200.0,3300.0,28500.0,,,,,107000.0,112977.0,94.70984073,1,900;901;903;904;905;911;912;914;924,,"Chongqing Shi, Fujian Sheng, Guangdong Sheng, Guangxi Zhuangzu Zizhiqu, Guizhou Sheng, Hubei Sheng, Hunan Sheng, Jiangxi Sheng, Sichuan Sheng (Adm1)."
2017-0245-CHN,2017,245,,Natural,Hydrological,Flood,,,,China,CHN,Eastern Asia,Asia,"Hunan, Anhui, Chongqing, Guangdong, Guangxi, Guizhou, Hubei, Jiangxi, Sichuan, Yunnan, Zhejiang",Heavy seasonal rains (Mei-yu),"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,Xiangjiang River,2017,6.0,22.0,2017,7.0,7.0,78.0,8.0,12000000.0,,12000008.0,,,250000.0,263964.0,6000000.0,6335139.0,94.70984073,1,898;900;903;904;905;911;912;914;924;929;930,,"Anhui Sheng, Chongqing Shi, Guangdong Sheng, Guangxi Zhuangzu Zizhiqu, Guizhou Sheng, Hubei Sheng, Hunan Sheng, Jiangxi Sheng, Sichuan Sheng, Yunnan Sheng, Zhejiang Sheng (Adm1)."
2017-9206-CHN,2017,9206,,Natural,Climatological,Drought,Drought,,,China,CHN,Eastern Asia,Asia,"Northeast China, North China Plain, Inner Mongolia, Hebei, Liaoning","Lack of rain, dry conditions.",,,,,Yes,,,Km2,,,,,2017,4.0,,2017,6.0,,,,2000000.0,,2000000.0,,,,,122000.0,128814.0,94.70984073,1,907;916;917,,"Hebei Sheng, Liaoning Sheng, Nei Mongol Zizhiqu (Adm1)."
2017-0398-CHN,2017,398,,Natural,Hydrological,Flood,,,,China,CHN,Eastern Asia,Asia,"Loess Plateau, Southern Shaanxi (Xianyang, Hanzhong, Ankang), western Hubei (Suizhou and Guangshui cities), southern Sichuan, northern portions of Chongqing (Kaizhou, Yunyang)",Heavy rains,,,,,,,283444.0,Km2,29.612,113.645,,,2017,9.0,24.0,2017,10.0,7.0,16.0,,53100.0,8400.0,61500.0,,,,,361000.0,381164.0,94.70984073,1,900;911;920;924,,"Chongqing Shi, Hubei Sheng, Shaanxi Sheng, Sichuan Sheng (Adm1)."
2018-0282-CHN,2018,282,,Natural,Hydrological,Flood,Riverine flood,,,China,CHN,Eastern Asia,Asia,,,Storm,,,,,,,Km2,,,,Yangtze River basin,2018,6.0,28.0,2018,7.0,5.0,11.0,,36000.0,,36000.0,,,,,278000.0,286530.0,97.02312922,,,,
2018-0198-CHN,2018,198,,Natural,Hydrological,Flood,,,,China,CHN,Eastern Asia,Asia,"Sichuan, Gansu, Chongqing, Hubei, Jiangsu, Guizhou, Anhui, Shaanxi, Henan, Fujian",,Storm,,,,,,,Km2,,,,Yangtze River Basin,2018,5.0,5.0,2018,7.0,31.0,112.0,,450000.0,,450000.0,,,,,1750000.0,1803694.0,97.02312922,1,898;900;901;902;905;909;911;913;920;924,,"Anhui Sheng, Chongqing Shi, Fujian Sheng, Gansu Sheng, Guizhou Sheng, Henan Sheng, Hubei Sheng, Jiangsu Sheng, Shaanxi Sheng, Sichuan Sheng (Adm1)."
2018-0369-CHN,2018,369,,Natural,Hydrological,Flood,,,,China,CHN,Eastern Asia,Asia,,,,,,,,,,Km2,,,,,2018,8.0,29.0,2018,9.0,5.0,18.0,,11400.0,,11400.0,,,,,790000.0,814239.0,97.02312922,,,,
2019-0469-CHN,2019,469,,Natural,Hydrological,Flood,Riverine flood,,,China,CHN,Eastern Asia,Asia,Heilongjiang province,Heavy rains,,,,,,,,Km2,,,,Ashi River,2019,7.0,29.0,2019,8.0,1.0,,,11400.0,,11400.0,,,,,315000.0,318886.0,98.78144827,1,908,,Heilongjiang Sheng (Adm1).
2019-0209-CHN,2019,209,,Natural,Hydrological,Flood,,,,China,CHN,Eastern Asia,Asia,"Yunnan, Guizhou, Guangxi, Hunan, Guangdong, Jiangxi, Zhejiang, Fujian, Chongqing provinces",Heavy rains,,,,,,,,Km2,,,,,2019,6.0,13.0,2019,7.0,1.0,300.0,,4500000.0,,4500000.0,,,700000.0,708635.0,6200000.0,6276482.0,98.78144827,1,900;901;903;904;905;912;914;929;930,,"Chongqing Shi, Fujian Sheng, Guangdong Sheng, Guangxi Zhuangzu Zizhiqu, Guizhou Sheng, Hunan Sheng, Jiangxi Sheng, Yunnan Sheng, Zhejiang Sheng (Adm1)."
2020-0276-CHN,2020,276,,Natural,Hydrological,Flood,,,,China,CHN,Eastern Asia,Asia,Mianning county (Sichuan province),,,,,,,,,Km2,,,,Yangtze river,2020,6.0,30.0,2020,7.0,5.0,22.0,,10000000.0,,10000000.0,,,,,,,100.0,2,,13272,Liangshan Yi (Adm2).
2020-0322-CHN,2020,322,,Natural,Hydrological,Flood,,,,China,CHN,Eastern Asia,Asia,"Anhui, Hubei, Chongqing,Guangxi Zhuang Autonomous Region, Guangdong, Hunan, Guizhou, Yunnan, Jiangxi, Zhejiang, Fujian provinces",Torrential rains,,,,,,,,Km2,,,,Yangtze River Basin,2020,5.0,21.0,2020,7.0,30.0,280.0,,4200000.0,,4200000.0,,,350000.0,350000.0,17000000.0,17000000.0,100.0,1,898;900;901;903;904;905;911;912;914;929;930,,"Anhui Sheng, Chongqing Shi, Fujian Sheng, Guangdong Sheng, Guangxi Zhuangzu Zizhiqu, Guizhou Sheng, Hubei Sheng, Hunan Sheng, Jiangxi Sheng, Yunnan Sheng, Zhejiang Sheng (Adm1)."
