Dis No,Year,Seq,Glide,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damages ('000 US$),"Insured Damages, Adjusted ('000 US$)",Total Damages ('000 US$),"Total Damages, Adjusted ('000 US$)",CPI,Adm Level,Admin1 Code,Admin2 Code,Geo Locations
2006-9741-CHN,2006,9741,,Natural,Climatological,Drought,Drought,,,China,CHN,Eastern Asia,Asia,"Sichuan Sheng, Chongqing Shi, Guizhou Sheng, Zhejiang Sheng, Anhui Sheng, Jiangxi Sheng, Hunan Sheng, Hubei Sheng provinces",,Heat wave,,,,,,,Km2,,,,,2006,5.0,1.0,2006,9.0,10.0,134.0,,18000000.0,,18000000.0,,,,,2910000.0,3735971.0,77.89139999,1,898;900;905;911;912;914;924;930,,"Anhui Sheng, Chongqing Shi, Guizhou Sheng, Hubei Sheng, Hunan Sheng, Jiangxi Sheng, Sichuan Sheng, Zhejiang Sheng (Adm1)."
2006-0250-CHN,2006,250,,Natural,Hydrological,Flood,Riverine flood,,,China,CHN,Eastern Asia,Asia,Guizhou Sheng province,Heavy rains,,,,,,,175200.0,Km2,26.92,106.58,,,2006,4.0,21.0,2006,5.0,15.0,22.0,,36900.0,,36900.0,,,,,36000.0,46218.0,77.89139999,1,905,,Guizhou Sheng (Adm1).
2007-0268-CHN,2007,268,,Natural,Hydrological,Flood,Riverine flood,,,China,CHN,Eastern Asia,Asia,"Sichuan Sheng, Anhui Sheng, Hubei Sheng, Shaanxi Sheng, Henan Sheng, Jiangsu Sheng, Shandong Sheng provinces",Heavy rain,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2007,6.0,15.0,2007,7.0,,535.0,4000.0,105000000.0,,105004000.0,,,,,4425655.0,5524239.0,80.11339326,1,898;909;911;913;920;921;924,,"Anhui Sheng, Henan Sheng, Hubei Sheng, Jiangsu Sheng, Shaanxi Sheng, Shandong Sheng, Sichuan Sheng (Adm1)."
2007-0313-CHN,2007,313,,Natural,Hydrological,Flood,Riverine flood,,,China,CHN,Eastern Asia,Asia,"Tengchong Xian area (Baoshan district, Yunnan Sheng province), Fuyuan Xian area (Qujing district, Yunnan Sheng province), Yuanjiang Hani-Yi-Dai Zizhi area (Yuxi district, Yunnan Sheng province), Pu'er, Dehong Dai and Jingpo, Lincang districts (Yunnan Sheng province)",Heavy rain,"Slide (land, mud, snow, rock)",,,,,,165100.0,Km2,24.1,100.16,,,2007,7.0,18.0,2007,8.0,3.0,170.0,,386000.0,,386000.0,,,,,40000.0,49929.0,80.11339326,2,,13304;13305;13310;13313;13314;13318,"Baoshan, Dehong Dai and Jingpo, Lincang, Pu'er, Qujing, Yuxi (Adm2)."
2007-0315-CHN,2007,315,FL-2007-000112,Natural,Hydrological,Flood,Riverine flood,,,China,CHN,Eastern Asia,Asia,"Luntai Xian, Ruoqiang Xian areas (Bayin'gholin Mongol district, Xinjiang Uygur Zizhiqu province), Huocheng Xian area (Ili Kazakh district, Xinjiang Uygur Zizhiqu province), Kanas, Burqin areas (Altay district, Xinjiang Uygur Zizhiqu province), Changji Hui, Hami, Urumqi districts (Xinjiang Uygur Zizhiqu province)",Heavy rain,"Slide (land, mud, snow, rock)",,,,,,812700.0,Km2,43.09,88.21,,,2007,7.0,14.0,2007,8.0,3.0,29.0,,350000.0,,350000.0,,,,,80000.0,99858.0,80.11339326,2,,13280;13283;13284;13286;13292;13294,"??r??mqi, Altay, Bayin'gholin Mongol, Changji Hui, Hami, Ili Kazakh (Adm2)."
2007-0333-CHN,2007,333,,Natural,Hydrological,Flood,Riverine flood,,,China,CHN,Eastern Asia,Asia,"Lushi Xian area (Sanmenxia district, Henan Sheng province)",Heavy rain,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2007,7.0,29.0,2007,8.0,3.0,96.0,,,30000.0,30000.0,,,,,,,80.11339326,2,,13110,Sanmenxia (Adm2).
2007-0401-CHN,2007,401,,Natural,Hydrological,Flood,Riverine flood,,,China,CHN,Eastern Asia,Asia,Ankang district (Shaanxi Sheng province),Heavy rain,"Slide (land, mud, snow, rock)",,,,,,5690.0,Km2,-1.8,116.72,,,2007,8.0,31.0,2007,9.0,2.0,11.0,,,17500.0,17500.0,,,,,26000.0,32454.0,80.11339326,2,,13222,Ankang (Adm2).
2007-0296-CHN,2007,296,,Natural,Hydrological,Flood,Flash flood,,,China,CHN,Eastern Asia,Asia,Hubei Sheng province,Torrential rains,,,,,,,,Km2,,,,,2007,6.0,29.0,2007,7.0,1.0,9.0,,,,,,,,,,,80.11339326,1,911,,Hubei Sheng (Adm1).
2007-0448-CHN,2007,448,,Natural,Hydrological,Flood,Riverine flood,,,China,CHN,Eastern Asia,Asia,Ankang district (Shaanxi Sheng province),Heavy rain,,,,,,,4380.0,Km2,32.78,108.87,,,2007,8.0,31.0,2007,9.0,2.0,11.0,,,17500.0,17500.0,,,,,26000.0,32454.0,80.11339326,2,,13222,Ankang (Adm2).
2008-0212-CHN,2008,212,FF-2008-000072,Natural,Hydrological,Flood,Riverine flood,,,China,CHN,Eastern Asia,Asia,"Guizhou Sheng, Hubei Sheng, Guangxi Zhuangzu Zizhiqu, Hunan Sheng, Jiangxi Sheng, Guangdong Sheng, Sichuan Sheng, Chongquing Shi, Shaanxi Sheng provinces",Torrential rains,"Slide (land, mud, snow, rock)",,,,,,106000.0,Km2,,,,,2008,5.0,27.0,2008,6.0,5.0,64.0,166.0,538000.0,,538166.0,,,,,,,83.18902296,1,900;903;904;905;911;912;914;920;924,,"Chongqing Shi, Guangdong Sheng, Guangxi Zhuangzu Zizhiqu, Guizhou Sheng, Hubei Sheng, Hunan Sheng, Jiangxi Sheng, Shaanxi Sheng, Sichuan Sheng (Adm1)."
2008-0507-CHN,2008,507,,Natural,Hydrological,Flood,Riverine flood,,,China,CHN,Eastern Asia,Asia,"Yunnan Sheng, Guangxi Zhuangzu Zizhiqu provinces",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2008,10.0,31.0,2008,11.0,4.0,67.0,,411000.0,,411000.0,,,,,29000.0,34860.0,83.18902296,1,904;929,,"Guangxi Zhuangzu Zizhiqu, Yunnan Sheng (Adm1)."
2008-0020-CHN,2008,20,DR-2008-000085,Natural,Meteorological,Extreme temperature,Severe winter conditions,,,China,CHN,Eastern Asia,Asia,"Zhejiang Sheng, Sichuan Sheng, Anhui Sheng, Hubei Sheng, Hunan Sheng, Guizhou Sheng, Guangxi Zhuangzu Zizhiqu, Jiangxi Sheng provinces, Shanghai city (Shanghai Shi province)",,Cold wave,,Yes,,,1454.0,,°C,,,,,2008,1.0,10.0,2008,2.0,5.0,129.0,,77000000.0,,77000000.0,,,1600000.0,1923331.0,21100000.0,25363923.0,83.18902296,1,898;904;905;911;912;914;922;924;930,,"Anhui Sheng, Guangxi Zhuangzu Zizhiqu, Guizhou Sheng, Hubei Sheng, Hunan Sheng, Jiangxi Sheng, Shanghai Shi, Sichuan Sheng, Zhejiang Sheng (Adm1)."
2008-0292-CHN,2008,292,,Natural,Meteorological,Storm,Tropical cyclone,,"Tropical Storm ""Fung-Wong"" (Igme)",China,CHN,Eastern Asia,Asia,"Yuexi Xian area (Anqing district, Anhui Sheng province), Jinzhai Xian area (Lu'an district, Anhui Sheng province), Fuzhou, Quanzhou, Putian districts (Fujian Sheng province), Wenzhou district (Zhejiang Sheng province ), Jiujiang district (Jiangxi Sheng province)",,Flood,,,,,,155.0,Kph,32.56,114.41,,,2008,7.0,28.0,2008,8.0,8.0,1.0,6.0,93000.0,,93006.0,,,,,73000.0,87752.0,83.18902296,2,,12991;12996;13005;13007;13009;13160;13321,"Anqing, Fuzhou, Jiujiang, Lu'an, Putian, Quanzhou, Wenzhou (Adm2)."
2008-9662-CHN,2008,9662,,Natural,Climatological,Drought,Drought,,,China,CHN,Eastern Asia,Asia,"Henan Sheng, Anhui Sheng, Shanxi Sheng, Shaanxi Sheng, Shandong Sheng, Hubei Sheng, Gansu Sheng, Hebei Sheng, Jiangsu Sheng provinces",,,,,,Yes,,,Km2,,,,,2008,11.0,,2009,2.0,,,,3700000.0,,3700000.0,,,,,234000.0,281287.0,83.18902296,1,898;902;907;909;911;913;920;921;923,,"Anhui Sheng, Gansu Sheng, Hebei Sheng, Henan Sheng, Hubei Sheng, Jiangsu Sheng, Shaanxi Sheng, Shandong Sheng, Shanxi Sheng (Adm1)."
2009-0378-CHN,2009,378,,Natural,Hydrological,Flood,Riverine flood,,,China,CHN,Eastern Asia,Asia,"Changning area (Yibin district, Sichuan Sheng province)",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,81300.0,Km2,26.62,105.15,,,2009,8.0,28.0,2009,9.0,1.0,12.0,,118000.0,,118000.0,,,,,,,82.89324989,2,,13266,Yibin (Adm2).
2009-0613-CHN,2009,613,,Natural,Hydrological,Flood,Riverine flood,,,China,CHN,Eastern Asia,Asia,"Panzhihua city (Panzhihua district, Sichuan Sheng province), Guizhou Sheng, Jiangxi Sheng provinces",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,201100.0,Km2,30.86,101.18,,,2009,7.0,26.0,2009,8.0,4.0,20.0,38.0,,,38.0,,,,,33000.0,39810.0,82.89324989,1;2,905;914,13257,"Guizhou Sheng, Jiangxi Sheng (Adm1). Panzhihua (Adm2)."
2009-9655-CHN,2009,9655,,Natural,Climatological,Drought,Drought,,,China,CHN,Eastern Asia,Asia,"Yunnan Sheng, Guizhou Sheng, Sichuan Sheng, Guangxi Zhuangzu Zizhiqu, Chongqing Shi provinces",Low precipitations,Water shortage,,,,,,,Km2,,,,,2009,10.0,,2010,5.0,,,,60000000.0,,60000000.0,,,,,3600000.0,4342935.0,82.89324989,1,900;904;905;924;929,,"Chongqing Shi, Guangxi Zhuangzu Zizhiqu, Guizhou Sheng, Sichuan Sheng, Yunnan Sheng (Adm1)."
2009-0219-CHN,2009,219,,Natural,Hydrological,Flood,Riverine flood,,,China,CHN,Eastern Asia,Asia,"Jiangxi Sheng, Hubei Sheng, Hunan Sheng, Guangdong Sheng provinces",Heavy rains,,,,,,,,Km2,,,,,2009,4.0,1.0,2009,6.0,8.0,49.0,,5630000.0,,5630000.0,,,,,,,82.89324989,1,903;911;912;914,,"Guangdong Sheng, Hubei Sheng, Hunan Sheng, Jiangxi Sheng (Adm1)."
2009-0181-CHN,2009,181,,Technological,Technological,Industrial accident,Other,,Atmospheric pollution,China,CHN,Eastern Asia,Asia,Jilin province,,,,,No,No,,,m3,,,,,2009,4.0,,2009,5.0,,,161.0,,,161.0,,,,,,,82.89324989,,,,
2009-9283-CHN,2009,9283,,Natural,Climatological,Drought,Drought,,,China,CHN,Eastern Asia,Asia,"Chaiyang, Fuxin, Jinzhou, Huludao districts (Liaoning Sheng province)",,,,,,,,,Km2,,,,,2009,6.0,,2009,7.0,,,,160000.0,,160000.0,,,,,,,82.89324989,2,,13183;13185;13189;13190,"Chaoyang, Fuxin, Huludao, Jinzhou (Adm2)."
2010-0239-CHN,2010,239,FL-2010-000122,Natural,Hydrological,Flood,Riverine flood,,,China,CHN,Eastern Asia,Asia,"Ankang, Hanzhong, Shangluo districts (Shaanxi Sheng province), Fujian Sheng, Sichuan Sheng, Guangxi Zhuangzu Zizhiqu, Zhejiang Sheng, Hunan Sheng, Guangdong Sheng, Guizhou Sheng, Hubei Sheng, Yunnan Sheng, Henan Sheng, Jilin Sheng, Anhui Sheng, Jiangsu Sheng, Chongqing Shi, Shangai Shi, Gansu Sheng provinces",Heavy monsoonal rains,"Slide (land, mud, snow, rock)",,Yes,,,,,Km2,,,,,2010,5.0,29.0,2010,8.0,31.0,1691.0,,134000000.0,,134000000.0,,,61000.0,72401.0,18000000.0,21364292.0,84.25273272,1;2,898;900;901;902;903;904;905;909;911;912;913;914;915;922;924;929;930,13221;13222;13223,"Anhui Sheng, Chongqing Shi, Fujian Sheng, Gansu Sheng, Guangdong Sheng, Guangxi Zhuangzu Zizhiqu, Guizhou Sheng, Henan Sheng, Hubei Sheng, Hunan Sheng, Jiangsu Sheng, Jiangxi Sheng, Jilin Sheng, Shanghai Shi, Sichuan Sheng, Yunnan Sheng, Zhejiang Sheng (Adm1). Ankang, Hanzhong, Shangluo (Adm2)."
2010-9701-CHN,2010,9701,,Natural,Climatological,Drought,Drought,,,China,CHN,Eastern Asia,Asia,"Anhui Sheng, Gansu Sheng, Henan Sheng, Hebei Sheng, Jiangsu Sheng, Shaanxi Sheng, Shandong Sheng, Shanxi Sheng provinces",,Water shortage,,,,,,,Km2,,,,,2010,12.0,,2011,5.0,,,,35000000.0,,35000000.0,,,,,2370000.0,2812965.0,84.25273272,1,898;902;907;909;913;920;921;923,,"Anhui Sheng, Gansu Sheng, Hebei Sheng, Henan Sheng, Jiangsu Sheng, Shaanxi Sheng, Shandong Sheng, Shanxi Sheng (Adm1)."
2010-0344-CHN,2010,344,,Natural,Hydrological,Flood,Riverine flood,,,China,CHN,Eastern Asia,Asia,Jilin Sheng province,Heavy rains,,,,,,,,Km2,,,,,2010,6.0,,2010,8.0,,152.0,,6000000.0,,6000000.0,,,,,,,84.25273272,1,915,,Jilin Sheng (Adm1).
2010-0216-CHN,2010,216,,Natural,Hydrological,Landslide,Landslide,,,China,CHN,Eastern Asia,Asia,Guangxi Zhuangzu Zizhiqu province,Heavy rains,,,,,,,,,,,,,2010,5.0,30.0,2010,6.0,3.0,52.0,,2100000.0,,2100000.0,,,,,,,84.25273272,1,904,,Guangxi Zhuangzu Zizhiqu (Adm1).
2011-0379-CHN,2011,379,,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon Pedring (Nesat),China,CHN,Eastern Asia,Asia,"Guangxi Zhuangzu Zizhiqu, Hainan Sheng provinces",,Flood,,,,,,,Kph,,,,,2011,9.0,29.0,2011,10.0,3.0,3.0,,1000000.0,,1000000.0,,,,,219000.0,251978.0,86.91246502,1,904;906,,"Guangxi Zhuangzu Zizhiqu, Hainan Sheng (Adm1)."
2011-0421-CHN,2011,421,,Natural,Hydrological,Flood,Riverine flood,,,China,CHN,Eastern Asia,Asia,"Beijing Shi, Shanxi Sheng, Nei Mongol Zizhiqu, Jilin Sheng, Heilongjiang Sheng, Jiangsu Sheng, Henan Sheng, Yunnan Sheng, Xinjinag Uygur Zizhiqu",Monsoonal rain,,,,,,,1215862.0,Km2,37.417,109.53,,,2011,8.0,1.0,2011,9.0,8.0,22.0,,3800000.0,,3800000.0,,,,,,,86.91246502,1,899;908;909;913;915;917;923;927;929,,"Beijing Shi, Heilongjiang Sheng, Henan Sheng, Jiangsu Sheng, Jilin Sheng, Nei Mongol Zizhiqu, Shanxi Sheng, Xinjiang Uygur Zizhiqu, Yunnan Sheng (Adm1)."
2012-0173-CHN,2012,173,FL-2012-000117,Natural,Hydrological,Flood,Riverine flood,,,China,CHN,Eastern Asia,Asia,"Nei Mongol Zizhiqu, Zheijiang Sheng, Fujian Sheng, Jiangxi Sheng, Hubei Sheng, Hunan Sheng, Guangdong Sheng, Guangxi Zhuangzu Zizhiqu, Chongqing Shi, Sichuan Sheng, Guizhou Sheng, Shaanxi Sheng, Shandong Sheng provinces",Monsoonal rain,"Slide (land, mud, snow, rock)",,,,,,2643786.0,Km2,33.4553,106.94,,,2012,6.0,22.0,2012,7.0,2.0,91.0,,17440000.0,,17440000.0,,,125000.0,140907.0,1200000.0,1352708.0,88.71096898,1,900;901;903;904;905;911;912;914;917;920;921;924;930,,"Chongqing Shi, Fujian Sheng, Guangdong Sheng, Guangxi Zhuangzu Zizhiqu, Guizhou Sheng, Hubei Sheng, Hunan Sheng, Jiangxi Sheng, Nei Mongol Zizhiqu, Shaanxi Sheng, Shandong Sheng, Sichuan Sheng, Zhejiang Sheng (Adm1)."
2012-0197-CHN,2012,197,FL-2012-000117,Natural,Hydrological,Flood,Riverine flood,,,China,CHN,Eastern Asia,Asia,"Min Xian, Zhang Xian, Weiyuan Xian areas (Dingxi district, Gansu Sheng province), Hunan Sheng, Jiangxi provinces",Torrential rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2012,4.0,28.0,2012,5.0,15.0,132.0,,13119000.0,,13119000.0,,,,,2500000.0,2818141.0,88.71096898,1;2,912;914,13022,"Hunan Sheng, Jiangxi Sheng (Adm1). Dingxi (Adm2)."
2012-0581-CHN,2012,581,,Natural,Hydrological,Flood,Riverine flood,,,China,CHN,Eastern Asia,Asia,"Suihua, Harbin districts (Heilongjiang Sheng province), Nei Mongol Zizhiqu, Shanxi Sheng,",Heavy rain,,,,,,,,Km2,,,,,2012,7.0,27.0,2012,8.0,2.0,70.0,,500000.0,,500000.0,,,,,800000.0,901805.0,88.71096898,1;2,917;923,13086;13097,"Nei Mongol Zizhiqu, Shanxi Sheng (Adm1). Harbin, Suihua (Adm2)."
2013-0257-CHN,2013,257,,Natural,Hydrological,Flood,Riverine flood,,,China,CHN,Eastern Asia,Asia,"Meijia village (Tongnan area, Name Unknown district, Chongqing Shi province), Huilongzhen village (Qionglai Shi area, Chengdu district, Sichuan Sheng province), Shimian Xian, Ya'an Shi areas (Ya'an district, Sichuan Sheng province), Qingchuan Xian area (Guangyuan district, Sichuan Sheng province), Ordos city (Ordos district, Nei Mongol Zizhiqu province), Anhui Sheng, Hubei Sheng, Hebei Sheng, Shanxi Sheng, Zheijiang Sheng provinces",,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2013,6.0,29.0,2013,7.0,3.0,55.0,,625000.0,,625000.0,,,,,1400000.0,1555375.0,90.01044002,1;2,898;907;911;923;930,13003;13200;13255;13261;13269,"Anhui Sheng, Hebei Sheng, Hubei Sheng, Shanxi Sheng, Zhejiang Sheng (Adm1). Chengdu, Guangyuan, Name Unknown, Ordos, Ya'an (Adm2)."
2013-0317-CHN,2013,317,,Natural,Hydrological,Flood,Riverine flood,,,China,CHN,Eastern Asia,Asia,"Heilongjiang Sheng, Jilin Sheng, Liaoning Sheng provinces",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2013,8.0,12.0,2013,9.0,5.0,118.0,,1075000.0,,1075000.0,,,406000.0,451059.0,4960000.0,5510472.0,90.01044002,1,908;915;916,,"Heilongjiang Sheng, Jilin Sheng, Liaoning Sheng (Adm1)."
2013-0264-CHN,2013,264,,Natural,Hydrological,Flood,Riverine flood,,,China,CHN,Eastern Asia,Asia,Shandong Sheng provinces,Heavy rains and thunderstorms,,,,,,,,Km2,,,,,2013,7.0,25.0,2013,8.0,1.0,10.0,,125000.0,,125000.0,,,,,571000.0,634371.0,90.01044002,1,921,,Shandong Sheng (Adm1).
2013-0567-CHN,2013,567,,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,China,CHN,Eastern Asia,Asia,"Jiangxi Sheng, Guangxi Zhuangzu Zizhiqu provinces",,,,,,,,,Kph,,,,,2013,4.0,28.0,2013,5.0,2.0,12.0,,217000.0,,217000.0,,,,,154000.0,171091.0,90.01044002,1,904;914,,"Guangxi Zhuangzu Zizhiqu, Jiangxi Sheng (Adm1)."
2013-0582-CHN,2013,582,,Natural,Meteorological,Extreme temperature,Heat wave,,,China,CHN,Eastern Asia,Asia,Shanghai Shi province,,,,,,,,,°C,,,,,2013,7.0,1.0,2013,8.0,15.0,40.0,,,,,,,,,,,90.01044002,1,922,,Shanghai Shi (Adm1).
2013-9062-CHN,2013,9062,,Natural,Climatological,Drought,Drought,,,China,CHN,Eastern Asia,Asia,"Yunnan Sheng, Sichuan Sheng, Shaanxi Sheng, Qinghai Sheng, Shanxi Sheng, Gansu Sheng provinces",,,,,,,,,Km2,,,,,2013,1.0,,2013,7.0,,,,5000000.0,,5000000.0,,,,,,,90.01044002,1,902;919;920;923;924;929,,"Gansu Sheng, Qinghai Sheng, Shaanxi Sheng, Shanxi Sheng, Sichuan Sheng, Yunnan Sheng (Adm1)."
