disaster_key,country,start_year,start_month,start_day,end_year,end_month,end_day,disaster_group,disaster_subgroup,disaster_type,disaster_subtype,total_affected,total_disaster_deaths
2019-0248-IND,India,2019,5,24,2019,5,24,Technological,Technological,Miscellaneous accident,Fire,,20
2019-0383-IND,India,2019,8,12,2019,8,15,Natural,Hydrological,Flood,,17500,32
2019-0574-IND,India,2019,11,29,2019,12,4,Natural,Hydrological,Flood,,25000,27
2019-0603-IND,India,2019,12,8,2019,12,8,Technological,Technological,Industrial accident,,16,43
2020-0206-IND,India,2020,5,24,2020,5,26,Natural,Hydrological,Flood,,30002,1
2020-0304-IND,India,2020,6,,2020,8,16,Natural,Hydrological,Flood,,1300000,1922
2020-0524-IND,India,2020,11,25,2020,11,26,Natural,Meteorological,Storm,Tropical cyclone,,14
2020-0057-IND,India,2020,1,11,2020,1,14,Natural,Meteorological,Storm,Convective storm,,11
2020-0220-IND,India,2020,5,27,2020,6,2,Natural,Hydrological,Landslide,Landslide,155850,21
2020-0332-IND,India,2020,8,7,2020,8,7,Natural,Hydrological,Landslide,Landslide,,70
2020-0211-IND,India,2020,5,20,2020,5,20,Natural,Meteorological,Storm,Tropical cyclone,18000000,90
2020-0217-IND,India,2020,6,3,2020,6,3,Natural,Meteorological,Storm,Tropical cyclone,7500,6
2020-0335-IND,India,2020,8,7,2020,8,7,Technological,Technological,Transport accident,Air,120,18
2020-0038-IND,India,2020,1,28,2020,1,29,Technological,Technological,Transport accident,Road,32,26
2020-0189-IND,India,2020,5,8,2020,5,8,Technological,Technological,Transport accident,Rail,,14
2020-0525-IND,India,2020,11,3,2020,11,3,Technological,Technological,Industrial accident,Explosion,9,12
2020-0170-IND,India,2020,5,7,2020,5,7,Technological,Technological,Industrial accident,Gas leak,316,11
2020-0435-IND,India,2020,9,21,2020,9,21,Technological,Technological,Miscellaneous accident,Collapse,,44
2020-0198-IND,India,2020,5,10,2020,5,13,Natural,Hydrological,Flood,,,29
2020-0249-IND,India,2020,6,1,2020,6,9,Natural,Hydrological,Flood,,5000,
2020-0446-IND,India,2020,10,1,2020,10,26,Natural,Hydrological,Flood,,150000,152
2004-0515-CHN,China,2005,1,1,2007,6,4,Natural,Biological,Epidemic,Viral disease,9,16
2005-0123-CHN,China,2005,3,3,2005,3,12,Natural,Meteorological,Storm,,8000000,36
2005-0002-CHN,China,2005,1,3,2005,1,3,Technological,Technological,Transport accident,Road,41,54
2005-0007-CHN,China,2005,1,6,2005,1,6,Technological,Technological,Transport accident,Road,19,28
2005-0096-CHN,China,2005,3,8,2005,3,8,Technological,Technological,Transport accident,Road,5,12
2005-0121-CHN,China,2005,3,17,2005,3,17,Technological,Technological,Transport accident,Road,7,30
2005-0018-CHN,China,2005,1,11,2005,1,11,Technological,Technological,Industrial accident,Explosion,9,25
2005-0085-CHN,China,2005,2,14,2005,2,14,Technological,Technological,Industrial accident,Explosion,29,214
2005-0099-CHN,China,2005,3,9,2005,3,9,Technological,Technological,Industrial accident,Explosion,,29
2005-0118-CHN,China,2005,3,17,2005,3,17,Technological,Technological,Industrial accident,Explosion,,19
2005-0125-CHN,China,2005,3,15,2005,3,15,Technological,Technological,Industrial accident,Explosion,1,18
2005-0128-CHN,China,2005,3,19,2005,3,19,Technological,Technological,Industrial accident,Explosion,,69
2005-0152-CHN,China,2005,2,15,2005,2,15,Technological,Technological,Industrial accident,Explosion,15,22
2005-0094-CHN,China,2005,3,2,2005,3,2,Technological,Technological,Miscellaneous accident,Collapse,,20
2005-0145-CHN,China,2005,2,28,2005,2,28,Natural,Meteorological,Storm,,2481,1
2005-0419-CHN,China,2005,7,30,2005,8,4,Natural,Meteorological,Storm,Tropical cyclone,1240000,10
2005-0510-CHN,China,2005,9,11,2005,9,13,Natural,Meteorological,Storm,Tropical cyclone,1350008,25
2005-0188-CHN,China,2005,4,8,2005,4,8,Natural,Meteorological,Storm,,458855,19
2005-0492-CHN,China,2005,9,1,2005,9,1,Natural,Meteorological,Storm,Tropical cyclone,19624000,159
2005-0565-CHN,China,2005,10,2,2005,10,2,Natural,Meteorological,Storm,Tropical cyclone,2460000,95
2005-9745-CHN,China,2005,10,,2005,,,Natural,Climatological,Drought,Drought,174000,
2005-0334-CHN,China,2005,6,28,2005,7,10,Natural,Hydrological,Flood,Riverine flood,11230230,58
2005-0344-CHN,China,2005,6,19,2005,6,30,Natural,Hydrological,Flood,Riverine flood,16700000,235
2005-0474-CHN,China,2005,8,14,2005,9,5,Natural,Hydrological,Flood,Riverine flood,14500,28
2005-0730-CHN,China,2005,6,17,2005,6,25,Natural,Hydrological,Flood,Riverine flood,650000,19
2005-0505-CHN,China,2005,7,21,2005,7,22,Natural,Hydrological,Flood,Riverine flood,23,16
2005-0311-CHN,China,2005,6,10,2005,6,10,Natural,Meteorological,Storm,Convective storm,214,9
2005-0312-CHN,China,2005,5,31,2005,5,31,Natural,Meteorological,Storm,Convective storm,90000,
2005-0395-CHN,China,2005,6,13,2005,6,14,Natural,Meteorological,Storm,,825223,8
2005-0540-CHN,China,2005,9,26,2005,9,26,Natural,Meteorological,Storm,Tropical cyclone,5719000,25
2005-0381-CHN,China,2005,7,15,2005,7,19,Natural,Meteorological,Storm,Tropical cyclone,1013000,9
2005-0644-CHN,China,2005,11,13,2005,11,13,Technological,Technological,Industrial accident,Explosion,10070,5
2005-0413-CHN,China,2005,7,30,2005,7,30,Natural,Meteorological,Storm,Convective storm,37,15
2005-0651-CHN,China,2005,11,26,2005,11,26,Natural,Geophysical,Earthquake,Ground movement,615500,16
2005-0740-CHN,China,2005,8,5,2005,8,5,Natural,Geophysical,Earthquake,Ground movement,18509,
2005-0307-CHN,China,2005,6,10,2005,6,12,Natural,Hydrological,Flood,Flash flood,425,117
2005-0729-CHN,China,2005,5,28,2005,5,29,Natural,Hydrological,Flood,Flash flood,8842,8
2005-0475-CHN,China,2005,8,13,2005,8,20,Natural,Hydrological,Flood,Riverine flood,188046,52
2005-0592-CHN,China,2005,9,29,2005,10,6,Natural,Hydrological,Flood,Riverine flood,4610000,20
2005-0600-CHN,China,2005,10,3,2005,10,6,Natural,Hydrological,Flood,Riverine flood,80000,20
2005-0751-CHN,China,2005,7,1,2005,8,12,Natural,Hydrological,Flood,Riverine flood,1270000,5
2005-0339-CHN,China,2005,7,,2005,7,,Natural,Meteorological,Extreme temperature,Heat wave,200,
2005-0411-CHN,China,2005,6,24,2005,8,20,Natural,Biological,Epidemic,Bacterial disease,168,38
2005-0204-CHN,China,2005,4,19,2005,4,19,Technological,Technological,Transport accident,Road,4,27
2005-0280-CHN,China,2005,5,1,2005,5,1,Technological,Technological,Transport accident,Water,,23
2005-0659-CHN,China,2005,11,13,2005,11,13,Technological,Technological,Transport accident,Water,61,13
2005-0793-CHN,China,2005,4,6,2005,4,6,Technological,Technological,Transport accident,Water,,23
2005-0179-CHN,China,2005,3,17,2005,3,17,Technological,Technological,Industrial accident,Explosion,,19
2005-0218-CHN,China,2005,4,21,2005,4,21,Technological,Technological,Industrial accident,Explosion,,17
2005-0230-CHN,China,2005,4,28,2005,4,28,Technological,Technological,Industrial accident,Explosion,12,22
2005-0231-CHN,China,2005,4,30,2005,4,30,Technological,Technological,Industrial accident,Explosion,,12
2005-0249-CHN,China,2005,5,17,2005,5,17,Technological,Technological,Industrial accident,Explosion,10,21
2005-0255-CHN,China,2005,5,19,2005,5,19,Technological,Technological,Industrial accident,Explosion,34,51
2005-0278-CHN,China,2005,5,12,2005,5,12,Technological,Technological,Industrial accident,Explosion,10,21
2005-0279-CHN,China,2005,5,14,2005,5,14,Technological,Technological,Industrial accident,Explosion,16,15
2005-0287-CHN,China,2005,5,4,2005,5,4,Technological,Technological,Industrial accident,Explosion,,12
2005-0336-CHN,China,2005,7,2,2005,7,2,Technological,Technological,Industrial accident,Explosion,26,19
2005-0356-CHN,China,2005,7,11,2005,7,11,Technological,Technological,Industrial accident,Explosion,4,83
2005-0386-CHN,China,2005,7,19,2005,7,19,Technological,Technological,Industrial accident,Explosion,,26
2005-0410-CHN,China,2005,7,27,2005,7,27,Technological,Technological,Industrial accident,Explosion,,14
2005-0422-CHN,China,2005,8,8,2005,8,8,Technological,Technological,Industrial accident,Explosion,23,16
2005-0463-CHN,China,2005,8,25,2005,8,25,Technological,Technological,Industrial accident,Explosion,2,15
2005-0500-CHN,China,2005,9,6,2005,9,6,Technological,Technological,Industrial accident,Explosion,9,17
2005-0529-CHN,China,2005,9,14,2005,9,14,Technological,Technological,Miscellaneous accident,Explosion,373,13
2005-0531-CHN,China,2005,9,15,2005,9,15,Technological,Technological,Industrial accident,Explosion,4,13
2005-0564-CHN,China,2005,10,3,2005,10,3,Technological,Technological,Industrial accident,Explosion,,34
2005-0568-CHN,China,2005,10,4,2005,10,4,Technological,Technological,Industrial accident,Explosion,2,14
2005-0609-CHN,China,2005,10,27,2005,10,27,Technological,Technological,Industrial accident,Explosion,,16
2005-0612-CHN,China,2005,10,31,2005,10,31,Technological,Technological,Industrial accident,Explosion,,17
2005-0619-CHN,China,2005,11,6,2005,11,6,Technological,Technological,Industrial accident,Explosion,,16
2005-0624-CHN,China,2005,11,11,2005,11,11,Technological,Technological,Industrial accident,Explosion,,16
2005-0656-CHN,China,2005,11,27,2005,11,27,Technological,Technological,Industrial accident,Explosion,73,171
2005-0673-CHN,China,2005,12,3,2005,12,3,Technological,Technological,Industrial accident,Explosion,15,16
2005-0679-CHN,China,2005,12,7,2005,12,7,Technological,Technological,Industrial accident,Explosion,,106
2005-0703-CHN,China,2005,12,22,2005,12,22,Technological,Technological,Industrial accident,Explosion,11,42
2005-0786-CHN,China,2005,5,15,2005,5,15,Technological,Technological,Industrial accident,Explosion,122,13
2005-0808-CHN,China,2005,6,21,2005,6,21,Technological,Technological,Industrial accident,Explosion,336,
2005-0772-CHN,China,2005,7,18,2005,7,18,Technological,Technological,Industrial accident,Radiation,100,1
2005-0175-CHN,China,2005,3,29,2005,3,29,Technological,Technological,Industrial accident,Gas leak,285,27
2005-0257-CHN,China,2005,5,20,2005,5,20,Technological,Technological,Industrial accident,Gas leak,,14
2005-0299-CHN,China,2005,6,8,2005,6,8,Technological,Technological,Industrial accident,Gas leak,86,25
2005-0416-CHN,China,2005,8,2,2005,8,2,Technological,Technological,Industrial accident,Gas leak,,26
2005-0777-CHN,China,2005,6,9,2005,6,9,Technological,Technological,Industrial accident,Gas leak,100,
2005-0674-CHN,China,2005,12,24,2005,12,24,Technological,Technological,Industrial accident,Fire,,12
2005-0178-CHN,China,2005,4,2,2005,4,2,Technological,Technological,Industrial accident,Other,,17
2005-0217-CHN,China,2005,4,24,2005,4,24,Technological,Technological,Industrial accident,Other,39,29
2005-0424-CHN,China,2005,8,7,2005,8,7,Technological,Technological,Industrial accident,Other,,123
2005-0447-CHN,China,2005,8,19,2005,8,19,Technological,Technological,Industrial accident,Other,,16
2005-0513-CHN,China,2005,9,10,2005,9,10,Technological,Technological,Industrial accident,Other,26,13
2005-0638-CHN,China,2005,11,19,2005,11,19,Technological,Technological,Industrial accident,Other,,14
2005-0648-CHN,China,2005,11,24,2005,11,24,Technological,Technological,Industrial accident,Other,14,18
2005-0672-CHN,China,2005,12,2,2005,12,2,Technological,Technological,Industrial accident,Other,6,42
2005-0708-CHN,China,2005,12,28,2005,12,28,Technological,Technological,Industrial accident,Other,5,17
2005-0245-CHN,China,2005,5,9,2005,5,9,Technological,Technological,Miscellaneous accident,Collapse,16,24
2005-0639-CHN,China,2005,11,6,2005,11,6,Technological,Technological,Industrial accident,Collapse,3,37
2005-0770-CHN,China,2005,9,29,2005,9,29,Technological,Technological,Miscellaneous accident,Other,344,
2005-0776-CHN,China,2005,6,15,2005,6,15,Technological,Technological,Miscellaneous accident,Other,151,1
2005-9746-CHN,China,2005,7,7,2005,,,Natural,Climatological,Drought,Drought,7600000,
2005-0310-CHN,China,2005,6,10,2005,6,10,Technological,Technological,Miscellaneous accident,Fire,15,31
2005-0689-CHN,China,2005,12,15,2005,12,15,Technological,Technological,Miscellaneous accident,Fire,24,39
2005-0704-CHN,China,2005,12,25,2005,12,25,Technological,Technological,Miscellaneous accident,Fire,8,26
2005-0274-CHN,China,2005,5,13,2005,5,13,Natural,Meteorological,Storm,,13,15
2006-0336-CHN,China,2006,6,28,2006,7,6,Natural,Hydrological,Flood,Riverine flood,4120000,30
2006-0251-CHN,China,2006,5,18,2006,5,22,Natural,Meteorological,Storm,Tropical cyclone,3150000,23
2006-0388-CHN,China,2006,7,24,2006,7,28,Natural,Meteorological,Storm,Tropical cyclone,6531000,109
2006-0337-CHN,China,2006,6,28,2006,7,8,Natural,Hydrological,Flood,Riverine flood,10009,42
2006-0362-CHN,China,2006,7,16,2006,7,19,Natural,Meteorological,Storm,Tropical cyclone,29622000,820
2006-0475-CHN,China,2006,8,25,2006,8,25,Natural,Geophysical,Earthquake,Ground movement,45551,1
2006-0300-CHN,China,2006,6,8,2006,6,15,Natural,Hydrological,Flood,Riverine flood,4600024,21
2006-0340-CHN,China,2006,6,25,2006,6,26,Natural,Hydrological,Flood,Riverine flood,2375016,29
2006-0371-CHN,China,2006,7,2,2006,7,5,Natural,Hydrological,Flood,Riverine flood,2400,20
2006-0567-CHN,China,2006,10,6,2006,10,12,Natural,Hydrological,Flood,Riverine flood,20004,27
2006-0732-CHN,China,2006,5,4,2006,5,8,Natural,Hydrological,Flood,Riverine flood,7000,16
2006-0410-CHN,China,2006,8,3,2006,8,6,Natural,Meteorological,Storm,Tropical cyclone,10000000,89
2006-0264-CHN,China,2006,5,30,2006,6,9,Natural,Hydrological,Flood,Riverine flood,356000,57
2006-0745-CHN,China,2006,4,26,2006,4,28,Natural,Meteorological,Storm,Convective storm,6458,17
2006-0298-CHN,China,2006,6,12,2006,6,16,Natural,Hydrological,Flood,Flash flood,12000,50
2006-0199-CHN,China,2006,4,9,2006,5,11,Natural,Hydrological,Flood,Riverine flood,10461,21
2006-0008-CHN,China,2006,1,6,2006,1,14,Natural,Meteorological,Storm,Convective storm,105000,
2006-9741-CHN,China,2006,5,1,2006,9,10,Natural,Climatological,Drought,Drought,18000000,134
2006-0437-CHN,China,2006,8,6,2006,8,11,Natural,Meteorological,Storm,Tropical cyclone,5923350,441
2006-0061-CHN,China,2006,1,12,2006,1,12,Natural,Geophysical,Earthquake,Ground movement,68761,
2006-0397-CHN,China,2006,7,22,2006,7,22,Natural,Geophysical,Earthquake,Ground movement,265106,22
2006-0464-CHN,China,2006,6,20,2006,6,20,Natural,Geophysical,Earthquake,Ground movement,130,
2006-0586-CHN,China,2006,10,27,2006,10,27,Natural,Geophysical,Earthquake,Ground movement,20000,
2006-0620-CHN,China,2006,11,3,2006,11,3,Natural,Geophysical,Earthquake,Ground movement,12000,
2006-0304-CHN,China,2006,6,18,2006,6,18,Natural,Geophysical,Mass movement (dry),Landslide,5,11
2006-0392-CHN,China,2006,7,20,2006,7,21,Natural,Hydrological,Flood,Flash flood,,35
2006-0481-CHN,China,2006,8,30,2006,8,31,Natural,Hydrological,Flood,Flash flood,,15
2006-0250-CHN,China,2006,4,21,2006,5,15,Natural,Hydrological,Flood,Riverine flood,36900,22
2006-0266-CHN,China,2006,5,24,2006,5,31,Natural,Hydrological,Flood,Riverine flood,350035,3
2006-0297-CHN,China,2006,6,13,2006,6,16,Natural,Hydrological,Flood,Riverine flood,1410000,2
2006-0323-CHN,China,2006,6,17,2006,6,19,Natural,Hydrological,Flood,Riverine flood,5000,23
2006-0339-CHN,China,2006,6,25,2006,6,26,Natural,Hydrological,Flood,Riverine flood,270000,6
2006-0364-CHN,China,2006,7,11,2006,7,13,Natural,Hydrological,Flood,Riverine flood,4000,
2006-0367-CHN,China,2006,7,7,2006,7,11,Natural,Hydrological,Flood,Riverine flood,1400000,10
2006-0394-CHN,China,2006,7,14,2006,7,17,Natural,Hydrological,Flood,Riverine flood,1200,1
2006-0357-CHN,China,2006,7,,2006,7,,Natural,Hydrological,Landslide,Landslide,,11
2006-0517-CHN,China,2006,10,,2006,10,,Natural,Meteorological,Storm,Tropical cyclone,12,1
2006-0309-CHN,China,2006,6,3,2006,6,3,Technological,Technological,Transport accident,Air,,40
2006-0105-CHN,China,2006,2,24,2006,2,24,Technological,Technological,Transport accident,Road,24,23
2006-0474-CHN,China,2006,8,28,2006,8,28,Technological,Technological,Transport accident,Road,25,11
2006-0476-CHN,China,2006,8,25,2006,8,26,Technological,Technological,Transport accident,Road,33,17
2006-0520-CHN,China,2006,10,1,2006,10,1,Technological,Technological,Transport accident,Road,20,30
2006-0693-CHN,China,2006,12,28,2006,12,28,Technological,Technological,Transport accident,Road,7,17
2006-0097-CHN,China,2006,2,17,2006,2,17,Technological,Technological,Transport accident,Water,6,31
2006-0151-CHN,China,2006,3,15,2006,3,15,Technological,Technological,Transport accident,Water,10,28
2006-0048-CHN,China,2006,1,29,2006,1,29,Technological,Technological,Industrial accident,Explosion,42,36
2006-0050-CHN,China,2006,2,2,2006,2,2,Technological,Technological,Industrial accident,Explosion,53,23
2006-0103-CHN,China,2006,2,23,2006,2,23,Technological,Technological,Industrial accident,Explosion,12,15
2006-0125-CHN,China,2006,3,13,2006,3,13,Technological,Technological,Industrial accident,Explosion,13,21
2006-0162-CHN,China,2006,4,1,2006,4,1,Technological,Technological,Industrial accident,Explosion,2,29
2006-0163-CHN,China,2006,4,1,2006,4,1,Technological,Technological,Industrial accident,Explosion,,9
2006-0173-CHN,China,2006,4,10,2006,4,10,Technological,Technological,Miscellaneous accident,Explosion,7,33
2006-0217-CHN,China,2006,4,29,2006,4,29,Technological,Technological,Industrial accident,Explosion,,30
2006-0227-CHN,China,2006,5,2,2006,5,2,Technological,Technological,Industrial accident,Explosion,,11
2006-0244-CHN,China,2006,5,10,2006,5,10,Technological,Technological,Industrial accident,Explosion,17,11
2006-0280-CHN,China,2006,6,8,2006,6,8,Technological,Technological,Industrial accident,Explosion,1,10
2006-0301-CHN,China,2006,6,16,2006,6,16,Technological,Technological,Industrial accident,Explosion,30,14
2006-0331-CHN,China,2006,6,26,2006,6,26,Technological,Technological,Miscellaneous accident,Explosion,18,10
2006-0353-CHN,China,2006,6,27,2006,6,27,Technological,Technological,Industrial accident,Explosion,36,26
2006-0376-CHN,China,2006,7,15,2006,7,15,Technological,Technological,Industrial accident,Explosion,7,50
2006-0384-CHN,China,2006,7,24,2006,7,24,Technological,Technological,Industrial accident,Explosion,,17
2006-0401-CHN,China,2006,7,29,2006,7,29,Technological,Technological,Industrial accident,Explosion,,11
2006-0420-CHN,China,2006,8,4,2006,8,4,Technological,Technological,Industrial accident,Explosion,16,18
2006-0534-CHN,China,2006,10,6,2006,10,6,Technological,Technological,Industrial accident,Explosion,7,13
2006-0535-CHN,China,2006,10,5,2006,10,5,Technological,Technological,Industrial accident,Explosion,,10
2006-0579-CHN,China,2006,10,28,2006,10,28,Technological,Technological,Industrial accident,Explosion,6,14
2006-0580-CHN,China,2006,10,28,2006,10,28,Technological,Technological,Industrial accident,Explosion,12,12
2006-0590-CHN,China,2006,11,5,2006,11,5,Technological,Technological,Industrial accident,Explosion,,47
2006-0591-CHN,China,2006,11,12,2006,11,12,Technological,Technological,Industrial accident,Explosion,,26
2006-0626-CHN,China,2006,11,25,2006,11,25,Technological,Technological,Industrial accident,Explosion,,27
2006-0627-CHN,China,2006,11,25,2006,11,25,Technological,Technological,Industrial accident,Explosion,28,32
2006-0629-CHN,China,2006,11,26,2006,11,26,Technological,Technological,Industrial accident,Explosion,,24
2006-0708-CHN,China,2006,12,14,2006,12,14,Technological,Technological,Industrial accident,Explosion,,12
2006-0710-CHN,China,2006,11,29,2006,11,29,Technological,Technological,Industrial accident,Explosion,27,11
2006-0747-CHN,China,2006,1,20,2006,1,20,Technological,Technological,Industrial accident,Explosion,50,10
2006-0395-CHN,China,2006,7,28,2006,7,28,Technological,Technological,Industrial accident,Radiation,7029,25
2006-0644-CHN,China,2006,10,16,2006,10,16,Technological,Technological,Industrial accident,Fire,,28
2006-0138-CHN,China,2006,3,18,2006,3,18,Technological,Technological,Industrial accident,Other,,28
2006-0285-CHN,China,2006,5,18,2006,5,18,Technological,Technological,Industrial accident,Other,,44
2006-0377-CHN,China,2006,7,15,2006,7,15,Technological,Technological,Industrial accident,Other,,18
2006-0621-CHN,China,2006,10,31,2006,10,31,Technological,Technological,Industrial accident,Collapse,,20
2007-0031-CHN,China,2007,1,12,2007,1,12,Technological,Technological,Industrial accident,Explosion,9,13
2007-0073-CHN,China,2007,1,29,2007,1,29,Technological,Technological,Industrial accident,Explosion,,16
2007-0054-CHN,China,2007,1,17,2007,1,17,Technological,Technological,Industrial accident,Other,11,29
2007-0052-CHN,China,2007,2,3,2007,2,4,Technological,Technological,Miscellaneous accident,Fire,6,15
2007-0314-CHN,China,2007,7,18,2007,7,22,Natural,Hydrological,Flood,Riverine flood,112742,83
2007-0172-CHN,China,2007,5,24,2007,5,26,Natural,Hydrological,Flood,Flash flood,2300050,43
2007-0268-CHN,China,2007,6,15,2007,7,,Natural,Hydrological,Flood,Riverine flood,105004000,535
2007-0457-CHN,China,2007,9,20,2007,9,20,Natural,Meteorological,Storm,Tropical cyclone,,9
2007-0313-CHN,China,2007,7,18,2007,8,3,Natural,Hydrological,Flood,Riverine flood,386000,170
2007-0315-CHN,China,2007,7,14,2007,8,3,Natural,Hydrological,Flood,Riverine flood,350000,29
2007-0333-CHN,China,2007,7,29,2007,8,3,Natural,Hydrological,Flood,Riverine flood,30000,96
2007-0401-CHN,China,2007,8,31,2007,9,2,Natural,Hydrological,Flood,Riverine flood,17500,11
2007-0405-CHN,China,2007,8,22,2007,8,27,Natural,Hydrological,Flood,Riverine flood,213000,17
2007-0137-CHN,China,2007,4,1,2007,4,1,Natural,Meteorological,Storm,,1000000,13
2007-0297-CHN,China,2007,7,5,2007,7,5,Natural,Meteorological,Storm,Convective storm,4314,21
2007-0380-CHN,China,2007,8,18,2007,8,21,Natural,Meteorological,Storm,Tropical cyclone,8000000,39
2007-0552-CHN,China,2007,10,2,2007,10,8,Natural,Meteorological,Storm,Tropical cyclone,,
2007-0580-CHN,China,2007,11,20,2007,11,20,Natural,Hydrological,Landslide,Landslide,1,33
2007-0387-CHN,China,2007,8,18,2007,8,18,Natural,Meteorological,Storm,Convective storm,840,13
2007-0217-CHN,China,2007,6,2,2007,6,2,Natural,Geophysical,Earthquake,Ground movement,329,3
2007-0296-CHN,China,2007,6,29,2007,7,1,Natural,Hydrological,Flood,Flash flood,,9
2007-0166-CHN,China,2007,6,1,2007,6,6,Natural,Hydrological,Flood,Riverine flood,250000,
2007-0414-CHN,China,2007,8,9,2007,8,12,Natural,Hydrological,Flood,Riverine flood,2430000,26
2007-0448-CHN,China,2007,8,31,2007,9,2,Natural,Hydrological,Flood,Riverine flood,17500,11
2007-0372-CHN,China,2007,5,7,2007,5,7,Technological,Technological,Transport accident,Road,24,17
2007-0373-CHN,China,2007,5,4,2007,5,4,Technological,Technological,Transport accident,Road,,16
2007-0474-CHN,China,2007,10,2,2007,10,2,Technological,Technological,Transport accident,Road,11,27
2007-0117-CHN,China,2007,3,18,2007,3,18,Technological,Technological,Transport accident,Water,,23
2007-0229-CHN,China,2007,5,12,2007,5,12,Technological,Technological,Transport accident,Water,,16
2007-0646-CHN,China,2007,12,15,2007,12,16,Technological,Technological,Transport accident,Water,,19
2007-0647-CHN,China,2007,12,,2007,12,,Technological,Technological,Transport accident,Water,,16
2007-0698-CHN,China,2007,4,8,2007,4,8,Technological,Technological,Transport accident,Water,,20
2007-0119-CHN,China,2007,3,10,2007,3,10,Technological,Technological,Industrial accident,Explosion,,29
2007-0122-CHN,China,2007,3,17,2007,3,18,Technological,Technological,Industrial accident,Explosion,,21
2007-0123-CHN,China,2007,3,28,2007,3,28,Technological,Technological,Industrial accident,Explosion,80,26
2007-0149-CHN,China,2007,4,16,2007,4,16,Technological,Technological,Industrial accident,Explosion,,12
2007-0154-CHN,China,2007,4,20,2007,4,20,Technological,Technological,Industrial accident,Explosion,,11
2007-0155-CHN,China,2007,4,19,2007,4,19,Technological,Technological,Industrial accident,Explosion,,17
2007-0159-CHN,China,2007,5,5,2007,5,5,Technological,Technological,Industrial accident,Explosion,23,30
2007-0228-CHN,China,2007,5,11,2007,5,11,Technological,Technological,Industrial accident,Explosion,105,5
2007-0302-CHN,China,2007,7,14,2007,7,14,Technological,Technological,Industrial accident,Explosion,,20
2007-0342-CHN,China,2007,7,3,2007,7,3,Technological,Technological,Miscellaneous accident,Explosion,33,25
2007-0385-CHN,China,2007,8,19,2007,8,19,Technological,Technological,Industrial accident,Explosion,59,14
2007-0506-CHN,China,2007,10,13,2007,10,13,Technological,Technological,Industrial accident,Explosion,,19
2007-0546-CHN,China,2007,11,8,2007,11,8,Technological,Technological,Industrial accident,Explosion,59,35
2007-0574-CHN,China,2007,11,28,2007,11,28,Technological,Technological,Industrial accident,Explosion,8,11
2007-0634-CHN,China,2007,12,29,2007,12,29,Technological,Technological,Industrial accident,Explosion,,19
2007-0637-CHN,China,2007,12,6,2007,12,6,Technological,Technological,Industrial accident,Explosion,33,105
2007-0675-CHN,China,2007,12,,2007,12,,Technological,Technological,Industrial accident,Chemical spill,750,1
2007-0717-CHN,China,2007,1,30,2007,1,30,Technological,Technological,Industrial accident,Chemical spill,127,1
2007-0719-CHN,China,2007,4,16,2007,4,16,Technological,Technological,Industrial accident,Chemical spill,300,
2007-0451-CHN,China,2007,9,19,2007,9,19,Technological,Technological,Industrial accident,Fire,,18
2007-0520-CHN,China,2007,10,21,2007,10,21,Technological,Technological,Industrial accident,Fire,19,37
2007-0711-CHN,China,2007,2,10,2007,2,10,Technological,Technological,Industrial accident,Fire,4,24
2007-0147-CHN,China,2007,4,18,2007,4,18,Technological,Technological,Industrial accident,Other,2,32
2007-0292-CHN,China,2007,7,23,2007,7,23,Technological,Technological,Industrial accident,Other,,11
2007-0384-CHN,China,2007,8,18,2007,8,18,Technological,Technological,Industrial accident,Other,584,172
2007-0547-CHN,China,2007,10,28,2007,10,28,Technological,Technological,Industrial accident,Other,,19
2007-0354-CHN,China,2007,8,13,2007,8,13,Technological,Technological,Industrial accident,Collapse,122,64
2007-0550-CHN,China,2007,10,24,2007,10,24,Technological,Technological,Miscellaneous accident,Collapse,,12
2007-0586-CHN,China,2007,11,15,2007,11,15,Technological,Technological,Industrial accident,Collapse,6,10
2007-0218-CHN,China,2007,5,26,2007,5,26,Technological,Technological,Miscellaneous accident,Fire,16,11
2007-0630-CHN,China,2007,12,12,2007,12,12,Technological,Technological,Miscellaneous accident,Fire,202,21
2008-0155-CHN,China,2008,4,19,2008,4,19,Natural,Meteorological,Storm,Tropical cyclone,274000,25
2008-0192-CHN,China,2008,5,12,2008,5,12,Natural,Geophysical,Earthquake,Ground movement,45976596,87476
2008-0212-CHN,China,2008,5,27,2008,6,5,Natural,Hydrological,Flood,Riverine flood,538166,64
2008-0243-CHN,China,2008,6,7,2008,6,22,Natural,Hydrological,Flood,Riverine flood,1600000,176
2008-0507-CHN,China,2008,10,31,2008,11,4,Natural,Hydrological,Flood,Riverine flood,411000,67
2008-0369-CHN,China,2008,8,22,2008,8,23,Natural,Meteorological,Storm,Tropical cyclone,900000,4
2008-0651-CHN,China,2008,4,17,2008,4,19,Natural,Meteorological,Storm,Convective storm,,
2008-0020-CHN,China,2008,1,10,2008,2,5,Natural,Meteorological,Extreme temperature,Severe winter conditions,77000000,129
2008-0249-CHN,China,2008,6,24,2008,6,27,Natural,Meteorological,Storm,Tropical cyclone,340000,14
2008-0292-CHN,China,2008,7,28,2008,8,8,Natural,Meteorological,Storm,Tropical cyclone,93006,1
2008-0329-CHN,China,2008,8,8,2008,8,11,Natural,Meteorological,Storm,Tropical cyclone,42000,
